Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0921881V;Ecole élémentaire publique Alexandre Dumas;Ecole;Public;11 rue de Rouen;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;0;1;;;;0171057822;;;ce.0921881V@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800296;;;48.89719687895916, 2.2422510988224422;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644445.3;6866621.1;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.89719687895916;2.2422510988224422;Numéro de rue;1979-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0922020W;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0921923R;Ecole maternelle publique Les Ponceaux;Ecole;Public;18 rue de Meudon;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;1;0;;;;0141239160;;;ce.0921923R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900171;;;48.81982663017998, 2.2486573077339207;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644833.1;6858013.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.81982663017998;2.2486573077339207;Numéro de rue;1980-09-15;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921396T;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0921990N;Ecole maternelle publique Jacques Prévert;Ecole;Public;20 rue des Cailloux;;92110 CLICHY;92110;92024;Clichy;092;25;11;1;0;;;;0171046411;;;ce.0921990N@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920024300133;;;48.89653770592477, 2.3063708787788832;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;649145.5;6866504.6;EPSG:2154;Circonscription d'inspection du 1er degré de Clichy;48.89653770592477;2.3063708787788832;Numéro de rue;1982-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922595W;;;0922532C;;;25014;092C-GENNEVILLIERS
0922026C;Ecole primaire publique Guy Môquet;Ecole;Public;2 avenue Maurice Thorez;;92240 MALAKOFF;92240;92046;Malakoff;092;25;11;1;1;;;;0146553826;;;ce.0922026C@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21920046600163;;;48.81671906752508, 2.3000539062643903;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;648603.7;6857633.6;EPSG:2154;Circonscription d'inspection du 1er degré de Malakoff;48.81671906752508;2.3000539062643903;Numéro de rue;1983-08-30;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921240Y;;;0922544R;;;25018;092F-VANVES
0922046Z;Ecole maternelle publique Jean Guillon;Ecole;Public;16 avenue Pierre Grenier;;92100 BOULOGNE BILLANCOURT;92100;92012;Boulogne-Billancourt;092;25;11;1;0;;;;0155185790;;;ce.0922046Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920012800318;;;48.826980383699215, 2.2496630184815536;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644914.5;6858808.5;EPSG:2154;Circonscription d'inspection du 1er degré de Boulogne-Billancourt;48.826980383699215;2.2496630184815536;Numéro de rue;1984-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921239X;;;0922179U;;;25016;092B-BOULOGNE-BILLANCOURT
0922099G;Ecole maternelle publique Charles Perrault;Ecole;Public;19 rue Kléber;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;1;0;;;;0171057979;;;ce.0922099G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800320;;;48.894912300823776, 2.2474837294608765;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644826.5;6866363.4;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.894912300823776;2.2474837294608765;Numéro de rue;1986-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922020W;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0922125K;Ecole maternelle publique Les Varennes;Ecole;Public;21 villa Marguerite;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;1;0;;;;0141238960;;;ce.0922125K@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900213;;;48.83023733489285, 2.283439567851986;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;647397.4;6859147.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.83023733489285;2.283439567851986;Numéro de rue;1987-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0920877D;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0922136X;Ecole élémentaire publique Les Ajoncs;Ecole;Public;33 rue du Docteur Lombard;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;0;1;;;;0141239150;;;ce.0922136X@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900221;;;48.8189167849306, 2.2515795685673474;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645046.7;6857910.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.8189167849306;2.2515795685673474;Numéro de rue;1989-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920877D;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0922363U;Ecole maternelle publique Les Ajoncs;Ecole;Public;5 place Louis de Funes;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;1;0;;;;0171057881;;;ce.0922363U@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800411;;;48.89963521802222, 2.263338277966031;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645993.8;6866877.6;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.89963521802222;2.263338277966031;Numéro de rue;1995-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922523T;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0922457W;Ecole élémentaire publique Antoine de Saint-Exupéry;Ecole;Public;12 rue Eliane Jeannin-Garreau;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;0;1;;;;0141238950;;;ce.0922457W@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900296;;;48.83099966461572, 2.2806854725463745;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;647196.0;6859234.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.83099966461572;2.2806854725463745;Numéro de rue;2001-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920877D;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0922459Y;Ecole maternelle publique  Maurice Ravel;Ecole;Public;9 allée Youri Gagarine;;92300 LEVALLOIS PERRET;92300;92044;Levallois-Perret;092;25;11;1;0;;;;0147398626;;;ce.0922459Y@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920044100364;;;48.89346116750623, 2.2954419885687987;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;648341.2;6866169.6;EPSG:2154;Circonscription d'inspection du 1er degré de Levallois-Perret;48.89346116750623;2.2954419885687987;Numéro de rue;2001-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921393P;;;0922536G;;;25015;092E-NEUILLY-SUR-SEINE
0922552Z;Ecole élémentaire publique Maître Jacques;Ecole;Public;2 rue Maître Jacques;;92100 BOULOGNE BILLANCOURT;92100;92012;Boulogne-Billancourt;092;25;11;0;1;;;;0155185871;;;ce.0922552Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920012800508;;;48.84027646008879, 2.2433239124151494;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644463.3;6860291.3;EPSG:2154;Circonscription d'inspection du 1er degré de Boulogne-Billancourt;48.84027646008879;2.2433239124151494;Numéro de rue;2003-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921237V;;;0922179U;;;25016;092B-BOULOGNE-BILLANCOURT
0922601C;Ecole maternelle publique Fernand Léger;Ecole;Public;19 rue Ernest Renan;;92240 MALAKOFF;92240;92046;Malakoff;092;25;11;1;0;;;;0147355325;;;ce.0922601C@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920046600114;;;48.823561664755935, 2.3046911693184255;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;648950.9;6858391.4;EPSG:2154;Circonscription d'inspection du 1er degré de Malakoff;48.823561664755935;2.3046911693184255;Numéro de rue;2006-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921240Y;;;0922544R;;;25018;092F-VANVES
0922744H;Ecole maternelle privée Gan Lechaim;Ecole;Privé;56 rue de l'Aigle;DE L'AIGLE;92250 LA GARENNE COLOMBES;92250;92035;La Garenne-Colombes;092;25;11;1;1;;;;0147802178;;;ganlechaim@gmail.com;1;0;0;;;;;;;;;;;;;;;;;;48.905638838764226, 2.247241344759956;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;644820.1;6867556.3;EPSG:2154;Circonscription d'inspection du 1er degré de Colombes II;48.905638838764226;2.247241344759956;Numéro de rue;2013-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;0921779J;;;0922537H;;;25015;092E-NEUILLY-SUR-SEINE
0922782Z;Ecole maternelle Victor Hugo;Ecole;Public;9 rue Foucault;;92110 CLICHY;92110;92024;Clichy;092;25;11;1;0;;;;0147159672;;;ce.0922782Z@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920024300414;;;48.90126181848484, 2.312136760588471;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;649572.8;6867026.2;EPSG:2154;Circonscription d'inspection du 1er degré de Clichy;48.90126181848484;2.312136760588471;Numéro de rue;2017-06-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922595W;;;0922532C;;;25014;092C-GENNEVILLIERS
0922815K;Ecole maternelle Montessori de Neuilly sur Seine;Ecole;Privé;24 bis rue de la Ferme;;92200 NEUILLY SUR SEINE;92200;92051;Neuilly-sur-Seine;092;25;11;1;0;;;;0664358399;;;direction.paris@ecole-montessori-colibris.com;0;0;0;;;;;;;;;;;;;;;;;;48.87802617969866, 2.2511869390039965;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;645080.2;6864483.2;EPSG:2154;Circonscription d'inspection du 1er degré de Neuilly-sur-Seine;48.87802617969866;2.2511869390039965;Numéro de rue;2018-03-07;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;10;;;;0922533D;;;25015;092E-NEUILLY-SUR-SEINE
0922840M;Ecole primaire publique Européenne;Ecole;Public;80 avenue Eugène Caron;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;1;1;;;;0149050250;;;ce.0922840M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;20008962100029;;;48.89655384883426, 2.242818331659815;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644486.2;6866549.2;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.89655384883426;2.242818331659815;Numéro de rue;2019-06-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0922523T;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0922862L;Ecole maternelle privée - Ecole Montessori Bilingue de Levallois Perret;Ecole;Privé;6 rue Barbès;;92300 LEVALLOIS PERRET;92300;92044;Levallois-Perret;092;25;11;1;0;;;;;;;mquere@penrith-education.com;0;0;0;;;;;;;;;;;;;;;;;;48.889855413719516, 2.2807111574050674;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;647257.5;6865778.4;EPSG:2154;Circonscription d'inspection du 1er degré de Levallois-Perret;48.889855413719516;2.2807111574050674;Numéro de rue;2019-06-16;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;10;;;;0922536G;;;25015;092E-NEUILLY-SUR-SEINE
0922902E;Ecole maternelle privée 123 mon école Asnières;Ecole;Privé;58 rue de la sablière;;92600 ASNIERES SUR SEINE;92600;92004;Asnières-sur-Seine;092;25;11;1;0;;;;0651542521;;;contact@123monecole.com;1;0;0;;;;;;;;;;;;;;;;;;48.90643147752734, 2.2692243244649712;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;646432.3;6867629.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Asnières-sur-Seine;48.90643147752734;2.2692243244649712;Numéro de rue;2020-10-07;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;10;;;;0922531B;;;25014;092C-GENNEVILLIERS
0922929J;Ecole élémentaire publique Niki de Saint Phalle;Ecole;Public;1 allée Niki de Saint Phalle;;92220 BAGNEUX;92220;92007;Bagneux;092;25;11;1;1;;;;0142316187;;;ce.0922929J@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21920007800356;;;48.80173262866442, 2.3192370969914267;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;649997.9;6855955.0;EPSG:2154;Circonscription d'inspection du 1er degré de Bagneux;48.80173262866442;2.3192370969914267;NUMERO (ADRESSE);2021-06-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921168V;;;0922547U;;;25013;092A-ANTONY
0922953K;Ecole maternelle privée 123 mon école boulogne-billancourt;Ecole;Privé;87 rue du chateau;;92100 BOULOGNE BILLANCOURT;92100;92012;Boulogne-Billancourt;092;25;11;1;0;;;;0171373246;;;contact@123monecole.com;1;0;0;;;;;;;;;;;;;;;89487652300024;;;48.84267989822392, 2.242662229180852;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;644417.3;6860559.0;EPSG:2154;Circonscription d'inspection du 1er degré de Sèvres - Missions privé et suivi du parcours des élèves (1er degré);48.84267989822392;2.242662229180852;Numéro de rue;2021-09-06;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;10;;;;0922543P;;;25016;092B-BOULOGNE-BILLANCOURT
0922985V;Ecole primaire publique Françoise Giroud;Ecole;Public;14 rue Victor Hugo;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;1;1;;;;0141238140;;;ce.0922985V@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900510;;;48.8269486641863, 2.2748459061018367;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646763.2;6858787.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.8269486641863;2.2748459061018367;Numéro de rue;2022-06-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920877D;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0923041F;Ecole élémentaire privée Yad Mordekai;Ecole;Privé;16 boulevard du général leclerc;;92110 CLICHY;92110;92024;Clichy;092;25;11;1;1;;;;0143147428;;;yad.ispym@gmail.com;0;0;0;;;;;;;;;;;;;;;39951742400046;;;48.90061514678042, 2.316997370187348;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;649928.5;6866951.2;EPSG:2154;Circonscription d'inspection du 1er degré de Clichy;48.90061514678042;2.316997370187348;Numéro de rue;2023-03-02;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;0922532C;;;;
0930188Z;Ecole élémentaire Fraternité;Ecole;Public;5 rue LOUIS AUBIN;;93230 ROMAINVILLE;93230;93063;Romainville;093;24;11;0;1;;;;0149209383;;;ce.0930188Z@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930063900123;;;48.87489495648632, 2.4443604769625398;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;659245.3;6864018.0;EPSG:2154;Circonscription d'inspection du 1er degré de Romainville-Les Lilas-Pré-St-Gervais;48.87489495648632;2.4443604769625398;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;;;;0931047H;;;;
0930194F;Ecole élémentaire Jean Macé;Ecole;Public;46 rue Henri Barbusse;;93300 AUBERVILLIERS;93300;93001;Aubervilliers;093;24;11;0;1;;;;0148330772;;;ce.0930194F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21930001900060;;;48.90469047586905, 2.3897234458295116;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;655263.5;6867360.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Aubervilliers;48.90469047586905;2.3897234458295116;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;;;;0931037X;;;;
0930240F;Ecole élémentaire Pierre Brossolette;Ecole;Public;14 rue Pierre Brossolette;;93130 NOISY LE SEC;93130;93053;Noisy-le-Sec;093;24;11;0;1;;;;0149426726;;;ce.0930240F@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930053000124;;;48.8901751120984, 2.4562615691145933;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;660129.9;6865711.0;EPSG:2154;Circonscription d'inspection du 1er degré de Noisy le Sec;48.8901751120984;2.4562615691145933;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;;;;0932428J;;;;
0930288H;Ecole élémentaire Edouard Vaillant;Ecole;Public;46 avenue Edouard Vaillant;;93500 PANTIN;93500;93055;Pantin;093;24;11;0;1;;;;0149154065;;;ce.0930288H@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21930055500220;;;48.901467128325685, 2.3942859553221676;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;655595.2;6866999.7;EPSG:2154;Circonscription d'inspection du 1er degré de Pantin;48.901467128325685;2.3942859553221676;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;;;;0931044E;;;;
0930289J;Ecole élémentaire Cottereau;Ecole;Public;1 rue Cottereau;;93130 NOISY LE SEC;93130;93053;Noisy-le-Sec;093;24;11;0;1;;;;0149426729;;;ce.0930289J@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930053000157;;;48.89032277161722, 2.4507816397826856;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;659728.2;6865730.2;EPSG:2154;Circonscription d'inspection du 1er degré de Noisy le Sec;48.89032277161722;2.4507816397826856;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;;;;0932428J;;;;
0930318R;Ecole élémentaire Jean Charcot;Ecole;Public;2 rue Jean Charcot;;93230 ROMAINVILLE;93230;93063;Romainville;093;24;11;0;1;;;;0171866025;;;ce.0930318R@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930063900081;;;48.87857326166666, 2.4408961361230097;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;658994.1;6864428.8;EPSG:2154;Circonscription d'inspection du 1er degré de Romainville-Les Lilas-Pré-St-Gervais;48.87857326166666;2.4408961361230097;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0930318R;;;0931047H;;;;
0930353D;Ecole élémentaire Diderot 2;Ecole;Public;12 rue Pépin;;93100 MONTREUIL;93100;93048;Montreuil;093;24;11;0;1;;;;0171892770;;;ce.0930353D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21930048000361;;;48.86340908534245, 2.44580654816881;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;659342.4;6862740.1;EPSG:2154;Circonscription d'inspection du 1er degré de Montreuil 1;48.86340908534245;2.44580654816881;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;;;;0931046G;;;;
0930407M;Ecole maternelle Jean Jaurès;Ecole;Public;43 rue Anatole France;;93170 BAGNOLET;93170;93006;Bagnolet;093;24;11;1;0;;;;0141581849;;;ce.0930407M@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21930006800125;;;48.87725021876844, 2.431889684678222;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;658332.5;6864286.4;EPSG:2154;Circonscription d'inspection du 1er degré de Bagnolet;48.87725021876844;2.431889684678222;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0931052N;;;;
0930416X;Ecole maternelle Henri Wallon;Ecole;Public;3 rue Henri Wallon;;93100 MONTREUIL;93100;93048;Montreuil;093;24;11;1;0;;;;0171892835;;;ce.0930416X@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP+;;21930048000460;;;48.856116074580015, 2.4579226632926376;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;660225.7;6861923.0;EPSG:2154;Circonscription d'inspection du 1er degré de Montreuil 1;48.856116074580015;2.4579226632926376;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0931046G;;;;
0930417Y;Ecole maternelle Condorcet;Ecole;Public;8 rue Pierre Brossolette;;93130 NOISY LE SEC;93130;93053;Noisy-le-Sec;093;24;11;1;0;;;;0149426728;;;ce.0930417Y@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930053000116;;;48.88955301680712, 2.455322965691105;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;660060.6;6865642.3;EPSG:2154;Circonscription d'inspection du 1er degré de Noisy le Sec;48.88955301680712;2.455322965691105;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0932428J;;;;
0930448G;Ecole maternelle Emile Zola;Ecole;Public;7 rue Emile Zola;;93400 ST OUEN SUR SEINE;93400;93070;Saint-Ouen-sur-Seine;093;24;11;1;0;;;;0149181790;;;ce.0930448G@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21930070400182;;;48.9035027329488, 2.3274649059128136;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;650698.6;6867265.7;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Ouen-Ile Saint Denis;48.9035027329488;2.3274649059128136;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0931035V;;;;
0930455P;Ecole maternelle Léon Gambetta;Ecole;Public;11 boulevard Gambetta;;93130 NOISY LE SEC;93130;93053;Noisy-le-Sec;093;24;11;1;0;;;;0149426730;;;ce.0930455P@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930053000165;;;48.89399983271225, 2.4592276534848687;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;660350.3;6866134.8;EPSG:2154;Circonscription d'inspection du 1er degré de Noisy le Sec;48.89399983271225;2.4592276534848687;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0932428J;;;;
0930491D;Ecole maternelle Méhul;Ecole;Public;30 rue Méhul;;93500 PANTIN;93500;93055;Pantin;093;24;11;1;0;;;;0149154052;;;ce.0930491D@ac-creteil.fr;1;0;0;;;;;;;;;;;;;;;21930055500162;;;48.88911439945012, 2.4153281427180815;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;657127.6;6865614.5;EPSG:2154;Circonscription d'inspection du 1er degré de Pantin;48.88911439945012;2.4153281427180815;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0931044E;;;;
0930502R;Ecole maternelle Pêche d'Or;Ecole;Public;5 rue Auguste  Blanqui;;93170 BAGNOLET;93170;93006;Bagnolet;093;24;11;1;0;;;;0155860860;;;ce.0930502R@ac-creteil.fr;1;0;0;;;;;;;;;;;;;REP;;21930006800042;;;48.87241060273101, 2.4259778807977805;SANS OBJET;Seine-Saint-Denis;Créteil;Ile-de-France;657895.0;6863751.4;EPSG:2154;Circonscription d'inspection du 1er degré de Bagnolet;48.87241060273101;2.4259778807977805;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;;;;0931052N;;;;
