LicenceRSN,LicenceNumber,LicenceRevisionNumber,BusinessName,BusinessTradeName,Status,IssuedDate,ExpiredDate,BusinessType,BusinessSubType,Unit,UnitType,House,Street,City,Province,Country,PostalCode,LocalArea,NumberOfEmployees,Latitude,Longitude,FeePaid,ExtractDate
2572987,16-114174,0,Christopher Gordon Mussells (Christopher Mussells),Education & Consulting Services ,Pending,,,Educational,Tutor,4,Unit,5729,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W8,17-Kerrisdale,1,49.23426115,-123.1560065,,16-06-12
2601037,16-142205,0,Martin Wing-Tak Wong (Martin Wong),My Lady Boutique & Consignments ,Issued,16-02-04 9:31,16-12-31 0:00,Retail Dealer,Clothing/Shoes,,,5765,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W8,17-Kerrisdale,1,49.23395397,-123.1559999,176,16-06-12
2680755,16-205213,0,Rosamond Chan & Phoebe Tsang ,CT Counselling Services ,Issued,16-05-04 11:31,16-12-31 0:00,Health Services,Counselling,10,Unit,5729,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W8,17-Kerrisdale,0,49.23426115,-123.1560065,166,16-06-12
2585127,16-126308,0,Rockers Coffee Kerrisdale Inc ,,Issued,16-01-11 16:31,16-12-31 0:00,Ltd Service Food Establishment,,,,5631,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W7,11-Arbutus Ridge,4,49.23525484,-123.1559704,493,16-06-12
2625258,16-156791,0,De Rucci Home Ltd ,,Issued,15-11-20 15:56,16-12-31 0:00,Retail Dealer,Furnishings,,,5601,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W7,11-Arbutus Ridge,3,49.23525484,-123.1559704,136,16-06-12
2584094,16-125276,0,The Secret Garden Tea Company Inc ,,Issued,15-12-14 15:20,16-12-31 0:00,Ltd Service Food Establishment,,,,5559,West Boulevard,Vancouver,BC,CAN,V6M 3W6,11-Arbutus Ridge,18,49.23594434,-123.1558772,493,16-06-12
2598573,16-139744,0,(Jinha Jeong),The UPS Store #205 / L & F Business Centre ,Issued,15-11-26 11:31,16-12-31 0:00,Postal Rental Agency,,,,5525,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W6,11-Arbutus Ridge,3,49.23629742,-123.1558673,136,16-06-12
2599124,16-140295,0,Simply Natural Pet Food Ltd ,,Issued,15-11-13 6:56,16-12-31 0:00,Retail Dealer,Other,,,5565,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W6,11-Arbutus Ridge,4,49.23587823,-123.1558784,136,16-06-12
2600378,16-141548,0,HP3 Clothing Ltd ,,Issued,15-12-28 1:21,16-12-31 0:00,Retail Dealer,Other,,,5515,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W6,11-Arbutus Ridge,3,49.23629742,-123.1558673,136,16-06-12
2648513,16-173229,0,(Frances Alexander),Fran Alexander Art ,Cancelled,,,Retail Dealer,Art Gallery,365,Unit,5525,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W6,11-Arbutus Ridge,1,49.23629742,-123.1558673,,16-06-12
2668795,16-139831,1,Northland Properties Corporation ,West Coast Liquor Co ,Issued,16-04-29 15:40,16-12-31 0:00,Liquor Retail Store,Full Service,,,5503,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W6,11-Arbutus Ridge,8,49.23629742,-123.1558673,10,16-06-12
2559611,16-100804,0,Clifford Enterprises (canada) Ltd ,,Issued,15-12-23 12:10,16-12-31 0:00,Apartment House,,202,Unit,696,W 45th Av,Vancouver,BC,CAN,V6M 3W5,18-Oakridge,0,49.22940372,-123.1209016,8905,16-06-12
2570095,16-111282,0,(Tuyet Pham),Star Nails ,Issued,15-12-18 11:45,16-12-31 0:00,Cosmetologist,Nail Technician,,,5411,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W5,11-Arbutus Ridge,2,49.23705223,-123.1558499,136,16-06-12
2603159,16-144322,0,Star West Realty Ltd ,,Issued,15-12-02 14:54,16-12-31 0:00,Real Estate Dealer,,,,5487,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W5,11-Arbutus Ridge,8,49.23655961,-123.1558805,136,16-06-12
2579133,16-120318,0,La Bella Beauty International Ltd ,Mentor Hair Salon ,Issued,16-01-28 12:07,16-12-31 0:00,Health and Beauty,Beauty Salon,,,5389,WEST BOULEVARD,Vancouver,BC,CAN,V6M 3W4,11-Arbutus Ridge,4,49.23744568,-123.1558558,290,16-06-12
2561291,16-102484,0,333558 B C Ltd ,,Issued,15-12-15 14:06,16-12-31 0:00,Apartment House,,,,6051,Yew St,Vancouver,BC,CAN,V6M 3V7,17-Kerrisdale,0,49.23151340,-123.1590504,871,16-06-12
2569904,16-111091,0,Barry K T Li (Barry Li),,Issued,15-11-26 15:44,16-12-31 0:00,Cosmetologist,Hair Stylist/Hairdresser,,,6228,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V7,17-Kerrisdale,1,49.22961558,-123.1548199,136,16-06-12
2573050,16-114237,0,Ching Ling Maria Ho & Fun Kien Frankie Choi ,123 Math And Chess ,Issued,15-11-03 0:50,16-12-31 0:00,Educational,Tutor,,,6218,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V7,17-Kerrisdale,1,49.22961558,-123.1548199,136,16-06-12
2573059,16-114246,0,Broadview Education Ltd ,,Issued,15-12-10 15:08,16-12-31 0:00,Educational,Tutor,201,Unit,6272,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V7,17-Kerrisdale,0,49.22922481,-123.1549324,136,16-06-12
2581565,16-122747,0,0997881 BC Ltd ,Legend Acupuncture & Chinese Medicine ,Issued,15-11-26 15:38,16-12-31 0:00,Health Services,TCM Practitioner,130,Unit,6218,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V7,17-Kerrisdale,2,49.22961558,-123.1548199,136,16-06-12
2601229,16-142396,0,Alan Bruce Cameron (Alan Cameron),Cameron Consulting ,Pending,,,Retail Dealer,Furnishings,,,6162,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V6,17-Kerrisdale,1,49.23030487,-123.1548008,,16-06-12
2606212,16-147372,0,Peterson Chia-Shouh Young (Peterson Young),Young Guns Portfolio Clinic ,Inactive,15-11-09 11:45,16-12-31 0:00,Studio,Artist Studio,,,6178,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V6,17-Kerrisdale,0,49.23016499,-123.1548093,136,16-06-12
2560611,16-101804,0,Nicolas H Abramson (Nicolas Abramson),,Issued,16-01-06 11:57,16-12-31 0:00,Apartment House,,,,6060,East  Boulevard,Vancouver,BC,CAN,V6M 3V5,17-Kerrisdale,0,,,938,16-06-12
2569460,16-110649,0,Kerrisdale Oakridge Marpole Crime Prevention Society ,,Issued,16-01-04 13:14,16-12-31 0:00,Community Association,,,,6070,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V5,17-Kerrisdale,2,49.23102444,-123.1548323,2,16-06-12
2589500,16-130679,0,Ross Edward Buswell (Ross Buswell),Atmosphere Design ,Pending,,,Office,Graphic Artist,103,Unit,6020,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V5,17-Kerrisdale,1,49.23156387,-123.1547198,,16-06-12
2582078,16-123260,0,(Karina Inkster),KI Health & Fitness ,Issued,16-02-04 11:59,16-12-31 0:00,Instruction,Fitness Instruction,207,Unit,5840,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3V3,17-Kerrisdale,1,49.23319795,-123.1546583,198,16-06-12
2564178,16-105370,0,Rosepear Studio Inc ,,Pending,,,Computer Services,Software,,,5190,EAST BOULEVARD,Vancouver,BC,CAN,V6M 3T9,12-Shaughnessy,1,49.23949666,-123.1544941,,16-06-12
2564072,16-105264,0,Clarity GIS Consulting Inc ,,Issued,15-12-27 17:02,16-12-31 0:00,Computer Services,Other,,,6368,LABURNUM ST,Vancouver,BC,CAN,V6M 3S9,17-Kerrisdale,0,49.22841086,-123.1504767,136,16-06-12
2588357,16-129536,0,Joanne Vivienne Scudder (Joanne Scudder),,Issued,16-02-01 18:24,16-12-31 0:00,Office,Property Management,,,6410,Angus Dr,Vancouver,BC,CAN,V6M 3P5,17-Kerrisdale,1,,,176,16-06-12
2590889,16-132068,0,Nancy Stern Architect Incorporated ,Nancy Stern-Architect ,Issued,16-03-06 10:08,16-12-31 0:00,Office,Architect,,,5975,ANGUS DRIVE,Vancouver,BC,CAN,V6M 3N9,17-Kerrisdale,1,49.23198664,-123.1482939,176,16-06-12
2572951,16-114138,0,Opus Academy Of Music & Communication Arts Inc ,,Issued,15-12-18 8:55,16-12-31 0:00,Educational,Tutor,,,6068,Wiltshire St,Vancouver,BC,CAN,V6M 3L9,17-Kerrisdale,1,49.23131811,-123.1460050,136,16-06-12
2565880,16-107070,0,North Star Wholesale Lumber Ltd ,North Star Projects ,Pending,,,Contractor,Building,,,5776,WILTSHIRE ST,Vancouver,BC,CAN,V6M 3L6,17-Kerrisdale,1,49.23379284,-123.1458977,,16-06-12
2601163,16-142330,0,Deborah Ann Margaret Grech (Deborah Grech),Flock Interiors ,Gone Out of Business,,,Retail Dealer,Other,,,6112,MARGUERITE ST,Vancouver,BC,CAN,V6M 3L3,17-Kerrisdale,2,49.23049747,-123.1444654,,16-06-12
2683548,16-207983,0,Treston Environmental Technologies Inc ,,Issued,16-03-29 15:36,16-12-31 0:00,Retail Dealer,Other,,,6037,ADERA ST,Vancouver,BC,CAN,V6M 3J3,17-Kerrisdale,1,49.23128220,-123.1438370,155,16-06-12
2566465,16-107655,0,New Homes Global Enterprises Ltd ,,Issued,16-01-19 10:24,16-12-31 0:00,Contractor,Building,,,5718,ADERA ST,Vancouver,BC,CAN,V6M 3J2,17-Kerrisdale,1,49.23413494,-123.1427743,367,16-06-12
2567868,16-109058,0,(Libo Sun),,Issued,15-11-30 16:47,16-12-31 0:00,Contractor,Building,,,5887,ADERA ST,Vancouver,BC,CAN,V6M 3J1,17-Kerrisdale,2,49.23271342,-123.1437723,165,16-06-12
2577057,16-118242,0,Shelley Kwong Inc ,,Issued,16-01-05 15:32,16-12-31 0:00,Financial Services,Accountant/Auditor,209,Unit,5678,Granville St,Vancouver,BC,CAN,V6M 3C5,12-Shaughnessy,2,49.23465201,-123.1391261,136,16-06-12
2580209,16-121393,0,Dr Collin Yong (Collin Yong),,Issued,15-11-23 11:58,16-12-31 0:00,Health Services,Physician/Surgeon,205,Unit,5678,Granville St,Vancouver,BC,CAN,V6M 3C5,12-Shaughnessy,2,49.23465201,-123.1391261,136,16-06-12
2595531,16-136706,0,FG Design Consultants Ltd ,,Issued,15-11-28 12:20,16-12-31 0:00,Office,Consultant,210,Unit,5678,GRANVILLE ST,Vancouver,BC,CAN,V6M 3C5,12-Shaughnessy,3,49.23465201,-123.1391261,136,16-06-12
2591029,16-132208,0,Rachel D Hanks-Knowlson (Rachel Hanks-Knowlson),Living Urban Planters ,Issued,16-01-05 13:43,16-12-31 0:00,Office,Interior Design/Decorator,,,5526,GRANVILLE ST,Vancouver,BC,CAN,V6M 3C4,12-Shaughnessy,0,49.23588282,-123.1391138,136,16-06-12
2583371,16-124553,0,Mark Wiens Community Lawn Care Ltd ,,Issued,15-11-02 22:04,16-12-31 0:00,Landscape Gardener,,,,5349,GRANVILLE ST,Vancouver,BC,CAN,V6M 3C2,12-Shaughnessy,2,49.23755250,-123.1400740,136,16-06-12
2601262,16-142429,0,Mei Leng Lee (Mei Lee),Hana Florist ,Pending,,,Retail Dealer,Flowers,,,5880,ATHLONE ST,Vancouver,BC,CAN,V6M 3A2,18-Oakridge,0,49.23269234,-123.1360353,,16-06-12
2593540,16-134716,0,(Su-Bin Kuah),Heartlight Project ,Issued,15-12-16 22:01,16-12-31 0:00,Office,Advertising Agent,,,5809,Athlone St,Vancouver,BC,CAN,V6M 3A1,18-Oakridge,1,49.23321750,-123.1369178,136,16-06-12
2599857,16-141027,0,Advantage Vacuum Inc ,Advantage Vacuums ,Issued,16-03-28 10:57,16-12-31 0:00,Retail Dealer,Other,,,5747,West Boulevard,Vancouver,BC,CAN,V6M 328,17-Kerrisdale,2,49.23395397,-123.1559999,176,16-06-12
2584362,16-125544,0,Crazy Pizza Ltd ,Domino's Pizza ,Issued,15-11-04 14:13,16-12-31 0:00,Ltd Service Food Establishment,,,,6469,OAK ST,Vancouver,BC,CAN,V6M 2W7,18-Oakridge,18,49.22701989,-123.1287992,493,16-06-12
2588320,16-129499,0,Rand & Fowler Insurance Ltd ,,Issued,16-01-06 8:53,16-12-31 0:00,Office,Insurance Agent,,,6481,OAK ST,Vancouver,BC,CAN,V6M 2W7,18-Oakridge,35,49.22701989,-123.1287992,136,16-06-12
2576907,16-118092,0,Wistaria Enterprises Ltd ,,Issued,15-11-23 10:29,16-12-31 0:00,Financial Services,Investment Company,,,6410,Oak St,Vancouver,BC,CAN,V6M 2W4,18-Oakridge,0,49.22739649,-123.1278742,136,16-06-12
2569720,16-110907,0,Lubavitch Foundation of British Columbia ,Chabad Catering ,Pending,,,Community Association,,,,5750,OAK ST,Vancouver,BC,CAN,V6M 2V9,18-Oakridge,2,49.23342157,-123.1276123,,16-06-12
2564055,16-105247,0,Ka Wo (Winson) Chiu (Ka Chiu),The 8th Dimension Comic Studio ,Issued,15-12-22 21:23,16-12-31 0:00,Computer Services,Design,17,Unit,5763,OAK ST,Vancouver,BC,CAN,V6M 2V7,18-Oakridge,1,49.23333117,-123.1285612,136,16-06-12
2588848,16-130027,0,Admiral Insurance Services (Vancouver West) Inc ,,Issued,16-01-07 14:48,16-12-31 0:00,Office,Insurance Company,,,5779,Oak St,Vancouver,BC,CAN,V6M 2V7,18-Oakridge,6,49.23333117,-123.1285612,136,16-06-12
2595381,16-136556,0,CM Bay Citti Developments Ltd ,,Issued,15-11-09 15:58,16-12-31 0:00,Office,Development Company,6+11,Unit,5763,OAK ST,Vancouver,BC,CAN,V6M 2V7,18-Oakridge,0,49.23333117,-123.1285612,136,16-06-12
2605613,16-146774,0,Chron Holdings Ltd ,We Care Health Services ,Issued,15-11-24 9:34,16-12-31 0:00,Referral Services,,10,Unit,5763,Oak St,Vancouver,BC,CAN,V6M 2V7,18-Oakridge,95,49.23333117,-123.1285612,136,16-06-12
2578265,16-119450,0,7-Eleven Canada Inc ,7-Eleven Store ,Issued,15-12-11 10:13,16-12-31 0:00,Gasoline Station,Split-Island Station,,,5680,OAK ST,Vancouver,BC,CAN,V6M 2V6,13-South Cambie,6,49.23423760,-123.1276297,204,16-06-12
2584543,16-125725,0,Truffles Fine Foods Ltd ,Truffles Fine Foods ,Issued,15-12-15 9:25,16-12-31 0:00,Ltd Service Food Establishment,,,,5151,OAK ST,Vancouver,BC,CAN,V6M 2V5,12-Shaughnessy,6,49.23906750,-123.1346040,493,16-06-12
2566078,16-107268,0,Shalindro Dosanjh & Harjinder Singh Dosanjh ,,Issued,16-01-26 12:12,16-12-31 0:00,Contractor,Building,,,1185,W 49TH AV,Vancouver,BC,CAN,V6M 2P9,18-Oakridge,5,49.22697818,-123.1329813,205,16-06-12
2581118,16-122301,0,Cerys Yuen-Yin Lo (Cerys Lo),,Issued,15-11-17 18:59,16-12-31 0:00,Health Services,Occupational Therapy,,,1291,W 49TH AV,Vancouver,BC,CAN,V6M 2P9,18-Oakridge,0,49.22705244,-123.1348357,136,16-06-12
2603939,16-145102,0,Aureflam Trading Canada Inc ,Pho Hoa Restaurant ,Issued,15-12-08 11:51,16-12-31 0:00,Restaurant Class 1,No Liquor Service,,,1011,W 49th Av,Vancouver,BC,CAN,V6M 2P7,18-Oakridge,12,49.22701989,-123.1287992,714,16-06-12
2610122,16-151280,0,Acme Import & Export Ltd ,,Issued,16-01-04 5:56,16-12-31 0:00,Wholesale Dealer - Food,,,,2129,W 48TH AV,Vancouver,BC,CAN,V6M 2P6,17-Kerrisdale,1,49.22836233,-123.1567835,364,16-06-12
2621774,16-154124,0,(Zheng Liu),,Issued,15-11-17 9:58,16-12-31 0:00,Office,Project Management,,,1079,W 47TH AV,Vancouver,BC,CAN,V6M 2L3,18-Oakridge,0,49.22871803,-123.1305006,136,16-06-12
2566660,16-107850,0,Johan Construction Management Ltd ,,Issued,15-11-13 15:15,16-12-31 0:00,Contractor,Building,,,2078,W 46TH AV,Vancouver,BC,CAN,V6M 2K9,17-Kerrisdale,0,49.22959807,-123.1542987,165,16-06-12
2682001,16-141417,1,Crystal Computer Ltd ,,Issued,16-04-04 17:09,16-12-31 0:00,Retail Dealer,Electronics,,,1011,W 46TH AV,Vancouver,BC,CAN,V6M 2J9,18-Oakridge,1,49.22977264,-123.1287084,22,16-06-12
2581700,16-122882,0,Accent Health Services Inc ,,Pending,,,Health Services,Nursing Service,1,Unit,2095,W 45TH AV,Vancouver,BC,CAN,V6M 2H8,17-Kerrisdale,15,49.23102444,-123.1548323,,16-06-12
2609315,16-150473,0,Genius Art Ltd ,,Pending,,,Wholesale  Dealer,,,,1929,W 45TH AV,Vancouver,BC,CAN,V6M 2H7,17-Kerrisdale,2,49.23103910,-123.1502683,,16-06-12
2625096,16-156756,0,Pacific West Projects Ltd ,,Issued,15-11-20 10:11,16-12-31 0:00,Contractor,Building,,,1038,W 45TH AV,Vancouver,BC,CAN,V6M 2G6,18-Oakridge,0,49.22999629,-123.1296814,165,16-06-12
2560675,16-101868,0,Herta Field & Thomas Cubric ,,Issued,15-12-08 15:09,16-12-31 0:00,Apartment House,,,,2155,W 44TH AV,Vancouver,BC,CAN,V6M 2G4,17-Kerrisdale,0,49.23246813,-123.1575152,1742,16-06-12
2594639,16-135814,0,Angela Dawn Harmel (Angela Harmel),Thirteen Studio + Design ,Pending,,,Office,Interior Design/Decorator,218,Unit,2170,W 44TH AV,Vancouver,BC,CAN,V6M 2G3,17-Kerrisdale,1,49.23156421,-123.1574326,,16-06-12
2589623,16-130802,0,Gilbert Tan Architect Incorporated ,,Issued,15-11-12 12:21,16-12-31 0:00,Office,Architect,315,Unit,2120,W 44TH AV,Vancouver,BC,CAN,V6M 2G2,17-Kerrisdale,1,49.23159799,-123.1565450,136,16-06-12
2565972,16-107162,0,Canaan-Land Enterprises Ltd ,,Pending,,,Contractor,Building,,,2036,W 44TH AV,Vancouver,BC,CAN,V6M 2E9,17-Kerrisdale,2,49.23150262,-123.1531123,,16-06-12
2594811,16-135986,0,Architelier Architecture & Real Estate Consulting Inc ,Architelier Inc ,Issued,16-02-03 13:29,16-12-31 0:00,Office,Architect,,,2068,W 44TH AV,Vancouver,BC,CAN,V6M 2E9,17-Kerrisdale,1,49.23151683,-123.1539235,176,16-06-12
2560851,16-102044,0,Clovelly Apartments Property Ltd ,,Issued,15-11-17 15:01,16-12-31 0:00,Apartment House,,,,2292,W 43RD AV,Vancouver,BC,CAN,V6M 2E3,17-Kerrisdale,0,49.23251552,-123.1596582,804,16-06-12
2566193,16-107383,0,CMP Development Group Ltd ,,Issued,15-11-13 13:31,16-12-31 0:00,Contractor,Building,,,1006,W 43RD AV,Vancouver,BC,CAN,V6M 2B9,18-Oakridge,3,49.23160223,-123.1286680,165,16-06-12
2564757,16-105948,0,Goodrich Development Ltd ,,Issued,15-12-21 14:05,16-12-31 0:00,Contractor,Building,,,1083,W 43rd Av,Vancouver,BC,CAN,V6M 2B8,18-Oakridge,0,49.23240632,-123.1298745,165,16-06-12
2573650,16-114836,0,C2C Connections Ltd ,,Issued,16-01-18 15:12,16-12-31 0:00,Entertainment Services,Event Coordinator,,,1057,W 43RD AV,Vancouver,BC,CAN,V6M 2B8,18-Oakridge,3,49.23239762,-123.1296203,158,16-06-12
2563647,16-104839,0,Royal Canadian Legion Branch No 30 ,,Issued,16-01-06 12:05,16-12-31 0:00,Club,,,,2177,W 42nd Av,Vancouver,BC,CAN,V6M 2B7,17-Kerrisdale,2,49.23394964,-123.1578097,10,16-06-12
2583626,16-124808,0,Royal Canadian Legion Branch No 30 ,,Issued,16-01-06 12:05,16-12-31 0:00,Liquor Establishment Standard,Class 7 (Private Club),,,2177,W 42nd Av,Vancouver,BC,CAN,V6M 2B7,17-Kerrisdale,2,49.23394964,-123.1578097,438,16-06-12
2566249,16-107439,0,Canada Zhe Shang Investments Ltd ,,Issued,15-11-19 10:56,16-12-31 0:00,Contractor,Building,290,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,6,49.23381955,-123.1526993,165,16-06-12
2569991,16-111178,0,Purple Orchid Esthetics Salon Ltd ,Purple Orchid Esthetics ,Issued,15-11-13 21:59,16-12-31 0:00,Cosmetologist,Esthetician,263,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,1,49.23381955,-123.1526993,136,16-06-12
2577015,16-118200,0,Wayne E Telford (Wayne Telford),,Issued,15-12-16 14:28,16-12-31 0:00,Financial Services,Accountant/Auditor,380,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,2,49.23381955,-123.1526993,126,16-06-12
2581851,16-123033,0,(Cheryl Devine),Devine Fitness & Pilates ,Issued,16-01-13 13:18,16-12-31 0:00,Instruction,Other,270,Unit,2025,W 42nd Av,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,0,49.23381955,-123.1526993,136,16-06-12
2586008,16-127188,0,(Jemma Bradley),"Jemma Kim Bradley, RMT ",Issued,15-12-18 19:21,16-12-31 0:00,Massage Therapist,,200,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,0,49.23381955,-123.1526993,136,16-06-12
2592925,16-134103,0,0895902 BC Ltd ,,Issued,15-11-19 10:54,16-12-31 0:00,Office,Real Estate Development/Investment,290,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,1,49.23381955,-123.1526993,136,16-06-12
2602279,16-143442,0,NAIM Canada Inc ,AIM Canada ,Issued,15-11-05 10:21,16-12-31 0:00,Retail Dealer - Food,,390,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,5,49.23381955,-123.1526993,253,16-06-12
2609656,16-150814,0,Zhe Shang Construction Ltd ,,Pending,,,Wholesale  Dealer,,290,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B5,17-Kerrisdale,1,49.23381955,-123.1526993,,16-06-12
2570055,16-111242,0,Victoria Dorcas Presley (Victoria Presley),Victoria ,Issued,15-11-10 13:40,16-12-31 0:00,Cosmetologist,Hair Stylist/Hairdresser,,,2033,W 42ND AV,Vancouver,BC,CAN,V6M 2B4,17-Kerrisdale,1,49.23381955,-123.1526993,309,16-06-12
2580174,16-121358,0,(Alphonsus Tam),Dr A Tam ,Issued,15-12-21 14:09,16-12-31 0:00,Health Services,Dentist,,,2073,W 42ND AV,Vancouver,BC,CAN,V6M 2B4,17-Kerrisdale,0,49.23387594,-123.1540874,136,16-06-12
2580640,16-121824,0,Dr Janet Thom Inc ,,Issued,16-02-01 12:25,16-12-31 0:00,Health Services,Dentist,,,2029,W 42ND AV,Vancouver,BC,CAN,V6M 2B4,17-Kerrisdale,6,49.23381955,-123.1526993,176,16-06-12
2580824,16-122008,0,Dr M Frankel Inc ,Kerrisdale Station Medical Clinic ,Issued,15-12-22 15:42,16-12-31 0:00,Health Services,Health Care Facility,,,2077,W 42ND AV,Vancouver,BC,CAN,V6M 2B4,17-Kerrisdale,8,49.23387594,-123.1540874,136,16-06-12
2601935,16-143098,0,London Drugs Limited ,London Drugs #10 ,Issued,15-12-08 11:51,16-12-31 0:00,Retail Dealer - Food,,,,2091,W 42ND AV,Vancouver,BC,CAN,V6M 2B4,17-Kerrisdale,0,49.23387594,-123.1540874,308,16-06-12
2566359,16-107549,0,ZSG Enterprises Ltd ,,Issued,16-03-08 9:37,16-12-31 0:00,Contractor,Building,,,2088,W 42ND AV,Vancouver,BC,CAN,V6M 2B3,17-Kerrisdale,1,49.23331456,-123.1542306,205,16-06-12
2578543,16-119728,0,The French Room Art De Coiffures Ltd ,,Issued,16-01-06 12:15,16-12-31 0:00,Health and Beauty,Beauty Salon,,,2033,W 42nd av,Vancouver,BC,CAN,V6M 2B3,17-Kerrisdale,0,49.23381955,-123.1526993,250,16-06-12
2579930,16-121114,0,Dr David Stanger ,,Issued,15-12-29 14:27,16-12-31 0:00,Health Services,Dentist,230,Unit,2025,W 42ND AV,Vancouver,BC,CAN,V6M 2B3,17-Kerrisdale,3,49.23381955,-123.1526993,136,16-06-12
2596436,16-137610,0,Kmax Consulting Ltd ,R.E.D. Consulting ,Gone Out of Business,,,Personal Services,Info/Research Service,102,Unit,1010,W 42ND AV,Vancouver,BC,CAN,V6M 2A8,18-Oakridge,0,49.23255153,-123.1285869,,16-06-12
2598569,16-139740,0,(Seongjin Kim),Kerrisdale Shipdepot ,Issued,15-12-14 14:42,16-12-31 0:00,Postal Rental Agency,,,,2498,W 41ST AV,Vancouver,BC,CAN,V6M 2A7 ,17-Kerrisdale,0,49.23440102,-123.1623359,136,16-06-12
2570024,16-111211,0,Lynne Hughes ,,Issued,16-01-19 14:49,16-12-31 0:00,Cosmetologist,Hair Stylist/Hairdresser,,,2430,W 41ST AV,Vancouver,BC,CAN,V6M 2A7,17-Kerrisdale,1,49.23439404,-123.1617696,158,16-06-12
2578698,16-119883,0,Bernie Beauty Salon Ltd ,,Issued,15-11-10 0:14,16-12-31 0:00,Health and Beauty,Beauty Salon,,,2418,W 41ST AV,Vancouver,BC,CAN,V6M 2A7,17-Kerrisdale,3,49.23439404,-123.1617696,250,16-06-12
2579146,16-120331,0,Kits Beauty Spa Inc ,,Issued,16-01-06 16:46,16-12-31 0:00,Health and Beauty,Beauty and Wellness Centre,,,2486,W 41st Av,Vancouver,BC,CAN,V6M 2A7,17-Kerrisdale,3,49.23440102,-123.1623359,678,16-06-12
2580345,16-121529,0,(Giddon Frame),Aam & L Anti-Aging Medical & Laser Clinic ,Issued,15-11-12 15:33,16-12-31 0:00,Health Services,Other,,,2482,W 41ST AV,Vancouver,BC,CAN,V6M 2A7,17-Kerrisdale,7,49.23440102,-123.1623359,136,16-06-12
2580699,16-121883,0,Dr Jack G Wong Inc ,Larch Dental Center ,Issued,15-12-23 18:03,16-12-31 0:00,Health Services,Dentist,,,2488,W 41ST AV,Vancouver,BC,CAN,V6M 2A7,17-Kerrisdale,3,49.23440102,-123.1623359,136,16-06-12
2582039,16-123221,0,IVY 100 Education Inc ,,Issued,15-11-30 10:14,16-12-31 0:00,Instruction,Other,201,Unit,2445,W 41ST AV,Vancouver,BC,CAN,V6M 2A5,11-Arbutus Ridge,3,49.23493246,-123.1619710,136,16-06-12
2582113,16-123295,0,(Maria Ho),123 Math And Chess ,Issued,15-11-27 10:42,16-12-31 0:00,Instruction,Computer Instruction,201,Unit,2445,W 41ST AV,Vancouver,BC,CAN,V6M 2A5,11-Arbutus Ridge,3,49.23493246,-123.1619710,136,16-06-12
2681750,16-206197,0,Kung Fu Foot Reflexology Ltd ,,Pending,,,Health and Beauty,Health Enhancement Centre,,,2441,W 41ST AV,Vancouver,BC,CAN,V6M 2A5,11-Arbutus Ridge,4,49.23493246,-123.1619710,136,16-06-12
2580218,16-121402,0,Dr Abbas Tejani Inc ,,Issued,15-12-07 11:58,16-12-31 0:00,Health Services,Dentist,,,2354,W 41st Av,Vancouver,BC,CAN,V6M 2A4,17-Kerrisdale,0,49.23437963,-123.1607391,136,16-06-12
2590386,16-131565,0,Teya France (Teya France),Teya France Office Services ,Issued,15-12-08 16:45,16-12-31 0:00,Office,Secretarial Services,,,2368,W 41ST AV,Vancouver,BC,CAN,V6M 2A4,17-Kerrisdale,0,49.23438168,-123.1608778,136,16-06-12
