PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
12417;"Mercado municipal de San Antón";"Al mercado de San Antón se va a hacer la compra y a buscar la felicidad, y la felicidad puede encontrarse entre las escamas de un besugo, en el interior de una saca de lentejas o en un mostrador con quince tipos de foie de pato. El mercado, situado en el corazón del barrio de Chueca, a cuatro pasos de la Gran Vía, no sólo se ha reinventado conceptualmente sino también en el plano físico. En 2011 se inauguró el nuevo edificio, lleno de luz y de aire, y se puso en práctica una idea distinta del comercio minorista de alimentación. Hoy en día, el mercado de San Antón consta de tres plantas y la actividad nunca cesa. En su apuesta por la gastronomía gourmet, combinada con el abastecimiento de frescos esenciales, hay lugar para la cultura -conciertos y exposiciones-, el ocio -tascas y restaurantes- y la contemplación, pues el mercado es también una gran plaza con un enorme patio central y su bóveda acristalada.";"Planta baja. Supermercado: de lunes a sábado de 10 a 22 horas, pudiendo abrir los domingos autorizados por la autoridad competente.  Planta 1&amp;ordf;. Mercado: de lunes a sábado de 10 a 22 horas.  Planta 2&amp;ordf;. Tapeo y comida rápida: de lunes a domingo de 10 a 24 horas.   Planta 3&amp;ordf;. Restauración:    Domingo a jueves de 10 a 24 h.  Viernes y sábado de 10 a 1:30 h. de la madrugada.";"Zona Wifi";"Metro: Chueca (línea 5), Banco de España (línea 2), Gran Vía (línea 1 y 5).  Bus: 1, 2, 3, 40, 46, 74, 146, 149, 202.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e26972081661c010VgnVCM1000000b205a0aRCRD";"AUGUSTO FIGUEROA";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440825";"4474835";"40.422042629795236";"-3.697565301846024";"913 300 730";"";"info@mercadosananton.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12450;"Mercado municipal de San Cristóbal";"En la primavera de 2023, gracias a la colaboración entre el Ayuntamiento de Madrid, a través de la Dirección General de Comercio y Hostelería, CESAL y la Asociación de Comerciantes del Mercado de San Cristóbal, abriremos el  primer mercado escuela de Madrid, un  nuevo concepto sociocultural y gastronómico, unido al mercado tradicional en un equipamiento singular.  El mercado está situado a los pies del complejo financiero de las Cuatro Torres, al otro lado de la Castellana y entre las hileras de casas de la Colonia de San Cristóbal, conocido en su día como &amp;ldquo;Las ochocientas&amp;rdquo;.  Hemos realizado los estudios para la remodelación y determinado los valores diferenciales del mercado. Todo esto, apoyados en la cultura local e historia del tradicional mercado de San Cristobal y con la vista puesta en un proyecto sostenible y social.  ?&amp;iquest;Quieres conocer más sobre este súper proyecto?  Síguenos aquí   (enlace:  https://www.instagram.com/mercadoescuelasancristobal/)";"Invierno:  De lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábado de 8 a 14:30 horas.    Verano (junio a septiembre, ambos inclusive):  De lunes a viernes de 8:30 a 14 y de 17:30 a 20:30 horas. Sábado de 8:30 a 14 horas.";"";"Metro: Begoña (línea 10).  Bus: 66, 67, 124, 134, 135, 173, 174, 176, 178, 229, C.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=398972081661c010VgnVCM1000000b205a0aRCRD";"CONDE DE TORRALBA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28046";"6";"CASTILLA";"5";"CHAMARTIN";"442053";"4481294";"40.47843331496172";"-3.6849469591835438";"913151892";"";"mercadosancristobal@gmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12420;"Mercado municipal de San Enrique";"En el mercado de San Enrique, al lado de Bravo Murillo y entre Estrecho y Tetuán, lo natural es llenar la cesta de la compra con productos frescos, y hacerlo a precios interesantes. El mercado, que se inauguró en 1965, renovó su imagen exterior en 2008, y también sus instalaciones. El resultado es una plaza de abastos cómoda, funcional, en la que los vecinos encontrarán las ventajas del comercio minorista tradicional -cercanía, experiencia y consejo tras los mostradores de las carnicerías, pescaderías, fruterías, pollerías y charcuterías- combinadas con las exigencias de los nuevos tiempos: accesos diáfanos, buena iluminación, y la baza de un amplio supermercado para completar la oferta. Además, el mercado cuenta con locales reservados para oficinas y con tiendas exteriores -desde una peluquería a una empresa de traducciones juradas, pasando por un taller de costura- que dinamizan la calle de San Enrique y la convierten en una referencia del pequeño comercio en la zona.";"Invierno:  De lunes a viernes: de 9 a 20 horas. Sábados: de 9 a 15 horas.    Verano:  De lunes a viernes: de 9 a 20:30 horas. Sábados: de 9 a 15 horas.    Supermercado Mercadona:  De lunes a sábados: de 9:15 a 21:15 horas";"";"Metro: Estrecho (línea 1)  Bus: 3, 64, 66, 124, 126, 128";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fa972081661c010VgnVCM1000000b205a0aRCRD";"SAN ENRIQUE";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"440716";"4478818";"40.456033970000796";"-3.7004877796909534";"915 720 467";"";"utemercado.sanenrique@yahoo.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12416;"Mercado municipal de San Fernando (Embajadores)";"El mercado de San Fernando es un lugar de paso y también un sitio para perderse, ya sea mirando al techo, cruzado de fluorescentes, ya sea abismándose en los mostradores de sus verdulerías y carnicerías, entre los pliegues de un pollo de corral o tras las aletas de un pez espada. Es una ciudad -o un pueblo de cualquier parte- metida en una plaza de abastos con los techos altísimos y rematados en una claraboya. El edificio, remozado y accesible, conserva la solemne fachada de 1944 y su escalinata de piedra con aires de Palacio de Justicia (hay otro acceso al nivel de la calle). Durante los fines de semana, San Fernando se llena de gente, de actividad cultural y de diversidad. Entre semana vuelve la calma y los puestos del mercado tradicional despliegan sus encantos.";"Lunes: de 9 a 14:15 y de 17 a 20 horas.  Martes a jueves: de 9 a 21 horas  Viernes y sábado: de 9 a 23 horas  Domingo: de 11 a 17 horas, solo ocio y restauración.";"Dispone de wifi gratuita.";"Metro: Embajadores (línea 3) , Lavapies (línea 3)  Bus: 27, 34 , 36, 41, 60, 78, 116, 119, 148 , C1, M1.  Renfe: Embajadores.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9466e1635561c010VgnVCM1000000b205a0aRCRD";"EMBAJADORES";"CALLE";"V";"41";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"440274";"4473236";"40.407598710636066";"-3.7039098865773954";"915 272 512";"";"gerencia@mercadodesanfernando.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12396;"Mercado municipal de San Isidro";"A pocos metros de la calle General Ricardos, vibrante arteria comercial, se encuentra este mercado de tamaño medio que hunde sus raíces en la mitad del siglo pasado. Ocupa el solar donde en su día se instalaban los puestos callejeros, y es un mercado nuevo y antiguo a la vez. Después de una remodelación exhaustiva, el mercado se ha aclimatado a los nuevos tiempos con una oferta que combina los frescos esenciales -carnes, frutas, verduras y pescado- con los ultramarinos y una cierta especialización que apunta, en algunos casos, hacia la tienda gourmet. Además, cuenta con una mediana superficie, dos bares y servicios como mercería, cuchillería y arreglos de costura y bisutería. Los accesos son cómodos y resulta fácil moverse por las calles del mercado.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano:  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.      Supermercados Hiber S.A.:  De lunes a sábado: de 9 a 21 horas. Festivos: de 9:30 a 14:30 horas.";"";"Metro: Urgel (línea 5)  Bus: 34, 35, 118, 119";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5d972081661c010VgnVCM1000000b205a0aRCRD";"SAN PATRICIO";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"438448";"4471494";"40.39177425768858";"-3.7252453825412246";"914 715 309";"";"mercado.sanisidro@gmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12410;"Mercado municipal de San Pascual";"El mercado abastece desde hace más de medio siglo los hogares del barrio de San Pascual y de La Concepción -podría decirse que es un mercado entre dos barrios- y es una buena opción para los empleados de las oficinas cercanas. La venta de frescos -carne y pescado, pollo y mariscos, fruta y verdura- se alterna con los negocios de ultramarinos en el interior, y los locales exteriores se dedican a la restauración y a servicios variados: droguería, ropa y calzado infantil, moda femenina, tienda gourmet y farmacia. En 2014 experimentó una remodelación integral, se facilitaron los accesos y se instaló un supermercado cuya oferta complementa la de los puestos tradicionales. La vida y el pulso del barrio de San Pascual se manifiestan también en actividades que trascienden lo meramente comercial, como ferias de artesanía, desfiles de modelos, rutas gastronómicas o concursos de dibujo infantil.";"Invierno   De lunes a viernes: de 9 a 14 y de 17 a 20 horas   Sábados: de 9 a 14 horas     Verano   De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas   Sábados: de 9 a 14 horas";"";"Metro: Barrio de la Concepción (línea 7)  Bus: 21, 48, 146";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=412a72081661c010VgnVCM1000000b205a0aRCRD";"VIRGEN DEL VAL";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444671";"4476814";"40.43826322016393";"-3.6536591990125484";"910 51 17 26";"";"mdo.sanpascual@gmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12439;"Mercado municipal de Santa Eugenia";"El barrio de Santa Eugenia vive dentro de este mercado, donde las calles son verdaderas calles, anchas y con bancos de madera en la mediana, y donde hay, desde 1973, sitio para todo y para todos. Ocupa un edificio moderno, funcional y luminoso y se asoma a un parque, uno de los muchos que hacen de Santa Eugenia &amp;ldquo;una ciudad alfombrada de verde&amp;rdquo;. Los puestos de mercado tradicional cubren, desde la experiencia y la proximidad, las necesidades básicas de los hogares de la zona en lo que hace a la alimentación: pescaderías y carnicerías, panaderías, bollerías, fruterías. En armónica convivencia, los bares y cafeterías bullen de actividad, y los negocios especializados se ocupan del resto: un estudio de diseño o un taller de reparación de calzado, peluquerías o mercerías, tiendas de ropa o, incluso, una escuela de idiomas. Entre tanto, entre compra y compra, en el mercado de Santa Eugenia se puede ver una exposición de artesanía, asistir a la presentación de un libro o aprender a cocinar una paella de marisco.  Además el mercado dispone de 40 plazas de aparcamiento para hacerte más fácil tus compras";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas    Verano (junio a septiembre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas";"";"Bus:   EMT: 58, 63, 145  Líneas Verdes: 312, 312A, 331, 332, 333, 334, 336, 337, 339, 341, 351, 352, 353    Renfe: Santa Eugenia  Metro: Línea 1 Villa de Vallecas";"Si estás interesado ponte en contacto con:   Correo electrónico: administracion@mercado-santaeugenia.es y gerencia@mercado-santaeugenia.es    Dirección: C/ Virgen de las Viñas, 16  Más información sobre el mercado     Facebook:  https://www.facebook.com/mercadodesanteugenia/   Instagram: https://www.instagram.com/mercadosantaeugenia/   Twitter : https://twitter.com/MSantaEugenia";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=974a72081661c010VgnVCM1000000b205a0aRCRD";"VIRGEN DE LAS VIÑAS";"CALLE";"NUM";"16";"";"";"";"";"MADRID";"MADRID";"28031";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448484";"4470238";"40.38113023262807";"-3.6069142380412744";"";"";"administracion@mercado-santaeugenia.es";"/contenido/entidadesYorganismos/Comercios/Mercados"
12399;"Mercado municipal de Santa María de la Cabeza";"Casi ochenta años después de su inauguración, el mercado de Santa María de la Cabeza sigue siendo nuevo. Esto se explica por su apariencia renovada, después de obras de rehabilitación que han respetado la fachada original y sus aires art-decó y, sobre todo, por la vitalidad que se respira en el mercado. Hay mucho donde elegir, en muchos puestos distintos, que se reparten en una primera planta donde sólo hay comercio minorista y una segunda donde se combina la oferta de puestos tradicionales -sobre todo, fruterías y verdulerías- con la de un supermercado de tamaño medio. La ubicación del mercado, en el número 41 del Paseo de Santa María de la Cabeza y muy cerca de Embajadores, lo convierte en un remolino de personas y de acontecimientos. Siempre pasa algo, entre sus hileras de puestos o en el vestíbulo: un zancudo que ofrece una degustación de kakis, niños que hacen figuritas para el belén del mercado o vecinos que inmortalizan rincones para un concurso de fotografía.";"Invierno  De lunes a viernes de 9 a 14 y de 17 a 20 horas Sábado de 9 a 14 horas  Verano (de mayo a octubre, ambos inclusive)  De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas Sábado de 9 a 14 horas";"Dispone de wifi gratuita.";"Metro: Palos de la Frontera (línea 3). Bus: 6, 8, 19, 27, 45, 47, 55, 59, 60, 78, 85, 86, 148, 247.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed6a72081661c010VgnVCM1000000b205a0aRCRD";"SANTA MARIA DE LA CABEZA";"PASEO";"V";"41";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE MOGUER";"2";"ARGANZUELA";"440832";"4472713";"40.40291810276811";"-3.6972853519882434";"915 288 015";"";"gerencia@mercadosantamariadelacabeza.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12441;"Mercado municipal de Tetuán";"El mercado de Tetuán se reinventa. En pleno proceso de remodelación -obras en la primera planta que acogerá un supermercado de medianas dimensiones, mejoramiento de los accesos y modernización de la planta baja, donde se concentrarán los puestos del mercado tradicional-. Este espacio ofrece, además de la experiencia, una ubicación idónea: situado en el cruce entre Marqués de Viana y Bravo Murillo, es un lugar desahogado en un entorno de calles pequeñas, lo cual lo convierte en el sitio perfecto para hacer la compra, ya sea a pie o en coche (parking gratuito para clientes).";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábado: de 9 a 14 horas.    Verano:  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábado: de 9 a 14 horas.";"";"Metro: Tetuan (línea 1)  Bus: 66, 124";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=349a72081661c010VgnVCM1000000b205a0aRCRD";"MARQUES DE VIANA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28039";"5";"VALDEACEDERAS";"6";"TETUAN";"440752";"4479160";"40.4609899402179";"-3.6988290271823754";"915 794 671";"";"";"/contenido/entidadesYorganismos/Comercios/Mercados"
12404;"Mercado municipal de Tirso de Molina";"Más allá de Madrid Río, o más acá, asomado a la plaza de Huarte de San Juan y a dos manzanas de la Avenida de Extremadura, el mercado de Tirso de Molina es un edificio singular donde habita un pequeño mundo de comercio. El mercado ofrece la comodidad de un recorrido en una sola planta, con veinticinco puestos especializados en alimentación y con otros servicios como un taller de reparaciones de electricidad y un colmado de alimentación ecológica. Todos los mercados incluyen entre sus pliegues alguna página de la historia local, más o menos cercana, más o menos remota, y en el mercado de Tirso de Molina el poso de la historia se manifiesta en su característica fachada de ladrillo visto, donde puede verse un escudo republicano que recuerda el año de su inauguración -1932-, y en una de las vigas del techo, partida por efectos de un obús lanzado durante la Guerra Civil. Pero en el mercado de Tirso de Molina no sólo se escribe la historia, sino que se vive cada día -fluida relación entre vecinos y comerciantes, interacción con el entorno- y de vez en cuando incluso se graba: en 2016 se rodaron algunas escenas de la película Que Dios nos perdone.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (de mayo a septiembre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.";"";"Metro: Puerta del Angel (línea 6).  Bus: 25, 31, 33, 36, 39, 65, 138.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8aba72081661c010VgnVCM1000000b205a0aRCRD";"DOÑA URRACA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28011";"2";"PUERTA DEL ANGEL";"10";"LATINA";"438399";"4473847";"40.41295729782629";"-3.7260532291020647";"914 645 235";"";"";"/contenido/entidadesYorganismos/Comercios/Mercados"
12408;"Mercado municipal de Usera";"El mercado de Usera se mueve. Los tenderos venden y los clientes compran, los productos frescos van de un lado a otro del mostrador y la gente entra y sale y, entre tanto, pasan más cosas. Lecturas poéticas -Poetas a sus puestos-, intervenciones artísticas y cuentacuentos conviven con la actividad natural de una plaza de abastos: las peras de agua bajan, el lomo de buey se mantiene y el precio del pescado fluctúa. Ubicado en plena calle Amparo Usera, junto a la boca de metro y en un entorno de gran agitación comercial, el mercado de Usera, que abrió sus puertas en 1959, es un hervidero por dentro y por fuera.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (de abril a octubre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.";"Zona Wifi";"Metro: Usera (línea 6)  Bus: 6, 47, 78, 247";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=270b72081661c010VgnVCM1000000b205a0aRCRD";"AMPARO USERA";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440056";"4470962";"40.38709779232295";"-3.706253056063665";"915 005 099";"";"ccmercadousera@outlook.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12443;"Mercado municipal de Valdezarza";"Ningún mercado es igual a otro, y mucho menos el de Valdezarza. Constituye, como el propio barrio que le da nombre, un secreto muy bien guardado incluso para muchos madrileños. Inaugurado en 1988 y concebido como lo que entonces se llamaba un centro comercial de barrio, es una galería en la que se alternan las zonas porticadas con las zonas aire libre y se puede decir, por ello, que es un mercado con vistas al cielo. Abastece, por medio de un supermercado de medianas dimensiones, a los vecinos de Valdezarza y de otros barrios colindantes como la Ciudad de los Poetas. El resto de locales, ordenados en hilera, alberga negocios variados como una carpintería, una floristería, un herbolario y dos tiendas de telefonía.";"De lunes a sábado de 9 a 21 horas.";"";"Metro: Antonio Machado, Valdezarza (línea 7).  Bus: 42, 126, 127, 132.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d2b72081661c010VgnVCM1000000b205a0aRCRD";"ANTONIO MACHADO";"CALLE";"V";"20";"";"";"";"";"MADRID";"MADRID";"28035";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"438998";"4479816";"40.46677250917085";"-3.7195786099544046";"913 737 044";"";"";"/contenido/entidadesYorganismos/Comercios/Mercados"
12403;"Mercado municipal de Vallehermoso";"En el Mercado de Vallehermoso se vende carne de Miraflores y fruta seleccionada, se forran botones y se corta sushi, se copian llaves y se escancia vermut. Se hacen cosas que parecen nuevas en un lugar que respira tradición, y se hacen cosas antiguas en un sitio que parece nuevo. La idea de orden y eficiencia, que sobrevuela el ensanche de Arapiles, se traslada a este mercado racional y practicable, que ahora cuenta con el gozoso sobresalto de nuevas fórmulas de éxito alrededor de la comida. El mercado funciona como una máquina bien engrasada: las verdulerías y las carnicerías, las pescaderías y las pollerías llenan las despensas y neveras de los vecinos y, también, alimentan los fogones de los bares y pequeños -algunos son tan pequeños como una ventanilla- restaurantes que han pasado a formar parte indispensable del paisaje con su variadísima oferta. Se puede dar la vuelta al mundo -de Vietnam al D.F., de Guayaquil a Kuala Lumpur- sin salir de un mostrador del Mercado de Vallehermoso, y se puede dar la vuelta al mercado sin salir del mundo de la comida.";"De lunes a sábado: de 9 a 23:30 horas.  Domingo: de 11 a 16:30 horas.";"";"Metro: Quevedo  (línea 2) y Canal (líneas 2 y 7)  Bus: 2, 12, 16, 37, 61, 149, 202";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c35b72081661c010VgnVCM1000000b205a0aRCRD";"VALLEHERMOSO";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28015";"2";"ARAPILES";"7";"CHAMBERI";"439904";"4476186";"40.43413801893949";"-3.7085488662890986";"914 475 467";"";"director@mercadovallehermoso.org";"/contenido/entidadesYorganismos/Comercios/Mercados"
12409;"Mercado municipal de Vicálvaro";"No hay barrio sin comercios y por eso el mercado de Vicálvaro, con su oferta de tiendas agrupadas bajo un mismo techo, hace barrio y hace Vicálvaro. El mercado, inaugurado en 1987 con un espíritu de &amp;ldquo;galería comercial de barrio&amp;rdquo; y posteriormente reformado, es un espacio moderno, funcional y luminoso con mucho que ofrecer. Cuenta con un supermercado de tamaño medio para que las familias del casco histórico de Vicálvaro llenen la despensa y la nevera -productos frescos y alimentación en general-, con una amplia oferta de tiendas especializadas - moda y complementos, equipamiento del hogar, servicios de belleza, restauración- y con otras facilidades, como una zona infantil y un aparcamiento propio.";"De lunes a sábados de 8:30 a 21 horas.";"Zona Wifi";"Metro: Vicálvaro (línea 9)";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=672d6fdb2541f010VgnVCM1000000b205a0aRCRD";"ARTILLEROS";"PASEO";"V";"31";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"";"";"40.4058062645599";"-3.6082992742182958";"913 199 252";"";"centrocomercialvicalvaro@gmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12438;"Mercado municipal de Villa de Vallecas";"Vallecas es un mundo aparte y el centro de eso mundo lo constituyen las calles del casco histórico o villa. Entre campanarios y calles empedradas, el mercado de abastos se ofrece como el lugar al que van a parar todos los caminos. El mercado, levantado en 1972 sobre un solar donde antes hubo una fábrica de yesos, se abastecía en principio de las huertas de la zona y hoy en día, después de una serie remodelaciones -la última en 2011- es un espacio accesible y luminoso que ofrece una completa selección de productos frescos junto a tiendas gourmet y otros servicios como ferretería, joyería y mercería. El mercado de la Villa de Vallecas hace -ayudado por la pujanza de sus bares- las veces de ágora o plaza pública en un barrio donde siempre pasan cosas: ferias, muestras, fiestas y actuaciones.";"Invierno  De lunes a jueves: de 9 a 14 y de 17 a 20 horas Viernes: de 9 a 14:30 y de 17 a 20 horas Sábados: de 9 a 14:30 horas    Verano (de abril a octubre, ambos inclusive)  De lunes a jueves: de 9 a 14 y de 17:30 a 20:30 horas Viernes: de 9 a 14:30 y de 17:30 a 20:30 horas. Sábados: de 9 a 14:30 horas";"Dispone de wifi gratuita.";"Metro: Villa de Vallecas (línea 1).  Bus: 54, 58, 103, 142, 143.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6cb72081661c010VgnVCM1000000b205a0aRCRD";"SIERRA VIEJA";"CALLE";"V";"61";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447035";"4469964";"40.37857107320672";"-3.623949195193401";"917 777 151";"";"mercadovillavallecas@hotmail.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
12437;"Mercado municipal de Villaverde Alto";"Medio siglo después de abrir sus puertas, el Mercado Villaverde Alto sigue vertebrando la vida comercial del barrio. Situado en el Paseo de Alberto Palacios, eje central de Villaverde, ofrece una amplia selección de productos frescos -carne, pescado, pollo y aves, frutas y verduras- que se complementa con negocios de ultramarinos, charcuterías, panaderías y bollerías. A su enclave privilegiado se une la veteranía y cercanía de sus profesionales. Además de otros servicios -joyería, relojería- cuenta con bares y cafeterías, tanto en las calles interiores como en el exterior.";"Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (de mayo a septiembre, ambos inclusive):   De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.";"";"Metro: Villaverde Alto y Cercanías.  Bus: 22, 79, 86, 130, 131.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0deb72081661c010VgnVCM1000000b205a0aRCRD";"ALBERTO PALACIOS";"PASEO";"V";"18";"";"";"";"";"MADRID";"MADRID";"28021";"";"SAN ANDRES";"";"VILLAVERDE";"439615";"4466438";"40.34630225051675";"-3.7110317703364504";"917 971 143";"";"";"/contenido/entidadesYorganismos/Comercios/Mercados"
12419;"Mercado municipal de la Cebada";"Mucha gente abre la boca cuando entra al Mercado de la Cebada, y lo hace sobre todo por dos razones: los estímulos sensoriales que suponen la multitud de puestos desplegados arriba y abajo, a izquierda y derecha, y el asombro que producen sus cúpulas de colores. Una vez dentro, los sentidos comienzan a trabajar en todas las direcciones: el mercado se huele, se oye, se palpa, se ve y se saborea. Levantado en 1868, derribado en 1956 y reconstruido dos años después, el Mercado de la Cebada no está donde está por casualidad. Ubicado sobre el solar donde se vendían cereales, y especialmente cebada, hace ya quinientos años, ahora es un mercado de abastos con una vida propia que tampoco es casualidad. Situado en la encrucijada de barrios palpitantes como El Rastro o La Latina, y a pocos minutos del kilómetro 0, es un ejemplo de cómo las nuevas fórmulas de negocio -catas de vino, degustaciones de marisco y pescado durante los fines de semana- pueden revitalizar un espacio sin renunciar a su esencia.";"Lunes a viernes: 9 a 14 y de 17:00 a 20:30 horas.  Sábados: 9 a 18 horas.  Primer domingo de cada mes: de 11 a 17 horas.";"";"Metro: La Latina (línea 5)  Bus: 17, 18, 23, 31, 35, 50, 60, 65.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a47e1635561c010VgnVCM1000000b205a0aRCRD";"CEBADA";"PLAZA";"V";"17";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439780";"4473650";"40.41129262886917";"-3.7097706603113547";"913 666 966";"";"gerentemercado@mercadodelacebada.com";"/contenido/entidadesYorganismos/Comercios/Mercados"
