HOUSE,STREET,POSTAL_CODE,PID,ZONE_CODE,LONGITUDE,LATITUDE
10265,133 St,V3T 3Y9,10519441,RF,-122.8545327,49.1892453
10269,139A St,V3T 4M1,11425890,RF,-122.8359301,49.18904814
10271,140 St,V3T 4N1,611280,RF,-122.834395,49.18907625
10275,City Parkway,V3T 4C3,24847038,CD,-122.8488159,49.18953249
10277,133 St,V3T 3Y9,10519424,RF,-122.8545285,49.18942062
10277,King George Blvd,V3T 2W6,7450761,CHI,-122.8457208,49.18946056
10279,139A St,V3T 4M1,2218607,RF,-122.8359267,49.18921518
10280,City Parkway,V3T 4C2,5199395,C-8,-122.8474063,49.1895081
10281,140 St,V3T 4N1,5549469,RF,-122.8343941,49.18925705
10284,133A St,V3T 4A2,11262354,RF,-122.8518899,49.18951511
10285,University Dr,V3T 0N1,30034035,CD,-122.8501901,49.18937254
10289,139A St,V3T 4M1,3850587,RF,-122.8359231,49.18938222
10293,140 St,V3T 4N1,5046521,RM-D,-122.834393,49.1894831
10293,King George Blvd,V3T 2W6,11341751,CD,-122.8457272,49.18973484
10294,132 St,V3T 3T7,9755080,RF,-122.8562126,49.1897624
10294,City Parkway,V3T 4C2,7362331,C-8,-122.847418,49.18967243
10299,139A St,V3T 4M1,9682198,RF,-122.8359197,49.18954953
10301,City Parkway,V3T 4C3,29572223,CD,-122.8479485,49.19008545
10304,132 St,V3T 3T9,9755055,RF,-122.8562104,49.18994609
10305,King George Blvd,V3T 2W6,2442922,CHI,-122.8457157,49.18996016
10308,133A St,V3T 4A3,12326844,RF,-122.8518871,49.19005546
10312,King George Blvd,V3T 2W5,30607264,CD,-122.8448745,49.18971054
10315,133 St,V3T 3Y9,9870989,RF,-122.8545114,49.19011801
10316,132 St,V3T 3T9,9755004,RF,-122.8562081,49.19012977
10318,Whalley Blvd,V3T 4H4,8537232,C-8,-122.8417045,49.18985465
10324,Whalley Blvd,V3T 4H4,11424184,C-8,-122.8417067,49.19028118
10326,132 St,V3T 3T9,9041419,RF,-122.8562057,49.19031336
10327,133 St,V3T 3Y9,1153030,RF,-122.854507,49.19029152
10334,132 St,V3T 3T9,9754954,RF,-122.8562034,49.19049705
10335,133 St,V3T 3Y9,9870971,RF,-122.8545028,49.19046549
10335,133A St,V3T 4A1,10632468,RF,-122.8522447,49.19046459
10336,133A St,V3T 4A3,12326674,RF,-122.8518697,49.19044998
10342,136A St,V3T 4H4,16703341,C-35,-122.8431004,49.19051622
10344,King George Blvd,V3T 2W5,6107877,CHI,-122.8450705,49.19041518
10344,Whalley Blvd,V3T 4H4,11424214,C-8,-122.8417041,49.19061084
10345,133A St,V3T 4A1,11367008,RF,-122.8522409,49.19063307
10348,King George Blvd,V3T 2W5,4576608,C-8,-122.8450584,49.1907973
10350,138A St,V3T 5Y2,26184389,CHI,-122.838832,49.19003326
10351,City Parkway,V3T 4C3,29572215,CD,-122.8479173,49.19094256
10353,133A St,V3T 4A1,11366991,RF,-122.8522371,49.19080155
10355,King George Blvd,V3T 2W6,4863917,C-8,-122.8458158,49.19054431
10363,133A St,V3T 4A1,11366974,RF,-122.8522333,49.19097003
10364,133A St,V3T 4A4,10195424,RF,-122.8518667,49.19099393
10373,133A St,V3T 4A1,11366958,RF,-122.8522295,49.19113841
10375,133 St,V3T 3Y9,4438370,RF,-122.8544855,49.19112636
10376,King George Blvd,V3T 2W5,11424010,C-8,-122.8450996,49.19118092
10383,133A St,V3T 4A1,11366931,RF,-122.8522257,49.19130689
10388,Whalley Blvd,V3T 4H4,11424150,C-15,-122.8416724,49.19095584
10392,King George Blvd,V3T 2W5,5257310,C-8,-122.8450972,49.19137558
10410,139 St,V3T 4L5,9652078,C-35,-122.8367485,49.19171142
10416,King George Blvd,V3T 2W8,25417070,CD,-122.8450674,49.19204825
10420,139 St,V3T 4L5,9651985,RF,-122.8367481,49.19190195
10430,139 St,V3T 4L5,9651951,RF,-122.8367489,49.1920761
10435,139 St,V3T 4L6,8828750,RF,-122.8372416,49.19220591
10436,132 St,V3T 3V4,8996628,RF,-122.8561642,49.19239871
10439,138A St,V3T 4L2,10245987,RF,-122.8386055,49.19222919
10440,138 St,V3T 4K3,9472584,RF,-122.8394744,49.19230681
10440,King George Blvd,V3T 2W8,9603026,CHI,-122.8450136,49.19242478
10441,King George Blvd,V3T 2W7,9351833,C-8,-122.8456263,49.19239956
10444,139 St,V3T 4L5,6155103,RF,-122.8367468,49.19230351
10445,138 St,V3T 4K4,10333363,C-8,-122.8399464,49.192422
10445,Whalley Blvd,V3T 5B1,7096976,C-8,-122.8422607,49.19228088
10447,King George Blvd,V3T 2W7,9351795,C-8,-122.8456336,49.19250707
10449,138A St,V3T 4L2,10245979,RF,-122.8386034,49.19239363
10449,King George Blvd,V3T 2W7,9351876,C-8,-122.8456448,49.19258975
10450,132 St,V3T 3V4,8040371,RF,-122.8561714,49.19259023
10450,138 St,V3T 4K3,3096670,RF,-122.8394721,49.19246999
10454,King George Blvd,V3T 2W8,9603042,CHI,-122.8450112,49.19258948
10457,138A St,V3T 4L2,10245944,RF,-122.8386014,49.19255807
10458,138 St,V3T 4K3,9472550,RF,-122.8394698,49.19263433
10458,138A St,V3T 4L3,10480781,RF,-122.8381062,49.19258641
10458,Whalley Blvd,V3T 4H5,1016768,C-8,-122.8419221,49.19268665
10460,139 St,V3T 4L5,23859768,PA-2,-122.8362284,49.19270757
10463,139 St,V3T 4L6,11310472,RF,-122.8372365,49.19258957
10465,138A St,V3T 4L2,2884992,RF,-122.8385993,49.19272251
10468,138 St,V3T 4K3,9472541,RF,-122.8394674,49.19279877
10468,Whalley Blvd,V3T 4H5,6024084,C-8,-122.8420177,49.19295232
10470,King George Blvd,V3T 2W9,9683241,CHI,-122.845058,49.19289827
10474,132 St,V3T 3V4,10574212,RF,-122.8562393,49.19283328
10475,138 St,V3T 4K4,6128254,C-8,-122.8399282,49.19297574
10475,138A St,V3T 4L2,10245936,RF,-122.8385974,49.19288694
10476,138 St,V3T 4K3,682292,RF,-122.8394651,49.19296321
10476,138A St,V3T 4L3,10480765,RF,-122.8381031,49.19286042
10477,139 St,V3T 4L6,10480749,RF,-122.8372318,49.19288931
10480,Whalley Blvd,V3T 4H5,1702998,C-8,-122.8421573,49.19317713
10485,138A St,V3T 4L2,2150204,RF,-122.8385954,49.19305138
10486,138 St,V3T 4K3,9103015,RF,-122.8394628,49.19312764
10490,138A St,V3T 4L3,8987530,RF,-122.8380996,49.19313442
10491,135A St,V3T 4C9,10048847,C-15,-122.8470771,49.19324892
10492,City Parkway,V3T 4C5,10048863,C-15,-122.8479611,49.19330555
10493,City Parkway,V3T 4C6,4566432,RF,-122.8484013,49.19330419
10495,138A St,V3T 4L2,3142426,RF,-122.8385933,49.19321582
10495,139 St,V3T 4L6,8987564,RF,-122.837231,49.19313344
10496,138 St,V3T 4K3,1310046,RF,-122.8394605,49.19329325
10498,King George Blvd,V3T 2W9,1898621,CHI,-122.8450011,49.19327735
10500,City Parkway,V3T 4C5,10040609,C-8,-122.8480131,49.19346351
10500,University Dr,V3T 4B2,10049002,RF,-122.8506223,49.19348773
10501,138A St,V3T 4L2,10245910,RF,-122.8385913,49.19338025
10501,City Parkway,V3T 4C6,10048880,RF,-122.8483989,49.1934684
10501,King George Blvd,V3T 2X1,5433169,C-8,-122.8456719,49.19328869
10504,138 St,V3T 4K5,9472525,RF,-122.839458,49.19345768
10505,139 St,V3T 4L6,10459014,RF,-122.837231,49.19340475
10505,King George Blvd,V3T 2X1,9351949,CHI,-122.8456637,49.1934541
10507,King George Blvd,V3T 2X1,9351973,CHI,-122.845619,49.19357008
10508,138A St,V3T 4L3,8578915,RF,-122.8380982,49.19339259
10509,138A St,V3T 4L2,10245901,RF,-122.8385892,49.19354469
10510,City Parkway,V3T 4C5,10040587,C-8,-122.8479527,49.19363805
10512,138 St,V3T 4K5,9472517,RF,-122.8394558,49.19362086
10514,138A St,V3T 4L3,7527195,RF,-122.8380929,49.19364788
10515,138 St,V3T 4K6,1068903,RF,-122.8399504,49.19370729
10515,138A St,V3T 4L2,10245847,RF,-122.8385872,49.19370922
10515,139 St,V3T 4L6,10405739,RF,-122.8372287,49.19364448
10517,137 St,V3T 4H6,10188924,RF,-122.842671,49.19373456
10518,134A St,V3T 4B9,10048901,RF,-122.8492747,49.193808
10518,City Parkway,V3T 4C5,7087047,C-8,-122.847956,49.19380582
10519,135A St,V3T 4C9,1678108,C-8,-122.8471281,49.193787
10519,King George Blvd,V3T 2X1,9352007,CHI,-122.8456324,49.19378194
10520,132 St,V3T 3V6,5877458,RM-45,-122.8561256,49.19390618
10520,138 St,V3T 4K5,9472495,RF,-122.8394535,49.19378529
10524,King George Blvd,V3T 2X2,23201312,C-15,-122.8449786,49.19378674
10525,135A St,V3T 4C9,1678094,C-8,-122.8471276,49.19395728
10525,138A St,V3T 4L2,10245812,RF,-122.8385851,49.19387365
10525,139 St,V3T 4L6,2311500,RF,-122.8371648,49.19382748
10526,138A St,V3T 4L3,9320369,RF,-122.8380901,49.19385343
10527,138 St,V3T 4K6,9686657,RF,-122.8399466,49.19392371
10528,134A St,V3T 4B9,10048928,RF,-122.8492723,49.19397235
10528,City Parkway,V3T 4C5,7087594,C-8,-122.8479405,49.19397122
10528,University Dr,V3T 4B9,5084407,RF,-122.8506209,49.19398625
10530,138 St,V3T 4K5,9472479,RF,-122.8394512,49.19394964
10531,140 St,V3T 4N6,11310758,RF,-122.8344259,49.19393984
10533,King George Blvd,V3T 2X1,4513045,C-8,-122.8456038,49.19389197
10534,139 St,V3T 4L5,11310570,RF,-122.8367317,49.193948
10535,135A St,V3T 4C9,10040510,C-8,-122.8470954,49.19412239
10535,138 St,V3T 4K6,9686622,RF,-122.8399446,49.19407682
10535,138A St,V3T 4L2,10245804,RF,-122.8385831,49.19403809
10536,City Parkway,V3T 4C5,10040579,C-8,-122.8480031,49.19413262
10537,134A St,V3T 4C1,1743627,RF,-122.8497024,49.19414733
10539,139 St,V3T 4L6,10330038,RF,-122.8371699,49.19405325
10540,138 St,V3T 4K5,9472444,RF,-122.8394489,49.19411408
10541,King George Blvd,V3T 2X1,9352147,CHI,-122.8455962,49.19419289
10542,138A St,V3T 4L3,1319272,RF,-122.8380817,49.1940255
10542,King George Blvd,V3T 2X2,5703441,CHI,-122.8449877,49.19418298
10558,139 St,V3T 4L5,30958512,CD,-122.8367267,49.19449619
10559,139 St,V3T 4L6,5127947,RM-D,-122.8372101,49.19450111
10560,132 St,V3T 3V7,3283461,RF,-122.8562003,49.19465372
10561,138A St,V3T 4L2,818330,RF,-122.8385769,49.1945314
10562,132A St,V3T 3X7,10168028,RF,-122.8548822,49.1946392
10562,138A St,V3T 4L3,5127912,RM-D,-122.8380894,49.19452297
10562,Whalley Blvd,V3T 4H7,1452045,RF,-122.8421675,49.19460274
10563,133 St,V3T 3Z2,2292611,RF,-122.8540562,49.19463509
10563,Whalley Blvd,V3T 4H8,9704400,RF,-122.8426627,49.19460854
10564,137A St,V3T 4J6,9704485,RF,-122.8408049,49.1945896
10565,King George Blvd,V3T 2X5,562050,CHI,-122.8456525,49.19463212
10566,138 St,V3T 4K5,929859,RF,-122.8394418,49.19460729
10570,132 St,V3T 3V7,10167846,RF,-122.856211,49.19481808
10571,132A St,V3T 3X8,10167854,RF,-122.8553785,49.19481325
10571,133 St,V3T 3Z2,10168036,RF,-122.8540572,49.19480762
10571,138A St,V3T 4L2,5294011,RF,-122.838575,49.19469584
10572,132A St,V3T 3X7,10168001,RF,-122.8548832,49.19481182
10572,Whalley Blvd,V3T 4H7,2366631,RF,-122.8421653,49.19478354
10574,137A St,V3T 4J6,9704442,RF,-122.8408027,49.19477032
10574,138A St,V3T 4L3,10264230,RM-D,-122.8380858,49.19474702
10575,137A St,V3T 4J7,1568507,RF,-122.8412981,49.19477641
10575,138 St,V3T 4K7,9704604,RF,-122.8399354,49.19476325
10575,139 St,V3T 4L6,8120358,RF,-122.8372181,49.19477495
10575,Whalley Blvd,V3T 4H8,9704434,RF,-122.8426601,49.19478926
10576,138 St,V3T 4K5,5574536,RF,-122.8394395,49.19477173
10577,138A St,V3T 4L2,10245766,RF,-122.838573,49.19486028
10578,132A St,V3T 3X7,10167994,RF,-122.8548843,49.19498444
10579,133 St,V3T 3Z2,949299,RF,-122.8540583,49.19498025
10579,King George Blvd,V3T 2X5,11088486,C-8,-122.8456404,49.19480248
10580,132 St,V3T 3V7,4269829,RF,-122.8562066,49.19500473
10581,132A St,V3T 3X8,4439171,RF,-122.8553795,49.19498597
10584,137A St,V3T 4J6,9753613,RF,-122.8408002,49.19493331
10584,138 St,V3T 4K5,7723130,RF,-122.8394371,49.19493616
10584,138A St,V3T 4L3,7977590,RM-D,-122.8380739,49.19501348
10584,Whalley Blvd,V3T 4H7,2296071,RF,-122.842163,49.19494654
10585,137A St,V3T 4J7,9753133,RF,-122.8412957,49.19493661
10585,138 St,V3T 4K7,9753559,RF,-122.8399331,49.19492337
10585,King George Blvd,V3T 2X5,9726004,CHI,-122.8456476,49.19496539
10585,Whalley Blvd,V3T 4H8,9752951,RF,-122.8426575,49.19495225
10587,133 St,V3T 3Z2,4595921,RF,-122.8540593,49.19515287
10587,138A St,V3T 4L2,10246045,RF,-122.8385703,49.19506996
10590,132 St,V3T 3V7,10167811,RF,-122.8562062,49.19518895
10591,132A St,V3T 3X8,9291865,RF,-122.8553806,49.19515859
10591,133 St,V3T 3Z2,7567171,RF,-122.8540605,49.19532549
10592,132A St,V3T 3X7,10167986,RF,-122.8548853,49.19515715
10592,137A St,V3T 4J6,9753605,RF,-122.8407978,49.19508398
10592,Whalley Blvd,V3T 4H7,2588561,RF,-122.84216,49.19510139
10593,138 St,V3T 4K7,9753567,RF,-122.8399309,49.19507404
10593,139 St,V3T 4L6,658758,RF,-122.8372157,49.19504914
10593,Whalley Blvd,V3T 4H8,9752978,RF,-122.8426552,49.19510292
10594,138 St,V3T 4K5,9472380,RF,-122.8394346,49.19511004
10595,137A St,V3T 4J7,9753168,RF,-122.8412933,49.19508728
10595,King George Blvd,V3T 2X5,9725989,CD,-122.8456434,49.19507072
10596,139 St,V3T 4L5,30958504,CD,-122.8367216,49.19504447
10598,132 St,V3T 3V7,5604877,RF,-122.8562133,49.19533502
10598,132A St,V3T 3X7,10167978,RF,-122.8548865,49.19532978
10599,132A St,V3T 3X8,10167889,RF,-122.8553816,49.19533121
10600,137A St,V3T 4J6,9753591,RF,-122.8407953,49.19523465
10600,Whalley Blvd,V3T 4H7,9752935,RF,-122.8421579,49.19524788
10601,137A St,V3T 4J7,9752901,RF,-122.8412909,49.19523804
10601,138 St,V3T 4K7,2725444,RF,-122.8399206,49.19522587
10601,Whalley Blvd,V3T 4H8,9752986,RF,-122.842653,49.19525359
10604,138 St,V3T 4K5,8454574,RF,-122.8394322,49.19528572
10604,138A St,V3T 4L3,8919071,RF,-122.8380724,49.19527903
10605,138A St,V3T 4L2,8454612,RF,-122.8385676,49.19528576
10605,139 St,V3T 4L8,6286216,RF,-122.8372138,49.19527915
10605,City Parkway,V3T 4C8,3658490,C-8,-122.8484326,49.19555911
10606,132 St,V3T 3V8,10167790,RF,-122.856209,49.19551315
10607,132A St,V3T 3X8,10167897,RF,-122.8553826,49.19550383
10607,King George Blvd,V3T 2X6,9723391,CHI,-122.8456266,49.19538716
10608,132A St,V3T 3X7,10167951,RF,-122.8548876,49.1955024
10608,137A St,V3T 4J6,9753583,RF,-122.8407929,49.19538703
10608,Whalley Blvd,V3T 4H7,9752919,RF,-122.8421554,49.19540151
10609,137A St,V3T 4J7,1551477,RF,-122.8412883,49.1953906
10609,138 St,V3T 4K7,9753575,RF,-122.839926,49.19537601
10611,Whalley Blvd,V3T 4H8,9753125,RF,-122.8426507,49.1954075
10612,138 St,V3T 4K5,774774,RF,-122.8394297,49.19545438
10612,139 St,V3T 4L7,11437642,RF,-122.8367178,49.19543838
10614,135A St,V3T 4E2,9362355,CHI,-122.8464551,49.19553337
10617,132A St,V3T 3X8,10167901,RF,-122.8553836,49.19567646
10617,138A St,V3T 4L2,510963,RF,-122.8385655,49.19545631
10618,132A St,V3T 3X7,4588495,RF,-122.8548886,49.19567502
10618,137A St,V3T 4J6,4192958,RF,-122.8407899,49.19556793
10619,137A St,V3T 4J7,9767134,RF,-122.8412854,49.19557168
10619,138 St,V3T 4K7,9767126,RF,-122.8399229,49.19555583
10619,139 St,V3T 4L8,6336680,RF,-122.8372116,49.19561873
10619,Whalley Blvd,V3T 4H8,9767151,RF,-122.8426479,49.19559001
10620,132 St,V3T 3V8,10167773,RF,-122.8562156,49.19567273
10620,138A St,V3T 4L3,3018369,RF,-122.8380682,49.19561528
10622,138 St,V3T 4K5,2809354,RF,-122.8394269,49.19561882
10623,133 St,V3T 3Z2,8768056,RF,-122.8540615,49.19549802
10625,King George Blvd,V3T 2X6,8614636,C-8,-122.8456449,49.1955939
10626,Whalley Blvd,V3T 4H7,27178960,CD,-122.8421462,49.19573066
10627,132A St,V3T 3X8,4067584,RF,-122.8553846,49.19584908
10627,138A St,V3T 4L2,1678981,RF,-122.8385636,49.19562075
10628,132A St,V3T 3X7,10167927,RF,-122.8548898,49.19584764
10628,137A St,V3T 4J6,9767231,RF,-122.8407872,49.19574756
10628,138A St,V3T 4L3,5596793,RF,-122.8380662,49.19578214
10629,133 St,V3T 3Z2,10168044,RF,-122.8540626,49.19567065
10629,137A St,V3T 4J7,9767266,RF,-122.8412827,49.1957514
10629,138 St,V3T 4K7,7613172,RF,-122.83992,49.19573528
10629,Whalley Blvd,V3T 4H8,9767371,RF,-122.8426453,49.19576992
10630,132 St,V3T 3V8,2473593,RF,-122.8562113,49.19585443
10630,138 St,V3T 4K5,2880865,RF,-122.8394242,49.19578316
10631,139 St,V3T 4L8,5596840,RF,-122.8372098,49.19578317
10633,133 St,V3T 3Z2,10168079,RF,-122.8540636,49.19584327
10635,140 St,V3T 4N7,17386829,RF,-122.8343606,49.19575199
10636,132 St,V3T 3V8,2761742,RF,-122.8562145,49.19605341
10636,137A St,V3T 4J6,6568874,RF,-122.8407848,49.19589913
10637,132A St,V3T 3X8,3276783,RF,-122.8553856,49.19605165
10637,137A St,V3T 4J7,9767282,RF,-122.8412802,49.19590297
10637,138 St,V3T 4K7,9723587,RF,-122.8399176,49.19588677
10637,Whalley Blvd,V3T 4H8,9767401,RF,-122.8426429,49.19592158
10638,132A St,V3T 3X7,3999696,RF,-122.854891,49.19604986
10638,138A St,V3T 4L3,15661067,RF,-122.8380643,49.19594541
10640,138 St,V3T 4K5,439371,RF,-122.8394216,49.1959476
10641,133 St,V3T 3Z2,10167749,RM-D,-122.8540188,49.19603949
10641,139 St,V3T 4L8,15661083,RF,-122.8372081,49.19594761
10643,138A St,V3T 4L2,3514994,RF,-122.8385617,49.1957851
10644,137A St,V3T 4J6,8767432,RF,-122.8407825,49.19605061
10644,City Parkway,V3T 4C7,9723188,CHI,-122.8479925,49.19608959
10644,Whalley Blvd,V3T 4H7,9767347,RF,-122.8421453,49.1960668
10645,137A St,V3T 4J7,9767312,RF,-122.841278,49.19605445
10645,138 St,V3T 4K7,9723617,RF,-122.8399152,49.19603834
10645,140 St,V3T 4N7,539040,RF,-122.8343637,49.19603069
10645,Whalley Blvd,V3T 4H8,9767444,RF,-122.8426406,49.19607306
10648,138A St,V3T 4L3,546348,RF,-122.8380621,49.19611129
10649,138A St,V3T 4L2,439398,RF,-122.8385596,49.19594944
10650,138 St,V3T 4K5,2217236,RF,-122.8394189,49.19611194
10650,King George Blvd,V3T 2X3,19180438,C-8,-122.8449318,49.19607589
10651,139 St,V3T 4L8,842923,RF,-122.8372063,49.19611205
10652,137A St,V3T 4J6,9864938,RF,-122.8407801,49.19620218
10652,City Parkway,V3T 4C7,9723153,CHI,-122.8479915,49.19621863
10653,137A St,V3T 4J7,9905847,RF,-122.8412757,49.19620602
10653,138 St,V3T 4K7,1843711,RF,-122.8399128,49.19618991
10653,138A St,V3T 4L2,2246538,RF,-122.8385577,49.19611388
10653,King George Blvd,V3T 2X6,10166505,CHI,-122.8456269,49.19609933
10654,Whalley Blvd,V3T 4H7,9905880,RF,-122.842143,49.19621828
10656,138A St,V3T 4L3,1665570,RF,-122.8380602,49.19627455
10657,135A St,V3T 4E3,9723331,CHI,-122.8469517,49.19622865
10658,138 St,V3T 4K5,781495,RF,-122.8394161,49.19627638
10659,139 St,V3T 4L8,1665596,RF,-122.8372045,49.19627649
10659,140 St,V3T 4N7,1478419,RF,-122.8343629,49.19622292
10660,132 St,V3T 3W1,6897789,RF,-122.8562138,49.1964484
10660,132A St,V3T 3X9,4236131,RF,-122.8548786,49.19643835
10661,132A St,V3T 3Y1,859851,RF,-122.855401,49.19643901
10661,133 St,V3T 3Z3,9721819,RF,-122.8540672,49.19643049
10661,138A St,V3T 4L2,3632547,RF,-122.8385558,49.19627822
10662,137A St,V3T 4J6,9864911,RF,-122.8407778,49.19635366
10662,King George Blvd,V3T 2X3,14582864,C-15,-122.8449529,49.19640589
10662,Whalley Blvd,V3T 4H7,9905863,RF,-122.8421409,49.19636976
10663,137A St,V3T 4J7,857009,RF,-122.8412734,49.1963575
10663,138 St,V3T 4K7,9864873,RF,-122.8399103,49.19634139
10663,King George Blvd,V3T 2X6,26601958,C-8,-122.845567,49.19643274
10664,135A St,V3T 4E2,1659189,C-8,-122.8464797,49.19636305
10667,135A St,V3T 4E3,11384573,CD,-122.8470568,49.19637938
10670,132 St,V3T 3W1,2396441,RF,-122.8562151,49.19662966
10670,132A St,V3T 3X9,4946561,RF,-122.8548781,49.19661939
10670,135A St,V3T 4E2,3391205,CHI,-122.8465239,49.19656361
10670,137A St,V3T 4J6,7789335,RF,-122.8407755,49.19650532
10670,Whalley Blvd,V3T 4H7,1448871,RF,-122.8421387,49.1965216
10671,132A St,V3T 3Y1,8578796,RF,-122.8554054,49.19662005
10671,133 St,V3T 3Z3,9721801,RF,-122.8540684,49.19660941
10671,138 St,V3T 4K7,9864903,RF,-122.8399079,49.19649287
10671,140 St,V3T 4N7,2561026,RF,-122.8343578,49.1964273
10671,King George Blvd,V3T 2X6,9142525,C-8,-122.845613,49.19666683
10674,City Parkway,V3T 4C7,5062900,C-8,-122.8485602,49.19662179
10675,137A St,V3T 4J7,913936,RF,-122.8412676,49.1965455
10678,137A St,V3T 4J6,9884793,RF,-122.8407732,49.19665698
10678,Whalley Blvd,V3T 4H7,3127583,RF,-122.8421365,49.19667353
10679,137A St,V3T 4J7,9884807,RF,-122.841276,49.19666209
10679,138 St,V3T 4K7,7441312,RF,-122.8399055,49.19664435
10679,140 St,V3T 4N7,11432446,RF,-122.8343735,49.1966067
10680,132 St,V3T 3W1,9721533,RF,-122.856216,49.19680642
10681,132A St,V3T 3Y1,7857705,RF,-122.8554049,49.19680109
10681,133 St,V3T 3Z3,9721771,RF,-122.8540695,49.19678608
10681,135A St,V3T 4E3,15224104,C-8,-122.8470486,49.19668476
10682,132A St,V3T 3X9,2322927,RF,-122.8548826,49.19679385
10682,City Parkway,V3T 4C7,11384301,CHI,-122.8485649,49.19679067
10687,137A St,V3T 4J7,9884831,RF,-122.8412663,49.1968123
10687,138 St,V3T 4K7,9573763,RF,-122.8399031,49.19679574
10688,137A St,V3T 4J6,9884769,RF,-122.8407707,49.19680846
10688,King George Blvd,V3T 2X3,14504251,C-8,-122.8449497,49.19681868
10688,Whalley Blvd,V3T 4H7,499315,RF,-122.8421339,49.19682501
10689,135A St,V3T 4E3,11384549,C-8,-122.8471032,49.19690819
10689,140 St,V3T 4N7,2298619,RF,-122.8343608,49.19679955
10690,132 St,V3T 3W1,4501454,RF,-122.8562172,49.19698318
10690,132A St,V3T 3X9,4934750,RF,-122.8548871,49.1969716
10691,132A St,V3T 3Y1,615358,RF,-122.8553944,49.19697553
10691,133 St,V3T 3Z3,9721762,RF,-122.8540706,49.19696284
10692,135A St,V3T 4E2,11384620,C-8,-122.8466936,49.19701093
10692,138 St,V3T 4K5,11448491,RF,-122.839406,49.19689949
10694,King George Blvd,V3T 2X3,14504162,C-8,-122.8449766,49.19699171
10694,Whalley Blvd,V3T 4H7,4247175,RF,-122.8421315,49.19697649
10695,137A St,V3T 4J7,2314673,RF,-122.8412638,49.19696387
10695,138 St,V3T 4K7,9573747,RF,-122.8399007,49.19694722
10695,Whalley Blvd,V3T 4H8,10330071,RF,-122.8426294,49.19683145
10698,137A St,V3T 4J6,500534,RF,-122.8407683,49.19695994
10699,King George Blvd,V3T 2X6,11384883,C-35,-122.8456149,49.19706488
10700,137A St,V3T 4J6,6122183,RF,-122.8407655,49.19712681
10700,King George Blvd,V3T 2X3,9149864,C-8,-122.8449651,49.19704656
10701,133 St,V3T 3Z3,9721746,RF,-122.8540717,49.19713951
10701,137A St,V3T 4J7,9184813,RF,-122.8412611,49.19713064
10701,Whalley Blvd,V3T 4H8,10330089,RF,-122.8426269,49.19698293
10702,132 St,V3T 3W3,3827470,RF,-122.8562183,49.19715985
10702,132A St,V3T 3X9,9487271,RF,-122.8548866,49.19714606
10702,138 St,V3T 4K5,11206161,RF,-122.8394872,49.19705882
10703,132A St,V3T 3Y1,9721525,RF,-122.8553989,49.19715
10704,City Parkway,V3T 4C7,11384328,CHI,-122.8485753,49.19717232
10705,King George Blvd,V3T 2X6,11384859,C-35,-122.8455616,49.19715068
10706,135A St,V3T 4E2,2986825,C-8,-122.8466772,49.19719107
10706,137A St,V3T 4J6,9936688,RF,-122.8407626,49.19730896
10706,King George Blvd,V3T 2X3,9937200,C-8,-122.8449794,49.19711989
10706,Whalley Blvd,V3T 4H7,9936769,RF,-122.8421288,49.19714335
10707,136A St,V3T 4G6,9937188,C-8,-122.8439872,49.19716748
10707,138 St,V3T 4K7,9936653,RF,-122.8398979,49.19711409
10708,136A St,V3T 5G9,9937129,C-8,-122.8434906,49.19715907
10709,Whalley Blvd,V3T 4H8,9937102,RF,-122.8426241,49.19714979
10710,132 St,V3T 3W3,9721495,RF,-122.8562194,49.19733661
10710,132A St,V3T 3X9,9721711,RF,-122.8548961,49.19732382
10711,132A St,V3T 3Y1,8453683,RF,-122.8553984,49.19732774
10711,133 St,V3T 3Z3,565750,RF,-122.8540729,49.19731627
10711,135A St,V3T 4E3,11385006,C-15,-122.8472071,49.1971745
10711,King George Blvd,V3T 2X6,2986655,CHI,-122.8456613,49.197308
10712,138 St,V3T 4K5,6193234,RF,-122.8394003,49.19725489
10713,138 St,V3T 4K7,498882,RF,-122.8398952,49.19729633
10714,City Parkway,V3T 4C7,11384344,C-8,-122.8485746,49.19731965
10715,King George Blvd,V3T 2X6,11384824,C-8,-122.84568,49.19737396
10716,135A St,V3T 4E2,11384646,C-8,-122.8467185,49.19735484
10716,Whalley Blvd,V3T 4H7,9937099,RF,-122.8421257,49.1973255
10720,132 St,V3T 3W3,5906229,RF,-122.8562206,49.19751337
10720,132A St,V3T 3X9,9721690,RF,-122.8548855,49.19750154
10720,King George Blvd,V3T 2X3,9937196,C-8,-122.8449641,49.19734943
10721,132A St,V3T 3Y1,9721461,RF,-122.8554079,49.19750879
10721,133 St,V3T 3Z3,9721657,RF,-122.8540738,49.19749294
10723,137A St,V3T 4J7,3582507,RF,-122.841265,49.19735086
10725,King George Blvd,V3T 2X6,2986876,CHI,-122.845692,49.19747122
10725,University Dr,V3T 4B3,11384191,RF,-122.8510986,49.1975637
10726,City Parkway,V3T 4C7,2043840,C-8,-122.8485649,49.19753386
10727,135A St,V3T 4E3,11384450,C-8,-122.8472596,49.19753025
10727,King George Blvd,V3T 2X6,3883914,CHI,-122.8457105,49.19755256
10728,132 St,V3T 3W3,9721398,RF,-122.8562217,49.19769004
10730,132A St,V3T 3X9,2337363,RF,-122.85489,49.1976793
10730,139 St,V3T 4L9,23392487,RF,-122.836705,49.19762952
