Work Order ID,Status,Asset Type,Asset ID,Location ID,Created Date,Modified Date,Submitted Date,Closed Date,Fiscal Year,Work Type,Work Needed,Work Type Other,Work Requested By,Job Description,Problem Found,Action Taken,Follow-Up Needed,Child Work Order,Parent Work Order,Is Follow-Up,TMC Issue ID,Service Request #,Damage Report,Location Name,Latitude,Longitude,Location
WRK21-135815,Submitted,School Beacon Zone,,LOC17-011985,12/29/2021 12:09:00 AM +0000,01/11/2022 05:12:00 PM +0000,01/05/2022 05:51:00 PM +0000,01/11/2022 05:12:00 PM +0000,2022,Trouble Call,Timing Issue,,311,,Wbcu found to be stuck on. Repeat problem. ,"Replaced wbcu and programmed with current time, date and school flash schedule. ",False,,,False,TMC21-275235,21-00564879,,7500 BLK LA CROSSE AVE (CLAYTON),,,POINT (-97.90645207 30.19485467)
WRK22-145715,Closed,School Beacon,,LOC21-020070,04/26/2022 08:34:00 PM +0000,05/24/2022 12:04:00 PM +0000,05/23/2022 08:42:00 PM +0000,05/24/2022 12:04:00 PM +0000,2022,Scheduled Work,Other,,Austin Transportation Staff,School Zone transfer for WB,School Zone transfer for WB,"Installed 4"" pipes. Reused signs. Installed new slip fitter. Moved head, clamp and cable at the same time. ",False,,,False,,,,3300 BLK PINNACLE RD (CEDAR CREEK / 3310 PINNACLE RD),,,POINT (-97.80476201 30.2694511)
WRK20-097520,Closed,Other / No Asset,,,10/26/2020 03:57:00 AM +0000,11/03/2020 03:03:00 PM +0000,10/26/2020 04:13:00 AM +0000,11/03/2020 03:03:00 PM +0000,2021,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess,No asset,No asset,False,,,False,TMC20-209560,20-00440008,,,,,
WRK18-014660,Submitted,School Beacon,,LOC17-011550,03/23/2018 10:46:00 PM +0000,04/16/2018 03:46:00 PM +0000,03/23/2018 10:46:00 PM +0000,04/16/2018 03:46:00 PM +0000,2018,Trouble Call,Knockdown,,311,Bent flasher,4 inch pipe damaged.,Disassembled school flasher will return before the end of the weekend to install new 4 inch pipe. 3/24 Installed new 4 inch pipe and existing cabinet signal head and antenna. reused 2 conductor for source and coaxial cable. installed new 5 conductor for flasher head. Terminated cables in signal head and cabinet and splice source in pull box. Checked flasher operation.,False,,,False,TMC18-048790,18-00083449,,1300 BLK NORSEMAN TER (WOOLDRIDGE),,,POINT (-97.70972026 30.36496377)
WRK22-136345,Closed,School Beacon Zone,,LOC17-011460,01/07/2022 04:35:00 PM +0000,01/14/2022 03:40:00 PM +0000,01/14/2022 03:29:00 PM +0000,01/14/2022 03:40:00 PM +0000,2022,Trouble Call,Other,"Westbound on Rosewood @ Concho beacon is not flashing School zone # 7113 Blackshear.
No communication to WBCU 156_33 WB on Rosewood @ Concho.",311,,no power to wbcu.,checked power at circuit breaker. 120vac found from source to pole but only 85vac across line and natural wire in cabinet. Found natural wire broken on pole where it attaches to source. Reterminated line and natural wires on pole. Checked operation of beacon and verified schedule programmed in wbcu is correct.  All operations now normal.,False,,,False,TMC22-275930,22-00006818,,1400 BLK PENNSYLVANIA AVE (KEALING),,,POINT (-97.72186938 30.27089609)
WRK17-001945,Closed,Signal,493,LOC16-002420,08/26/2017 09:15:00 PM +0000,08/26/2017 09:25:00 PM +0000,08/26/2017 09:25:00 PM +0000,08/28/2017 03:02:00 PM +0000,2017,Trouble Call,Other,"CSR 248016
Signal head turned incorrectly",MMC,signal head turned incorrectly,"reported w/b head turned
actual was s/b near sight head on ped pole",realigned signal head,False,,,,,,, DUVAL RD / MOPAC EXPY SVRD,,,POINT (-97.716095 30.4090595)
WRK18-012540,Submitted,No Asset / Unkown Location / Other,,,02/26/2018 03:06:00 PM +0000,05/02/2018 05:21:00 PM +0000,02/26/2018 07:21:00 PM +0000,05/02/2018 05:21:00 PM +0000,2018,Trouble Call,Other,graffiti,COA Staff,Graffiti at 1919 Montopolis associated with 311 service order # 191067,"Spray paint on cabinet 
Amber out on 1st indication SB
Airport sign going WB tilted ","tried to remove would not come off 
Replaced amber ball 
Adjusted airport sign ",True,WRK18-017825,,False,TMC18-045215,,,,,,
WRK19-055235,Unassigned,Flashing Beacon,,LOC17-011120,06/19/2019 03:57:00 PM +0000,06/19/2019 03:57:00 PM +0000,06/19/2019 03:57:00 PM +0000,,2019,Trouble Call,Other,check hardware and replace on signals ahead flasher,Austin Transportation Staff,"adjusted EB vertical and retightened hardware, hardware seems very unstable and needs follow up with more traffic control due to area and traffic speeds ",,,False,,WRK19-054900,True,,,,7210 BLK N CAPITAL OF TEXAS HWY SB,,,POINT (-97.784048 30.373321)
WRK18-012325,Closed,School Beacon,,LOC17-011780,02/22/2018 05:02:00 PM +0000,02/26/2018 06:49:00 PM +0000,02/22/2018 06:41:00 PM +0000,02/26/2018 06:49:00 PM +0000,2018,Trouble Call,Timing Issue,,311,Caller wants to report school zone flashers on and never turning off near Canyon Ridge Middle school on Quinlan Park rd heading sb.,School zone flasher headed SB on Quinlinpark on.,Cycled power to WBCU and logged in to verify schedule on clock.,False,,,False,TMC18-044750,18-00050550,,12627 BLK COUNTRY TRAILS LN (BUSH/CANYON RIDGE),,,POINT (-97.90321663 30.36533369)
WRK17-001685,Submitted,School Flasher,,,08/19/2017 08:55:00 PM +0000,09/14/2017 06:27:00 PM +0000,08/19/2017 09:00:00 PM +0000,09/14/2017 06:27:00 PM +0000,2017,Scheduled Work,Call-Back (Test Monitors and Cabinets),,Austin Transportation Staff,HAVE AUSTIN ENERGY TIE IN NEW SOURCE DROP OVERHEAD @ CIMA SERENA WB FLASHER,N/A.,"AUSTIN ENERGY TECHNICIANS DISPATCHED TO LOCATION. AE TECHS COULD NOT DO WORK BECAUSE OF LACK OF METER ON POLE/SOURCE. AE TECHS SAID TO CONTACT ""WORK MANAGMENT NORTH"" 5125057179 FOR FURTHER ACTION. INFORMATION WILL BE RELAYED TO SUPERVISOR. ",False,,,,,,,,,,
WRK20-096675,Closed,Other / No Asset,,,10/13/2020 05:00:00 PM +0000,06/10/2021 12:12:00 AM +0000,10/13/2020 06:24:00 PM +0000,06/10/2021 12:12:00 AM +0000,2021,Trouble Call,Other,DSDD at 5733 Republic of Texas not communicating.,Austin Transportation Staff,DSDD not communicating.,DSDD not working.,"Metered DSDD power source with 20 VDC coming from the solar panel and 0.3 VDC coming from batteries. I believe batteries or box that power sources terminate to are bad. Called manufacture and spoke to service team to help troubleshoot further. After speaking with Traffic Logix technical support team member Sathes he determined that the PCB board for the DSDD sign was bad and that it had already been replaced 1 year ago by Edward Garcia and that he would consult with his manager to see what could be done about this issue, since the unit is out of warranty and this is the second time the PCB board gets fried. It could be a short somewhere in the unit. He will send me an email with what our next steps will be with this unit and I will relay that MGS to Billy Bolander once I receive it.",False,,,False,,,,,,,
WRK21-133070,Closed,School Beacon Zone,,LOC17-011890,11/16/2021 04:42:00 PM +0000,11/22/2021 03:42:00 PM +0000,11/16/2021 05:42:00 PM +0000,11/22/2021 03:42:00 PM +0000,2022,Trouble Call,Other,"indina hills dr and lisi anne dr
Not flashing E - W.",311,,SZF time was off going EB,Updated time and confirmed working,False,,,False,TMC21-269050,21-00511324,,16126 BLK AVERY RANCH BLVD (PATSY SOMMER),,,POINT (-97.75185691 30.50443788)
WRK22-146715,Submitted,School Beacon,,LOC21-019240,05/12/2022 05:16:00 PM +0000,05/19/2022 05:00:00 PM +0000,05/17/2022 10:47:00 PM +0000,05/19/2022 05:00:00 PM +0000,2022,Scheduled Work,Other,,Austin Transportation Staff,Run new EB span and rebuild overhead school zone flasher.,Rebuild EB span and heads. ,"Removed old span, cable, flashers and signs. Installed new span, cable, signals, and signs. Verified flashers are working. ",False,,,False,,,,1300 BLK E OLTORF ST (TRAVIS / E 1314 OLTORF ST),,,POINT (-97.74277218 30.23425391)
WRK20-096555,Closed,Other / No Asset,,,10/12/2020 04:06:00 PM +0000,10/20/2020 07:25:00 PM +0000,10/12/2020 05:10:00 PM +0000,10/20/2020 07:25:00 PM +0000,2021,Trouble Call,Other,"received APD Teleserve--east of train tracks, cross walk sign hit and knocked down in collision, ref oca 202830369",311,"received APD Teleserve--east of train tracks, cross walk sign hit and knocked down in collision, ref oca 202830369",Flasher was knocked down. ,Cleaned up pieces of the flasher. Need a crew out here to rebuild flasher.,False,,,False,TMC20-207600,20-00419561,334: 2705 BLK E 12TH ST (Upper Boggy Creek Crossing),,,,
WRK20-100045,Closed,Signal,1072,LOC18-012745,12/03/2020 04:34:00 PM +0000,05/17/2022 06:46:00 PM +0000,12/03/2020 04:34:00 PM +0000,05/17/2022 06:46:00 PM +0000,2021,Scheduled Work,"Installation - APS, Installation - Build Signal Heads, Installation - Detection - Video",,MMC,,,COA supplied cable and driver. ,False,,,False,,,, CESAR CHAVEZ ST / SHADY LN,,,POINT (-97.698621 30.251383)
WRK17-001515,Submitted,Signal,476,LOC16-002335,08/15/2017 04:03:00 PM +0000,08/15/2017 09:22:00 PM +0000,08/15/2017 09:22:00 PM +0000,08/15/2017 09:32:00 PM +0000,2017,Trouble Call,Knockdown,,MMC,SIGNAL ON FLASH AND PED KNOCKED DOWN.,S/W/C PED POLE KNOCKED DOWN. INTERSECTION IN FLASH. BRAKER TRIPPED.,"BRAKER RESET. CONFLICT MONITOR RESET. PED SIGNAL REBUILT. NEW PED ARM USED. ALL OTHER MATERIALS/EQUIPMENT REUSED. CHECKED ALL PEDS, BUTTONS, SIGNALS, DETECTION, PROGRAM.",False,,,,,,97:  LAMAR BLVD / RUTLAND DR, LAMAR BLVD / RUTLAND DR,,,POINT (-97.6959991 30.3648701)
WRK19-056085,Closed,Flashing Beacon,86,LOC16-005825,06/30/2019 07:23:00 PM +0000,07/01/2019 05:03:00 PM +0000,07/01/2019 04:38:00 PM +0000,07/01/2019 05:03:00 PM +0000,2019,Trouble Call,Signal Out or on Flash,,311,Intersection of Redbud Trail and Stratford. Warning and stop sign lights no longer flash just one stays solid on,Flashers not flashing.,Changed out AC PN:1039 relay. Drilled holes so i could mount the new flasher. Reconnected all the wires and the flashers are working.,False,,,False,TMC19-130655,19-00245299,, REDBUD TRL / STRATFORD DR,,,POINT (-97.790691 30.2900719)
WRK19-052210,Closed,Other / No Asset,,,05/29/2019 05:57:00 AM +0000,05/29/2019 02:43:00 PM +0000,05/29/2019 06:00:00 AM +0000,05/29/2019 02:43:00 PM +0000,2019,Trouble Call,Knockdown,,311 Customer Service Request (CSR),Pole hit and signal hanging by wire,Nome.,No signals or signal equipment at location.,False,,,False,TMC19-123700,19-00196615,,,,,
WRK18-014570,Submitted,Flashing Beacon,,LOC16-007285,03/22/2018 09:21:00 PM +0000,03/28/2018 06:14:00 PM +0000,03/22/2018 10:20:00 PM +0000,03/28/2018 06:14:00 PM +0000,2018,Trouble Call,Other,Flasher turned wrong direction.,311,Kenny from Transportation Department advised to enter in this service request to report a warning flasher/pedestrian crossing flasher is facing the wrong direction when driving southbound on Old San Antonio Road before Akins High School Road.,South bound flasher facing east bound.,Aligned south bound flasher and checked flash operations.,False,,,False,TMC18-048580,18-00082275,,10100 BLK OLD SAN ANTONIO RD,,,POINT (-97.798659 30.149129)
WRK22-137710,Closed,School Beacon Zone,,,01/21/2022 06:15:00 PM +0000,01/26/2022 12:13:00 PM +0000,01/26/2022 01:58:00 AM +0000,01/26/2022 12:13:00 PM +0000,2022,Trouble Call,Other,Disable schedule for today 1/21/2022 and Monday 1/24/2022 in 2 WBCU's.,COA Staff,Disable schedule for today 1/21/2022 and Monday 1/24/2022 in 2 WBCU's.,"late entry,  scheduled back to normal .
School zone clocks operational and according to scheduled ","late entry,  scheduled back to normal .
School zone clocks operational and according to scheduled ",False,,,False,TMC22-277735,,,,,,
WRK17-002400,Closed,No Asset / Other,,,09/11/2017 06:23:00 AM +0000,08/07/2018 06:43:00 PM +0000,08/07/2018 05:51:00 PM +0000,08/07/2018 06:43:00 PM +0000,2017,Scheduled Work,Call-Back (Test Monitors and Cabinets),,Austin Transportation Staff,DIG TESS,,TESTED MONITORS AT SHOP.,False,,,,,,,,,,
WRK22-139640,Submitted,Hazard Flasher,,LOC22-021740,02/11/2022 03:22:00 PM +0000,02/24/2022 04:31:00 PM +0000,02/11/2022 11:50:00 PM +0000,02/24/2022 04:31:00 PM +0000,2022,Trouble Call,Signal Out or on Flash,,TMC/KITS,school zone flasher not working,Power controller no good,Reese tripwires for terminal put a new power control in there all is good,False,,,False,TMC22-280330,,, ROSS RD / SPIERS WAY,,,POINT (-97.621623 30.171819)
WRK18-019600,Closed,School Beacon,,LOC17-012160,05/18/2018 01:46:00 PM +0000,06/12/2018 04:21:00 PM +0000,05/18/2018 06:37:00 PM +0000,06/12/2018 04:21:00 PM +0000,2018,Trouble Call,LED Out,,311,,SB SBX internal clock off 1 hour,"Synced SB SBX to laptop time and checked schedule, TOD, battery voltage, solar voltage on NB and SB flashers.",False,,,False,TMC18-057945,18-00148855,,3200 BLK TRAVIS COUNTRY CIR (REGENTS SCHOOL OF AUSTIN),,,POINT (-97.8439411 30.25417681)
WRK18-017385,Closed,School Beacon,,LOC17-012175,04/27/2018 01:42:00 PM +0000,05/09/2018 06:27:00 PM +0000,04/27/2018 04:15:00 PM +0000,05/09/2018 06:27:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,,tree foliage blocking EB SZ flasher,trimmed large amount of tree to clear blockage duplicate tickets,False,,,False,TMC18-054465,18-00122752,,7600 BLK BURNET RD (ST LOUIS SCHOOL),,,POINT (-97.73210694 30.35278301)
WRK21-127775,Submitted,Flashing Beacon,,LOC17-010625,09/22/2021 02:03:00 PM +0000,09/22/2021 02:03:00 PM +0000,09/22/2021 02:03:00 PM +0000,,2021,Trouble Call,Other,"NW double ped has no slack and multiple splices and break points . Recommendation to recable to nearest  pull box, to illuminate  future failures and proper wire maintenance.  Splices are not taped up( need to replace this wire ASAP)
",Austin Transportation Staff,"NW double ped has no slack and multiple splices and break points . Recommendation to recable to nearest  pull box, to illuminate  future failures and proper wire maintenance.  Splices are not taped up( need to replace this wire ASAP)",,,False,,WRK21-127195,True,,,,1100 BLK W RIVERSIDE DR,,,POINT (-97.755964 30.264165)
WRK19-066080,Closed,No Asset / Unkown Location / Other,,,10/09/2019 06:24:00 PM +0000,10/18/2019 04:16:00 PM +0000,10/15/2019 01:08:00 PM +0000,10/18/2019 04:16:00 PM +0000,2020,Trouble Call,Other,"speed limit device not tracking speed , speed limit incorrect when cars going 15 miles, sign still reads 35",311,"speed limit device not tracking speed , speed limit incorrect when cars going 15 miles, sign still reads 35",Nb speed limit sign not displaying speed limit on passing vehicles. Main board not outputting signal to LED board matrix. ,Troubleshooted the main board and verified board not outputting to LED board matrix. Changed out main board from spare parts and swapped out radar module. Power cycled unit and verified all LEDs were operational and sign displayed passing vehicles speed. Called traffic logic and had them change board serial number in the unit and verify communication to the cloud.,False,,,False,TMC19-151580,19-00388323,,,,,
WRK21-133895,Closed,School Beacon Zone,,LOC17-011610,11/29/2021 05:08:00 PM +0000,11/30/2021 12:12:00 PM +0000,11/29/2021 09:14:00 PM +0000,11/30/2021 12:12:00 PM +0000,2022,Trouble Call,Other,Not flashing northbound on Northeast Dr. near Lehigh Dr.,311,recurring issue,Found no power at led when sz is activated with test switch. found fuse for nb beacon blown. The red wire is output for northbound beacon.,Check ked wiring in nb beacon head and up to pole. No problems found. Replaced fuse. Northbound led now operating normally. ,False,,,False,TMC21-270650,21-00525783,,2300 BLK LOYOLA LN (ANDREWS),,,POINT (-97.67979152 30.31771564)
WRK17-007945,Submitted,No Asset / Unkown Location / Other,,,12/29/2017 12:06:00 PM +0000,01/02/2018 03:14:00 PM +0000,12/29/2017 04:55:00 PM +0000,01/02/2018 03:14:00 PM +0000,2018,Trouble Call,Digtess,,311,,No problem found. ,,False,,,False,TMC17-037525,17-00382926,,,,,
WRK21-126925,Closed,Flashing Beacon,,LOC17-010995,09/15/2021 12:55:00 PM +0000,09/29/2021 03:33:00 PM +0000,09/23/2021 02:34:00 PM +0000,09/29/2021 03:33:00 PM +0000,2021,Scheduled Work,Installation - Install Heads,,Austin Transportation Staff,,none,"ran 5/16 span wire diagonal across intersection, installed one 4 way, two 2 way flashers, 270' of 5c, cabinet, riser, terminated, checked operation, removed old span and flashers",False,,,False,,,, NORTH LOOP BLVD / WOODROW AVE,,,POINT (-97.735866 30.324189)
WRK18-016240,Closed,School Beacon,,LOC17-012005,04/09/2018 08:40:00 PM +0000,05/10/2018 06:29:00 PM +0000,04/09/2018 09:37:00 PM +0000,05/10/2018 06:29:00 PM +0000,2018,Trouble Call,Other,EB flasher turned.,Non-COA Agency,,School flasher turned , Turn school flasher straight.,False,,,False,TMC18-051530,,,6800 BLK BILL HUGHES RD (BEDICHEK),,,POINT (-97.78672586 30.19442411)
WRK17-001530,Submitted,Signal,409,LOC16-002005,08/15/2017 08:01:00 PM +0000,08/15/2017 08:18:00 PM +0000,08/15/2017 08:18:00 PM +0000,08/15/2017 09:01:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,SIGNAL ON FLASH,SIGNAL ON FLASH. VDC FAILURE.,"VDC REPLACED. CONFLICT MONITOR RESET. SIGNAL OPERATION MONITORED. ALL PEDS, BUTTONS AND SIGNALS CHECKED.",False,,,,,,, CONGRESS AVE / STASSNEY LN,,,POINT (-97.77479 30.204942)
WRK21-134990,Closed,School Beacon Zone,,,12/16/2021 04:47:00 PM +0000,12/16/2021 08:48:00 PM +0000,12/16/2021 05:52:00 PM +0000,12/16/2021 08:48:00 PM +0000,2022,Trouble Call,Other,Repair school zone beacon on Croftwood northbound.,COA Staff,Repair school zone beacon on Croftwood northbound.,"Due to repeat complaints of school flasher #229 northbound on croftwood not working, trouble shoot and repair.",solar panel has good output at 17.1 vdc. Batteries disconnected read 13.1vdc. Solar controller shows low battery and only reads 11.1vdc. verified led is operational. Retrofitted solar controller with newer updated controller assy. Solar panel output shows 17.6 vdc output on cloudy day. Batteries reading 13.5vdc now. Clock and beacon now operating normally. Contacted Kenny at mmc and verified communication and activated wbcu remotely. All operations now operate normally. Removed static school zone sign and reinstalled when flashing sign. Solar controller used is a nonstock shop new item. See attached image.,False,,,False,TMC21-273310,,,,,,
WRK20-097390,Closed,Other / No Asset,,,10/22/2020 07:24:00 PM +0000,10/23/2020 02:44:00 PM +0000,10/22/2020 08:04:00 PM +0000,10/23/2020 02:44:00 PM +0000,2021,Trouble Call,Other,Get serial numbers from DSDD signs on La Cross Ave.,Austin Transportation Staff,Get serial numbers from DSDD signs on La Cross Ave.,Need to get serial numbers from both DSDD signs at La Cross Ave. I dont think these units belong to us the manufactures name is RU2 Systems Inc.,"Got both serial numbers from DSDD'S on La Cross Ave per Billy Bolander's request and e-mailed them to him. Also wrote in my e-mail that i did not think units were ours and gave him the manufactures name. Called Daniel Yang who is the person that asked Billy for serial numbers and gave him all same info.

DSDD Manufacture Name - RU2 Systems Inc.
La Crosse @ Tollesboro Cove- Serial# G154072 Model# RU2 Fast 275
La Crosse @ Cap Stone Dr.- Serial# G154073 Model# RU2 Fast 275",False,,,False,,,,,,,
WRK19-042805,Submitted,Other / No Asset,,,02/28/2019 11:22:00 PM +0000,03/07/2019 07:33:00 PM +0000,02/28/2019 11:25:00 PM +0000,03/07/2019 07:33:00 PM +0000,2019,Trouble Call,Timing Issue,,311 Customer Service Request (CSR),Bee Caves/ Cap TX Hwy report of stuck on red,Intersection in question is not a COA asset,verified through Datatracker that intersection in question is not COA,False,,,False,TMC19-104995,19-00067846,,,,,
WRK17-005480,Closed,No Asset / Unkown Location / Other,,,11/18/2017 07:15:00 PM +0000,12/11/2017 04:07:00 PM +0000,11/18/2017 07:48:00 PM +0000,12/11/2017 04:07:00 PM +0000,2018,Trouble Call,Digtess,,311,,"Contractor digging for AT&T hit AWD 24"" water line.",checked all equipment in the area and made sure that none of it belonged to ATD.,False,,,,TMC17-032900,17-00345915,,,,,
WRK22-140600,Closed,School Beacon Zone,,,02/24/2022 08:04:00 PM +0000,03/02/2022 05:27:00 PM +0000,02/25/2022 08:39:00 PM +0000,03/02/2022 05:27:00 PM +0000,2022,Trouble Call,Communication Failure,,311,,east b outdoor bea on inoperable. ,Che ked wbcu operation and schedule. No problems. Found 204 flasher inoperative.  Tried 204 flasher. No help. Reinstalled original 204 flasher. Found flash transfer relay defective. Replaced flash transfer relay. School beacon now operates normally. Rebooted web I/O and verified communication with mmc. Part from working stock used.,False,,,False,TMC22-282305,22-00066795,,,,,
WRK17-001490,Submitted,Signal,446,LOC16-002190,08/10/2017 06:53:00 PM +0000,08/10/2017 06:58:00 PM +0000,08/10/2017 06:58:00 PM +0000,09/06/2017 03:58:00 AM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,IN FLASH,IN FLASH - RP fail - ped LED out,replaced Ped LED - reset intersection and monitored,False,,,,,,, FAR WEST BLVD / WOOD HOLLOW DR,,,POINT (-97.7531357 30.3534126)
WRK20-080010,Closed,Other / No Asset,,,03/30/2020 12:13:00 AM +0000,03/30/2020 12:04:00 PM +0000,03/30/2020 12:17:00 AM +0000,03/30/2020 12:04:00 PM +0000,2020,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess,No problem  found ,No asset or traffic signals in area,False,,,False,TMC20-183825,20-00120318,,,,,
WRK17-006865,Closed,Other / No Asset,,,12/12/2017 12:01:00 PM +0000,12/28/2017 06:59:00 PM +0000,12/12/2017 12:06:00 PM +0000,12/28/2017 06:59:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess.,Called in as Astro pl. & MLK. None ( no locate required ).,called 311 and researched this location.,False,,,False,TMC17-035260,17-00366414,,,,,
WRK18-019885,Submitted,School Beacon,,LOC17-012010,05/21/2018 03:35:00 PM +0000,06/14/2018 11:03:00 AM +0000,05/22/2018 11:11:00 AM +0000,06/14/2018 11:03:00 AM +0000,2018,Trouble Call,Visibility Issue,,COA Staff,Can you have the transportation folks trim the trees along Turtle Creek Blvd by Odom (900-1100 Blk).  Overgrown and it make it tough to see the signs.  A trim would clear up the issue (both directions).,both SZ flashers on turtle creek were blocked by trees,trimmed trees at both SZ flashers to make visible,False,,,False,TMC18-058470,,,900 BLK SAHARA AVE (ODOM),,,POINT (-97.78933302 30.20589819)
WRK18-013205,Closed,School Beacon,,LOC17-011985,03/06/2018 05:19:00 PM +0000,03/06/2018 07:22:00 PM +0000,03/06/2018 07:18:00 PM +0000,03/06/2018 07:22:00 PM +0000,2018,Trouble Call,Other,Not Flashing.,311,All 4 SZFs should be turned on from 7am - 8:30am and 2pm - 3:30.,,duplicate ,False,,,False,TMC17-004420,17-00287319,,7500 BLK LA CROSSE AVE (CLAYTON),,,POINT (-97.90645207 30.19485467)
WRK18-014540,Closed,School Beacon,,LOC17-011405,03/22/2018 06:26:00 PM +0000,04/16/2018 03:44:00 PM +0000,03/22/2018 08:10:00 PM +0000,04/16/2018 03:44:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,School zone flasher pole going NB is leaning into a yard which is causing tree limbs to obstruct it.,North bound school leaning away from the road making it less visible. North bound flasher view obstructed by tree limbs.,Used hoist to pull flasher pole plumb. Removed tree limbs obstructing view of north bound flasher. Checked flasher operation.,False,,,False,TMC18-048555,18-00082034,,4800 BLK GONZALES ST (ALLAN),,,POINT (-97.6971337 30.25607217)
WRK18-011270,Submitted,School Beacon,,LOC17-011815,02/08/2018 03:14:00 PM +0000,02/12/2018 01:31:00 PM +0000,02/08/2018 06:40:00 PM +0000,02/12/2018 01:31:00 PM +0000,2018,Trouble Call,LED Out,,311,"Canyon Creek ES, the SZF at Boulder Ln south east bound between Chestnut Ridge and Ember Glen is not flashing.",no issues found,Called TMC to have them turn clocks on checked both signals both are working properly checked time on clocks and verified schedule ,False,,,False,TMC18-042670,18-00037386,,10218 BLK EMBER GLEN DR (CANYON CREEK),,,POINT (-97.82474605 30.43709549)
WRK18-012845,Closed,No Asset / Unkown Location / Other,,,03/02/2018 03:47:00 PM +0000,03/06/2018 02:58:00 PM +0000,03/02/2018 05:54:00 PM +0000,03/06/2018 02:58:00 PM +0000,2018,Scheduled Work,Installation - Other,,Austin Transportation Staff,Cabinet needs to be sprayed painted due to graffiti not coming off ,Graffiti on cabinet ,Spray painted over graffiti ,False,,WRK18-012540,True,,,,,,,
WRK21-134875,Closed,School Beacon Zone,,LOC17-011975,12/15/2021 02:24:00 PM +0000,12/16/2021 12:55:00 PM +0000,12/15/2021 04:04:00 PM +0000,12/16/2021 12:55:00 PM +0000,2022,Trouble Call,LED Out,,311,"original Ticket was 541771.  It was notated on the ticket that the flashers worked but were not scheduled at the right time.  Flashers are still not coming on,",WBCU isn't functioning on Croftwood and Alexandria ,A follow up is already submitted to send someone out to repair and signs has placed placards indicating time,False,,,False,TMC21-273105,21-00548244,,8100 BLK CROFTWOOD DR (BOONE),,,POINT (-97.84070259 30.20401287)
WRK19-064615,Submitted,Other / No Asset,,,09/21/2019 06:23:00 PM +0000,09/23/2019 03:09:00 PM +0000,09/21/2019 06:25:00 PM +0000,09/23/2019 03:09:00 PM +0000,2019,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess,No problem,No assets near area. No contractor  info to verify location work. ,False,,,False,TMC19-148115,19-00362882,,,,,
WRK18-034140,Closed,Flashing Beacon,,LOC17-010770,10/22/2018 03:46:00 PM +0000,10/26/2018 04:23:00 PM +0000,10/24/2018 11:45:00 AM +0000,10/26/2018 04:23:00 PM +0000,2019,Trouble Call,Knockdown,,311,"forwarded from signs and markings: apd called this is, warning sign on the ground was attached to signal at some point","4"" pipe with signs and flasher knocked down, threads broken off in coupling",picked everything up and placed cone over coupling per Willard.  Went back on 10/23 and rebuilt with new signs.,False,,,False,TMC18-087205,18-00358098,403:  BEAUFORD DR / QUILL LEAF CV, BEAUFORD DR / QUILL LEAF CV,,,POINT (-97.795557 30.376599)
WRK18-011690,Closed,Other / No Asset,,,02/13/2018 04:12:00 PM +0000,05/02/2018 03:17:00 PM +0000,02/13/2018 04:28:00 PM +0000,05/02/2018 03:17:00 PM +0000,2018,Scheduled Work,Knockdown Follow-Up,,Austin Transportation Staff,Install school zone flasher that was knocked down at William Cannon and Congress. West on William Cannon.,School zone flasher was knocked down some time ago.,"Installed 15' of 4"" pole, one single head flasher with amber LED, and slip fitter, Tested flasher to make sure it was working. None of this material is inventory.",False,,,False,,,195: 101 BLK W WILLIAM CANNON DR,,,,
WRK18-032515,Submitted,Flashing Beacon,,LOC18-012745,09/27/2018 11:51:00 PM +0000,11/07/2018 07:10:00 PM +0000,11/07/2018 01:45:00 PM +0000,11/07/2018 07:10:00 PM +0000,2018,Trouble Call,LED Out,,311,,2 amber LED's out on NB and SB movement,"replaced amber ball on NB movement and SB movements. verified all other LED, PED's and PB working properly. ",False,,,False,TMC18-082980,18-00326083,, CESAR CHAVEZ ST / SHADY LN,,,POINT (-97.698621 30.251383)
WRK17-001540,Closed,Signal,800,LOC16-003935,08/15/2017 09:15:00 PM +0000,08/15/2017 09:20:00 PM +0000,08/15/2017 09:20:00 PM +0000,08/15/2017 09:34:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,SIGNAL ON FLASH,RED FAIL ALL PHASES.,POWER CYCLED TO 2070. CONFLICT MONITOR RESET. SIGNAL OPERATION  MONITORED. ALL PEDS BUTTONS PROGRAMS AND SIGNALS CHECKED.,False,,,,,,,US 290 HWY SVRD / SPRINGDALE RD,,,POINT (-97.654752 30.329023)
WRK17-006135,Closed,No Asset / Unkown Location / Other,,,12/03/2017 09:47:00 PM +0000,02/05/2019 12:13:00 PM +0000,12/03/2017 09:47:00 PM +0000,02/05/2019 12:13:00 PM +0000,2018,Trouble Call,Digtess,,311,"1783752339 ticket. 
Asap emergency water line.",None.,All clear.,False,,,,TMC17-034260,17-00360022,,,,,
