longitude,latitude,StationID,Power,Quality,num_measures,Code,recorded_tstamp
-123.136857,49.267685,30389,-89.5893,-19.3832,2,ABC3037530389,07-DEC-2021 18:29:47
-123.16528,49.268326,36465,-69.7967,-23.3743,1,ABD3645136465,03-DEC-2021 14:51:14
-123.140972,49.291669,925,-58.2764,-19.7882,1,ABC00911925,05-DEC-2021 18:04:02
-123.0973,49.281292,5855,-61.7572,-17.1846,2,ABD058415855,01-DEC-2021 17:32:23
-123.113552,49.277138,31141,-75.8602,-17.6502,1,ABC3112731141,08-DEC-2021 22:28:51
-123.120021,49.263301,36505,-66.3061,-20.258,1,ABD3649136505,05-DEC-2021 16:26:48
-123.113646,49.25943,32449,-65.9486,-14.9897,1,ABC3243532449,03-DEC-2021 14:05:48
-123.140943,49.265141,36132,-75.3271,-18.2507,1,ABD3611836132,04-DEC-2021 00:25:10
-123.117018,49.287121,10716,-73.3976,-19.9857,2,ABC107010716,05-DEC-2021 22:21:12
-123.14037,49.286322,823,-87.7991,-18.3868,1,ABC00809823,04-DEC-2021 01:21:25
-123.136146,49.270642,15717,-79.7879,-21.1274,1,ABD1570315717,05-DEC-2021 21:09:37
-123.087238,49.265218,35243,-83.4439,-8.652,1,ABD3522935243,07-DEC-2021 17:49:12
-123.134485,49.306591,1086,-60.7436,-19.428,3,ABC01071086,06-DEC-2021 18:22:26
-123.130289,49.30017,43116,-48.514,-16.0489,5,ABD431043116,07-DEC-2021 01:02:59
-123.119885,49.262938,6401,-112.6844,-19.755,1,ABD063876401,06-DEC-2021 18:22:28
-123.084648,49.267954,32047,-79.8991,-18.7166,1,ABC3203332047,06-DEC-2021 16:39:09
-123.174578,49.262378,30486,-73.8456,-17.4935,1,ABC304730486,04-DEC-2021 16:15:17
-123.128916,49.265356,31335,-65.783,-16.2605,3,ABC3132131335,01-DEC-2021 21:50:54
-123.121262,49.290398,820,-50.0953,-20.5083,1,ABC00806820,07-DEC-2021 20:11:26
-123.155736,49.270825,35757,-54.8853,-16.6526,3,ABD3574335757,06-DEC-2021 16:54:35
-123.100925,49.283215,30948,-73.2051,-11.3891,3,ABC3093430948,05-DEC-2021 18:34:18
-123.131002,49.264389,1498,-47.5871,-15.0184,2,ABC014841498,03-DEC-2021 21:52:44
-123.131137,49.303199,6401,-107.679,-18.7014,1,ABD063876401,04-DEC-2021 01:36:17
-123.154303,49.261966,40139,-69.3347,-10.5131,3,ABC4012540139,02-DEC-2021 21:52:59
-123.134391,49.271135,43123,-86.234,-20.997,1,ABD4310943123,03-DEC-2021 01:25:41
-123.120602,49.279554,5166,-75.2269,-21.421,1,ABD05155166,03-DEC-2021 15:10:28
-123.120314,49.275756,85,-67.707,-22.6433,1,ABC0007185,03-DEC-2021 01:18:01
-123.166361,49.268404,828,-36.5443,-19.8264,1,ABC00814828,01-DEC-2021 23:55:18
-123.131279,49.28702,32446,-83.9877,-19.9519,2,ABC324332446,03-DEC-2021 13:51:36
-123.119018,49.278061,36961,-83.8622,-14.9093,1,ABD3694736961,04-DEC-2021 14:23:16
-123.116241,49.260413,10717,-72.3557,-12.1651,1,ABC1070310717,05-DEC-2021 21:19:20
-123.133339,49.275713,1359,-79.161,-12.7244,1,ABC013451359,07-DEC-2021 18:15:27
-123.179622,49.270472,36613,-108.2447,-20.1758,1,ABD3659936613,04-DEC-2021 01:54:12
-123.122327,49.272889,6536,-78.4901,-19.5874,1,ABD0656536,03-DEC-2021 15:45:38
-123.09424,49.282186,31480,-58.5007,-19.7165,1,ABC3146631480,06-DEC-2021 19:47:15
-123.089264,49.273018,31989,-78.1137,-6.7278,2,ABC3197531989,06-DEC-2021 01:48:07
-123.099217,49.278569,30995,-77.8389,-21.8919,1,ABC3098130995,05-DEC-2021 18:26:36
-123.136612,49.292239,1467,-79.9321,-12.0546,3,ABC014531467,06-DEC-2021 16:14:37
-123.089731,49.276539,6363,-96.7422,-4.8806,1,ABD063496363,04-DEC-2021 00:31:29
-123.099603,49.27086,35025,-57.9085,-6.2138,2,ABD3501135025,06-DEC-2021 16:33:19
-123.136744,49.27155,35116,-62.4466,-6.9965,2,ABD351035116,04-DEC-2021 13:41:53
-123.121425,49.271974,36476,-73.1917,-17.9031,2,ABD364636476,01-DEC-2021 23:14:57
-123.123836,49.278714,35405,-60.774,-13.7102,2,ABD3539135405,07-DEC-2021 01:01:30
-123.159936,49.266597,1079,-72.3652,-16.5288,2,ABC010651079,05-DEC-2021 18:45:00
-123.113967,49.285373,10719,-73.0433,-20.8379,1,ABC1070510719,05-DEC-2021 22:21:10
-123.123555,49.289869,31133,-71.5887,-11.98,1,ABC3111931133,05-DEC-2021 16:54:05
-123.10316,49.258308,31266,-73.2076,-18.2953,1,ABC312531266,05-DEC-2021 15:40:44
-123.11918,49.280495,70,-66.0127,-14.5962,8,ABC0005670,07-DEC-2021 18:34:56
-123.162201,49.269434,36456,-60.3589,-10.4273,7,ABD364436456,03-DEC-2021 00:49:17
-123.081365,49.2772,53765,-77.7417,-16.1774,1,ABC5375153765,05-DEC-2021 18:01:24
-123.107059,49.285476,36317,-57.484,-21.5485,1,ABD3630336317,06-DEC-2021 18:00:01
-123.153015,49.267277,32448,-71.6101,-22.3208,1,ABC3243432448,03-DEC-2021 14:01:23
-123.167391,49.270139,822,-71.5901,-17.8519,5,ABC00808822,07-DEC-2021 18:52:22
-123.143257,49.267218,31139,-45.5324,-12.6046,1,ABC3112531139,03-DEC-2021 00:54:12
-123.168346,49.267403,32176,-73.9326,-21.5102,1,ABC321632176,07-DEC-2021 14:24:41
-123.104132,49.26828,90,-61.6706,-14.498,3,ABC0007690,03-DEC-2021 00:57:31
-123.138272,49.268908,35253,-98.8493,-14.0662,2,ABD3523935253,07-DEC-2021 18:27:42
-123.183595,49.26952,119,-82.323,-20.3621,1,ABC00105119,05-DEC-2021 21:09:20
-123.11759,49.260869,30040,-71.4588,-7.3489,3,ABC3002630040,05-DEC-2021 18:21:53
-123.131759,49.267123,36396,-80.2716,-13.119,2,ABD363836396,05-DEC-2021 16:28:12
-123.128771,49.276746,345,-83.3213,-21.2534,1,ABC00331345,04-DEC-2021 13:47:32
-123.141139,49.299548,35312,-100.9953,-22.4068,1,ABD3529835312,01-DEC-2021 20:58:57
-123.089354,49.276572,30755,-74.1061,-20.762,1,ABC3074130755,06-DEC-2021 16:55:56
-123.102291,49.27701,30625,-84.0064,-12.4204,1,ABC3061130625,04-DEC-2021 16:16:20
-123.117541,49.284354,30311,-54.8872,-15.0124,2,ABC3029730311,02-DEC-2021 22:01:12
-123.110269,49.263131,30965,-73.2123,-19.9104,2,ABC3095130965,05-DEC-2021 17:27:22
-123.098341,49.277196,6336,-79.8079,-22.4107,1,ABD0636336,06-DEC-2021 17:34:37
-123.127653,49.274926,30287,-67.5006,-10.9804,1,ABC3027330287,05-DEC-2021 19:14:53
-123.15805,49.300081,43136,-46.9859,-11.9578,3,ABD43143136,02-DEC-2021 21:53:06
-123.137958,49.287544,10090,-77.2546,-20.269,1,ABC1007610090,03-DEC-2021 15:56:04
-123.09882,49.257479,36465,-60.7452,-2.572,1,ABD3645136465,04-DEC-2021 16:31:35
-123.182256,49.257886,10160,-58.6365,-8.059,1,ABC1014610160,05-DEC-2021 22:23:43
-123.10467,49.283236,31939,-46.2258,-19.0904,2,ABC3192531939,01-DEC-2021 22:40:35
-123.144887,49.312438,87,-50.6932,-20.8871,1,ABC0007387,02-DEC-2021 23:16:02
-123.170254,49.260118,36046,-80.0413,-15.1151,1,ABD360336046,06-DEC-2021 20:14:37
-123.138804,49.259834,31398,-43.9777,-4.5078,4,ABC3138431398,06-DEC-2021 17:21:04
-123.114699,49.279648,5236,-69.4468,-18.7391,1,ABD055236,05-DEC-2021 19:14:45
-123.137504,49.308768,1310,-58.8005,-12.0994,2,ABC012961310,06-DEC-2021 17:22:51
-123.109885,49.263858,906,-78.9982,-14.6857,1,ABC0089906,06-DEC-2021 01:49:27
-123.126669,49.261266,36317,-68.9193,-11.5103,1,ABD3630336317,07-DEC-2021 20:26:27
-123.117441,49.274072,1479,-55.1913,-11.4965,3,ABC014651479,07-DEC-2021 01:24:25
-123.153887,49.306868,30046,-74.6532,-18.882,2,ABC300330046,05-DEC-2021 16:42:06
-123.145738,49.269783,197,-77.8946,-18.5306,1,ABC00183197,05-DEC-2021 01:40:49
-123.155945,49.262451,30350,-80.1853,-15.9702,3,ABC3033630350,07-DEC-2021 18:41:05
-123.136975,49.270005,31380,-47.9052,-5.6026,3,ABC3136631380,02-DEC-2021 23:15:07
-123.106688,49.266456,35286,-75.3643,-18.4176,3,ABD352735286,04-DEC-2021 01:17:16
-123.163246,49.268297,10160,-75.7666,-10.1868,3,ABC1014610160,05-DEC-2021 22:24:09
-123.175784,49.267667,6506,-83.4769,-14.0426,2,ABD06496506,07-DEC-2021 17:46:10
-123.13102,49.273958,35033,-62.018,-7.7132,1,ABD3501935033,06-DEC-2021 14:48:21
-123.132559,49.277093,5242,-90.2613,-13.172,1,ABD052285242,05-DEC-2021 18:00:07
-123.121054,49.281834,36586,-65.7862,-7.1031,1,ABD365736586,05-DEC-2021 16:16:28
-123.102975,49.262646,32296,-76.2316,-9.5054,1,ABC322832296,07-DEC-2021 01:27:31
-123.126475,49.285677,32060,-64.886,-18.6505,1,ABC3204632060,03-DEC-2021 15:06:03
-123.092364,49.281201,31138,-61.1758,-17.233,1,ABC3112431138,02-DEC-2021 22:48:26
-123.123525,49.296685,37181,-103.6634,-13.9838,1,ABD3716737181,06-DEC-2021 15:26:18
-123.153491,49.303752,40207,-67.7363,-16.8851,1,ABC4019340207,03-DEC-2021 14:30:05
-123.090746,49.265246,6357,-80.9923,-19.1873,1,ABD063436357,01-DEC-2021 17:44:16
-123.11489,49.269184,31235,-67.2221,-18.2593,1,ABC3122131235,03-DEC-2021 14:01:45
-123.098053,49.272201,30247,-52.5095,-23.5947,1,ABC3023330247,06-DEC-2021 20:50:32
-123.142375,49.260832,30898,-66.6258,-16.7004,3,ABC3088430898,08-DEC-2021 22:45:21
-123.145945,49.258733,35967,-75.0065,-8.6107,3,ABD3595335967,04-DEC-2021 01:26:50
-123.14347,49.267982,37006,-73.683,-8.6813,3,ABD369937006,03-DEC-2021 00:57:27
-123.129606,49.282138,35237,-76.4319,-16.274,2,ABD3522335237,07-DEC-2021 17:46:10
-123.181828,49.262491,31306,-61.9199,-5.9649,3,ABC312931306,06-DEC-2021 13:48:49
-123.142903,49.26458,36146,-66.8589,-12.4342,3,ABD361336146,08-DEC-2021 22:24:28
-123.122369,49.25865,6322,-90.6807,-11.9094,1,ABD063086322,06-DEC-2021 13:48:42
-123.13032,49.261579,32005,-66.7776,-11.6249,3,ABC3199132005,03-DEC-2021 12:53:15
-123.184892,49.264349,835,-76.4905,-21.0041,1,ABC00821835,01-DEC-2021 23:27:11
-123.155145,49.267923,31240,-47.4384,-7.129,5,ABC3122631240,03-DEC-2021 14:38:59
-123.133307,49.281749,6402,-104.1626,-23.1942,1,ABD063886402,04-DEC-2021 01:30:16
-123.133308,49.28871,168,-82.2172,-12.4863,3,ABC00154168,03-DEC-2021 01:05:39
-123.090188,49.282111,30236,-84.1976,-16.5368,1,ABC3030236,05-DEC-2021 20:40:53
-123.148566,49.260932,31470,-59.0289,-19.8845,1,ABC3145631470,03-DEC-2021 15:08:05
-123.115762,49.287956,6096,-73.7134,-22.0229,1,ABD06086096,02-DEC-2021 19:16:07
-123.139415,49.266776,36457,-70.1448,-18.4449,1,ABD3644336457,04-DEC-2021 13:59:16
-123.131111,49.288679,36095,-75.3491,-8.8902,1,ABD3608136095,03-DEC-2021 12:52:49
-123.109451,49.263707,37056,-73.3804,-16.3902,1,ABD370437056,04-DEC-2021 16:21:05
-123.124337,49.288677,31549,-58.4706,-16.1134,9,ABC3153531549,02-DEC-2021 22:42:25
-123.161275,49.26655,610,-69.2439,-19.5501,3,ABC00596610,07-DEC-2021 18:59:52
-123.135679,49.306843,6436,-86.9204,-18.1407,4,ABD0646436,06-DEC-2021 17:29:53
-123.155039,49.269932,10709,-98.6419,-16.1088,2,ABC1069510709,06-DEC-2021 01:33:23
-123.18035,49.270326,1307,-55.8685,-17.5415,2,ABC012931307,06-DEC-2021 17:22:18
-123.107053,49.263057,1479,-56.1369,-12.9342,5,ABC014651479,07-DEC-2021 01:07:43
-123.184254,49.2686,30625,-71.6417,-14.304,1,ABC3061130625,04-DEC-2021 16:18:22
-123.170251,49.260211,43123,-86.0311,-20.1477,1,ABD4310943123,02-DEC-2021 23:04:33
-123.11162,49.280523,32279,-66.1811,-7.2151,1,ABC3226532279,06-DEC-2021 19:58:28
-123.130646,49.274205,31986,-65.8401,-21.1901,2,ABC319731986,05-DEC-2021 21:17:20
-123.130045,49.275903,1506,-85.19,-15.6001,3,ABC01491506,07-DEC-2021 17:44:37
-123.111069,49.259978,10720,-71.2879,-14.0883,2,ABC1070610720,05-DEC-2021 21:24:33
-123.141286,49.308498,31189,-56.22,-19.8122,1,ABC3117531189,02-DEC-2021 23:26:46
-123.175626,49.267596,32176,-48.1333,-12.8418,2,ABC321632176,06-DEC-2021 19:49:55
-123.180383,49.25885,31058,-72.3366,-22.1974,1,ABC3104431058,05-DEC-2021 01:40:36
-123.158642,49.269108,860,-72.352,-17.9567,3,ABC00846860,04-DEC-2021 14:22:31
-123.089255,49.27657,5197,-77.3397,-17.1235,1,ABD051835197,05-DEC-2021 01:40:33
-123.120806,49.267646,35223,-103.8657,-15.8964,1,ABD3520935223,07-DEC-2021 20:15:22
-123.168386,49.258258,36556,-60.3826,-23.0149,2,ABD365436556,02-DEC-2021 22:45:30
-123.12005,49.258471,6362,-87.2317,-6.4397,1,ABD063486362,07-DEC-2021 18:19:44
-123.158012,49.300131,37006,-45.2174,-5.3066,2,ABD369937006,02-DEC-2021 23:22:28
-123.132915,49.277323,35602,-97.0177,-19.721,1,ABD3558835602,07-DEC-2021 18:35:02
-123.119661,49.260467,35412,-94.7435,-13.7478,1,ABD3539835412,06-DEC-2021 01:48:52
-123.134594,49.261647,30556,-85.5566,-15.8518,3,ABC305430556,07-DEC-2021 17:45:31
-123.133756,49.267838,31165,-67.9473,-20.0818,1,ABC3115131165,02-DEC-2021 22:19:53
-123.089704,49.281152,57030,-80.3343,-22.5523,1,ABC5701657030,03-DEC-2021 14:29:47
-123.110725,49.275914,36613,-99.1873,-15.5447,1,ABD3659936613,05-DEC-2021 16:39:06
-123.089094,49.264098,40117,-70.3789,-13.8612,2,ABC4010340117,03-DEC-2021 14:01:04
-123.078688,49.258727,456,-58.7809,-16.1864,1,ABC0044456,06-DEC-2021 20:50:32
-123.143604,49.257961,32010,-67.2625,-19.3429,3,ABC3199632010,08-DEC-2021 22:44:42
-123.091686,49.280237,1276,-54.2131,-20.9346,1,ABC01261276,07-DEC-2021 17:33:25
-123.127436,49.287692,37005,-54.6552,-15.9327,1,ABD3699137005,08-DEC-2021 22:43:13
-123.117983,49.287405,35967,-75.5595,-14.4156,85,ABD3595335967,04-DEC-2021 01:30:05
-123.117754,49.288769,31217,-69.4338,-13.0086,1,ABC3120331217,02-DEC-2021 21:59:10
-123.088992,49.284817,30978,-84.7808,-13.024,1,ABC3096430978,07-DEC-2021 17:44:22
-123.136817,49.294693,290,-70.191,-17.418,1,ABC00276290,05-DEC-2021 22:20:40
-123.155148,49.267838,31099,-66.7511,-12.3518,4,ABC3108531099,08-DEC-2021 22:37:20
-123.079262,49.277772,850,-60.0682,-14.2598,3,ABC00836850,07-DEC-2021 14:25:00
-123.096937,49.264901,32010,-71.1295,-17.0537,2,ABC3199632010,07-DEC-2021 21:19:00
-123.116932,49.299474,31886,-47.7673,-8.7724,1,ABC318731886,05-DEC-2021 20:46:20
-123.126627,49.284385,35313,-56.0753,-13.2272,1,ABD3529935313,04-DEC-2021 01:58:57
-123.100227,49.272807,5287,-77.6222,-21.3861,1,ABD052735287,06-DEC-2021 21:33:44
-123.135457,49.292883,10688,-79.5179,-20.3052,1,ABC1067410688,05-DEC-2021 21:30:59
-123.157363,49.272021,36073,-105.9091,-16.0873,2,ABD3605936073,06-DEC-2021 13:31:59
-123.137423,49.268192,37002,-116.4928,-22.058,1,ABD3698837002,04-DEC-2021 00:33:19
-123.107634,49.283085,32060,-65.6408,-23.8309,1,ABC3204632060,03-DEC-2021 15:01:05
-123.084172,49.273583,57050,-71.7377,-8.3052,2,ABC5703657050,05-DEC-2021 14:26:53
-123.100383,49.279493,167,-70.3743,-20.0715,2,ABC00153167,01-DEC-2021 18:11:51
-123.157447,49.26976,40115,-54.4025,-20.8869,1,ABC4010140115,07-DEC-2021 01:04:58
-123.086402,49.266169,31256,-75.0248,-12.1628,2,ABC312431256,05-DEC-2021 18:34:32
-123.150614,49.261537,5165,-78.971,-14.9847,1,ABD051515165,03-DEC-2021 13:46:09
-123.097399,49.256549,50197,-87.356,-21.6455,1,ABD5018350197,05-DEC-2021 21:33:25
-123.1339,49.281426,31169,-67.9562,-12.6502,9,ABC3115531169,01-DEC-2021 22:06:17
-123.127376,49.287801,30287,-59.2418,-16.8609,2,ABC3027330287,06-DEC-2021 20:00:59
-123.10692,49.260901,30269,-63.6813,-5.0434,23,ABC3025530269,06-DEC-2021 13:41:43
-123.115869,49.274787,10707,-64.8254,-13.1709,3,ABC1069310707,07-DEC-2021 00:23:30
-123.185927,49.262014,31320,-49.7662,-16.2267,1,ABC3130631320,01-DEC-2021 22:34:43
-123.104265,49.283419,40147,-73.302,-22.7992,1,ABC4013340147,03-DEC-2021 01:24:12
-123.119138,49.287148,30736,-50.8161,-16.1181,1,ABC30730736,06-DEC-2021 19:47:16
-123.086605,49.258791,36346,-68.8221,-14.5128,3,ABD363336346,02-DEC-2021 19:16:33
-123.089413,49.283855,43186,-72.8739,-19.2066,1,ABD431743186,05-DEC-2021 17:37:10
-123.143147,49.262706,15717,-70.9325,-13.127,2,ABD1570315717,05-DEC-2021 21:17:26
-123.138636,49.287983,30556,-73.295,-13.9294,1,ABC305430556,07-DEC-2021 17:43:54
-123.13731,49.307825,35536,-51.9987,-8.8017,5,ABD35535536,02-DEC-2021 21:54:56
-123.157746,49.262032,30596,-67.9581,-9.5799,2,ABC305830596,06-DEC-2021 20:01:34
-123.124491,49.265123,30437,-53.7692,-16.375,1,ABC3042330437,02-DEC-2021 22:14:27
-123.101026,49.261344,32448,-82.3442,-20.8447,1,ABC3243432448,03-DEC-2021 13:17:30
-123.125895,49.286723,845,-74.0282,-16.7179,1,ABC00831845,01-DEC-2021 23:16:12
-123.133027,49.284061,35363,-85.4766,-10.9995,4,ABD3534935363,03-DEC-2021 13:07:06
-123.135914,49.266528,1520,-58.5235,-14.6774,2,ABC015061520,01-DEC-2021 17:31:40
-123.130174,49.27184,349,-86.9362,-17.6056,1,ABC00335349,01-DEC-2021 21:34:57
-123.179236,49.258832,36963,-100.7642,-23.533,1,ABD3694936963,05-DEC-2021 17:03:06
-123.139821,49.290142,5642,-78.7234,-13.563,1,ABD056285642,02-DEC-2021 18:56:49
-123.078302,49.256251,30680,-87.0362,-18.5123,1,ABC3066630680,07-DEC-2021 18:29:12
-123.099044,49.271252,30276,-80.8178,-21.117,30,ABC302630276,01-DEC-2021 21:35:36
-123.12247,49.280916,1280,-55.8534,-17.2493,2,ABC012661280,07-DEC-2021 17:27:26
-123.127356,49.270658,15717,-84.8416,-8.4362,2,ABD1570315717,05-DEC-2021 21:23:36
-123.138289,49.266774,6357,-72.2556,-16.7737,2,ABD063436357,07-DEC-2021 19:32:36
-123.136953,49.291069,1500,-70.1836,-20.7302,3,ABC014861500,01-DEC-2021 20:16:32
-123.102247,49.281582,31501,-78.3163,-14.5633,3,ABC3148731501,03-DEC-2021 12:50:06
-123.094665,49.277574,36133,-96.1471,-12.3337,1,ABD3611936133,07-DEC-2021 18:54:42
-123.093302,49.284223,5642,-69.9829,-19.5006,2,ABD056285642,08-DEC-2021 22:49:24
-123.135592,49.302564,31477,-72.1746,-17.9484,2,ABC3146331477,07-DEC-2021 14:24:34
-123.111454,49.275557,6485,-57.9697,-20.7594,1,ABD064716485,06-DEC-2021 16:23:30
-123.087056,49.283476,5067,-69.3376,-7.9577,2,ABD050535067,04-DEC-2021 00:28:16
-123.158727,49.26651,1485,-60.5695,-18.0461,2,ABC014711485,04-DEC-2021 13:31:12
-123.144373,49.270643,30596,-71.5032,-14.2067,1,ABC305830596,06-DEC-2021 20:01:49
-123.140474,49.267073,31038,-60.6922,-13.8067,2,ABC3102431038,06-DEC-2021 17:57:58
-123.134083,49.291993,10711,-69.5909,-8.8478,6,ABC1069710711,07-DEC-2021 00:17:46
-123.133158,49.274509,31951,-44.7334,-5.6506,3,ABC3193731951,07-DEC-2021 20:10:04
-123.152782,49.267696,36145,-60.6895,-5.7226,1,ABD3613136145,08-DEC-2021 22:23:39
-123.178538,49.271209,30627,-76.0049,-16.4737,3,ABC3061330627,01-DEC-2021 17:55:25
-123.166466,49.257807,458,-77.7315,-20.9804,1,ABC00444458,03-DEC-2021 13:45:26
-123.102775,49.262956,30599,-72.6417,-10.0662,1,ABC3058530599,06-DEC-2021 20:02:13
-123.118417,49.260448,30316,-64.1463,-20.7856,2,ABC303030316,03-DEC-2021 15:01:05
-123.13583,49.303776,32276,-66.4858,-19.3353,1,ABC322632276,05-DEC-2021 19:16:59
-123.117692,49.28021,1328,-73.3855,-18.1194,2,ABC013141328,04-DEC-2021 01:48:30
-123.120387,49.266478,30358,-70.9072,-20.9251,1,ABC3034430358,04-DEC-2021 21:41:15
-123.127332,49.289633,5076,-73.8926,-19.9421,1,ABD05065076,05-DEC-2021 16:25:04
-123.111532,49.267511,10728,-95.2078,-14.2361,1,ABC1071410728,06-DEC-2021 01:25:30
-123.122023,49.25727,30617,-67.4939,-20.5742,1,ABC3060330617,04-DEC-2021 16:16:52
-123.116717,49.265916,31346,-51.8647,-15.4968,2,ABC313331346,05-DEC-2021 13:14:09
-123.133471,49.257907,30509,-54.9172,-19.1842,2,ABC3049530509,01-DEC-2021 17:33:30
-123.135223,49.2715,40115,-66.1634,-16.7526,3,ABC4010140115,03-DEC-2021 01:24:26
-123.186056,49.25887,6356,-83.1577,-6.9187,3,ABD06346356,01-DEC-2021 17:58:06
-123.097456,49.281174,6537,-66.9567,-21.9313,1,ABD065236537,04-DEC-2021 16:39:17
-123.157221,49.268201,1195,-66.0551,-18.4043,1,ABC011811195,07-DEC-2021 18:40:02
-123.116288,49.276054,30406,-66.8493,-13.3479,2,ABC303930406,03-DEC-2021 14:43:25
-123.171158,49.265811,5837,-74.5575,-20.2746,1,ABD058235837,06-DEC-2021 20:02:10
-123.134411,49.292154,31686,-70.4389,-13.4854,1,ABC316731686,02-DEC-2021 23:32:45
-123.100754,49.267817,119,-69.679,-12.1459,9,ABC00105119,04-DEC-2021 17:01:11
-123.129136,49.260619,1025,-43.9204,-6.5752,1,ABC010111025,07-DEC-2021 20:26:41
-123.125879,49.266238,31189,-47.8673,-22.3069,1,ABC3117531189,03-DEC-2021 21:47:45
-123.120998,49.258628,32179,-42.5753,-21.8685,1,ABC3216532179,06-DEC-2021 19:50:07
-123.120082,49.298866,31579,-68.106,-23.2072,1,ABC3156531579,03-DEC-2021 12:52:17
-123.136224,49.270504,36046,-73.2267,-9.0546,6,ABD360336046,01-DEC-2021 17:43:36
-123.08517,49.270288,36076,-85.7167,-12.2134,2,ABD360636076,07-DEC-2021 01:01:05
-123.093433,49.284828,35345,-71.6057,-17.292,3,ABD3533135345,07-DEC-2021 18:44:15
-123.115049,49.258216,36077,-55.0687,-23.0809,1,ABD3606336077,02-DEC-2021 23:27:25
-123.106942,49.260404,6357,-89.279,-17.241,2,ABD063436357,07-DEC-2021 18:29:23
-123.107041,49.277108,30519,-74.7772,-11.5389,6,ABC3050530519,06-DEC-2021 16:44:38
-123.11854,49.286973,30350,-70.9321,-13.9776,1,ABC3033630350,07-DEC-2021 17:34:32
-123.100649,49.282305,31689,-64.1789,-20.4648,1,ABC3167531689,02-DEC-2021 23:31:33
-123.124165,49.26406,30287,-50.7074,-10.6834,2,ABC3027330287,06-DEC-2021 20:03:16
-123.099638,49.262864,31168,-66.3031,-21.9105,1,ABC3115431168,02-DEC-2021 22:19:53
-123.185587,49.266906,35556,-84.472,-12.8622,1,ABD355435556,07-DEC-2021 18:12:07
-123.151967,49.264725,1368,-62.6362,-10.2626,3,ABC013541368,04-DEC-2021 15:41:58
-123.082513,49.277357,896,-75.4432,-17.0791,2,ABC0088896,06-DEC-2021 21:40:40
-123.133683,49.306184,5862,-103.671,-18.8292,1,ABD058485862,01-DEC-2021 17:41:46
-123.098635,49.259284,36152,-78.545,-10.0158,1,ABD3613836152,03-DEC-2021 21:49:55
-123.110494,49.277757,1366,-76.1098,-14.9112,1,ABC01351366,04-DEC-2021 14:09:56
-123.122038,49.260506,36221,-73.5281,-12.7846,1,ABD3620736221,05-DEC-2021 15:44:36
-123.100685,49.276837,30629,-84.4412,-18.9981,1,ABC3061530629,06-DEC-2021 20:59:06
-123.174572,49.259664,36556,-77.1061,-21.2859,1,ABD365436556,07-DEC-2021 01:55:11
-123.127501,49.266011,35995,-82.3852,-10.2972,1,ABD3598135995,06-DEC-2021 20:05:21
-123.17412,49.26019,1331,-84.9009,-15.9344,1,ABC013171331,06-DEC-2021 17:57:57
-123.118524,49.28093,36191,-71.1867,-13.6776,1,ABD3617736191,03-DEC-2021 12:44:30
-123.117955,49.273521,32178,-65.0399,-18.5384,1,ABC3216432178,06-DEC-2021 13:48:42
-123.124394,49.257809,43117,-73.9711,-14.5277,2,ABD4310343117,02-DEC-2021 23:06:01
-123.143305,49.265923,31939,-50.5837,-21.7276,2,ABC3192531939,01-DEC-2021 22:40:27
-123.152323,49.274527,30618,-80.1396,-18.8543,1,ABC3060430618,03-DEC-2021 15:17:49
-123.100418,49.28135,35546,-82.3375,-21.7021,1,ABD355335546,07-DEC-2021 15:50:02
-123.083629,49.281989,28,-52.9032,-19.5536,2,ABC0001428,02-DEC-2021 22:24:56
-123.109464,49.262814,5242,-94.021,-16.2893,1,ABD052285242,06-DEC-2021 20:06:28
-123.135726,49.300143,31166,-65.0337,-11.8663,7,ABC311531166,01-DEC-2021 22:06:24
-123.13608,49.267395,31887,-68.1054,-17.642,1,ABC3187331887,05-DEC-2021 20:42:10
-123.114846,49.267107,31460,-66.9377,-14.6217,1,ABC3144631460,06-DEC-2021 17:56:29
-123.109659,49.25775,35076,-47.7015,-4.7968,1,ABD350635076,05-DEC-2021 13:18:27
-123.113535,49.286394,6207,-65.6772,-19.7187,2,ABD061936207,04-DEC-2021 16:06:25
-123.143137,49.311449,35407,-66.3491,-7.8194,1,ABD3539335407,03-DEC-2021 13:46:54
-123.141776,49.290015,35347,-70.6399,-17.4845,2,ABD3533335347,04-DEC-2021 01:15:20
-123.18414,49.272866,36396,-83.1059,-18.8798,1,ABD363836396,06-DEC-2021 17:29:10
-123.134412,49.262565,1196,-63.226,-7.3762,2,ABC01181196,06-DEC-2021 20:07:36
-123.104872,49.26357,35412,-91.4339,-15.8224,1,ABD3539835412,03-DEC-2021 15:14:34
-123.184085,49.262527,31915,-55.6763,-11.1558,3,ABC3190131915,04-DEC-2021 20:10:22
-123.087235,49.279349,31476,-67.3278,-20.0944,1,ABC314631476,01-DEC-2021 23:39:31
-123.084582,49.261488,6481,-77.7259,-7.0896,1,ABD064676481,02-DEC-2021 23:03:39
-123.136972,49.271712,30338,-56.5961,-17.5947,9,ABC3032430338,02-DEC-2021 00:29:51
-123.111424,49.275572,31495,-59.0903,-11.5855,1,ABC3148131495,03-DEC-2021 12:59:22
-123.112803,49.26537,43116,-88.7666,-20.2136,1,ABD431043116,04-DEC-2021 16:23:00
-123.136304,49.269312,35403,-68.5565,-22.1718,1,ABD3538935403,03-DEC-2021 13:11:01
