FULL_ADDRESS,LOCALITY,LONGITUDE,LATITUDE
7048 192A St,SURREY,-122.68958175716834,49.13133955514123
19252 70 Ave,SURREY,-122.68948925762052,49.12989819343343
19276 70 Ave,SURREY,-122.68897059254924,49.12989521508776
7333 191 St,SURREY,-122.69409019240358,49.13584713224737
7271 191 St,SURREY,-122.6940796671359,49.13498733535334
19102 73 Ave,SURREY,-122.69360201959705,49.135055990242584
19108 72A Ave,SURREY,-122.69357471295157,49.134302399001776
19119 72 Ave,SURREY,-122.69336362881377,49.133802190428995
19122 72A Ave,SURREY,-122.69324359954769,49.13430781567359
19121 72 Ave,SURREY,-122.69323645385508,49.13380427058275
19126 73 Ave,SURREY,-122.69321844431006,49.135065038497316
19128 72A Ave,SURREY,-122.69308946894134,49.134310336786534
19150 73 Ave,SURREY,-122.6926032342352,49.13507374608071
19158 73 Ave,SURREY,-122.6924743488904,49.13507742922482
19152 72A Ave,SURREY,-122.69243093540932,49.13432110607159
7327 191B St,SURREY,-122.69226834738296,49.13578732717211
7336 191B St,SURREY,-122.69185814112973,49.136038597923026
7324 191B St,SURREY,-122.6918591541126,49.135874957706456
19188 72 Ave,SURREY,-122.69157626342272,49.13346587547279
7259 192 St,SURREY,-122.69109890261281,49.13470186429182
7323 192 St,SURREY,-122.69108451905791,49.135778252347365
7289 192 St,SURREY,-122.69108882037075,49.13502539641903
7316 192 St,SURREY,-122.69050090772834,49.13573061128214
7306 192 St,SURREY,-122.69048491137183,49.135445535835586
7280 192 St,SURREY,-122.69048670966507,49.134839196035955
7303 192A St,SURREY,-122.68973753115111,49.135382011134915
7291 192A St,SURREY,-122.68973401758515,49.13499804283295
7341 192A St,SURREY,-122.68971675129882,49.13587062984381
19252 72A Ave,SURREY,-122.68955803615434,49.13435630309117
19256 72A Ave,SURREY,-122.68942006764358,49.134352732377984
7348 192A St,SURREY,-122.6893161214023,49.13614489161136
19135 74 Ave,SURREY,-122.6928226783998,49.137416969058
7381 192 St,SURREY,-122.69125677933997,49.13695024981318
7412 192 St,SURREY,-122.6904974810746,49.13765694634382
7548 192 St,SURREY,-122.69048185003575,49.139979618472424
19156 76 Ave,SURREY,-122.69203185574823,49.140724980786814
7711 192 St,SURREY,-122.69113740244644,49.14281770430976
7617 192 St,SURREY,-122.69103026918086,49.14121507111081
7631 192 St,SURREY,-122.69102283360033,49.14152916926324
7678 192 St,SURREY,-122.6902875455072,49.142317445474376
7913 192 St,SURREY,-122.69100247351273,49.14648053367354
7813 192 St,SURREY,-122.69098057122814,49.14477665949608
7954 192 St,SURREY,-122.6902977690294,49.147388169324714
7872 192 St,SURREY,-122.68905417380259,49.14598748442419
8110 192 St,SURREY,-122.69041967603265,49.15018263998273
19234 80 Ave,SURREY,-122.68954339095006,49.14801150221342
8306 192 St,SURREY,-122.6904052013116,49.15390567192584
8447 192 St,SURREY,-122.69101878096018,49.156502642524906
8412 192 St,SURREY,-122.6903469898297,49.155822043639716
8520 192 St,SURREY,-122.69020493052068,49.15787604859619
8643 Fruno Pl,SURREY,-122.69329193705394,49.15986718615293
19125 87A Ave,SURREY,-122.69284037008295,49.1614934324593
8618 Fruno Pl,SURREY,-122.69281231548588,49.15944304271993
19261 87 Ave,SURREY,-122.68881540841599,49.161156239913225
19072 90 Ave,SURREY,-122.69404782528147,49.166282785377625
19111 90 Ave,SURREY,-122.69313584657554,49.16664495260944
9114 192 St,SURREY,-122.6901895691402,49.16862807858665
9158 192 St,SURREY,-122.69032506980597,49.16916293346765
19165 94 Ave,SURREY,-122.69166751885595,49.17354454812054
19155 96 Ave,SURREY,-122.69173966800305,49.17716917751076
9659 192 St,SURREY,-122.69067912361481,49.177812605167055
9761 192 St,SURREY,-122.69063301493226,49.17987574990283
9568 192 St,SURREY,-122.69012307194986,49.17632235574312
9770 192 St,SURREY,-122.69000577716822,49.180023872096335
19402 48 Ave,SURREY,-122.68529849209668,49.08940355092069
19402 54 Ave,SURREY,-122.68550597366423,49.10002687742189
19345 54 Ave,SURREY,-122.68709115176442,49.10129507125087
19335 Highway 10 (Langley ByPass),SURREY,-122.68711609044556,49.106616064372716
19425 Highway 10 (Langley ByPass),SURREY,-122.68488367839272,49.107826419813364
19352 60 Ave,SURREY,-122.68711529328237,49.11106624469986
19355 Enterprise Way,SURREY,-122.6867858909685,49.10943122490373
19380 60 Ave,SURREY,-122.68626726401344,49.111063497081965
6129 Greenside Dr W,SURREY,-122.68892116937175,49.11371996647407
6071 Greenside Dr W,SURREY,-122.68880141496847,49.11280856036505
6154 Greenside Dr W,SURREY,-122.68845742013828,49.11444630447963
6150 Greenside Dr W,SURREY,-122.68842408695419,49.11419901128895
6158 Greenside Dr W,SURREY,-122.68833111796198,49.11446086365429
6114 Greenside Dr W,SURREY,-122.68831705140063,49.11373120148916
6102 Greenside Dr W,SURREY,-122.6880591204388,49.1136175362995
6134 Greenside Dr W,SURREY,-122.68798150355207,49.11401728436862
6028 Greenside Dr W,SURREY,-122.68749529801748,49.1122272961787
6031 Greenside Dr W,SURREY,-122.68746150994491,49.11160448678523
6151 Greenside Dr E,SURREY,-122.68707558961958,49.1145011753996
6004 Greenside Dr W,SURREY,-122.68693073741362,49.11194974630172
6195 Greenside Dr E,SURREY,-122.68652983409135,49.115021746122686
6099 Greenside Dr E,SURREY,-122.68624752423639,49.113601424231184
6045 Greenside Dr E,SURREY,-122.68620587257577,49.1126302144049
6029 Greenside Dr E,SURREY,-122.6861643695698,49.11241619406325
6083 Greenside Dr E,SURREY,-122.68607959660757,49.113089485086945
6021 Greenside Dr E,SURREY,-122.68600403569442,49.11218015081436
6001 Greenside Dr E,SURREY,-122.68600155072085,49.111942727775784
6082 Greenside Dr E,SURREY,-122.68580253227626,49.11374675363086
6026 Greenside Dr E,SURREY,-122.6856779317902,49.112579667515526
6010 Greenside Dr E,SURREY,-122.68564993274681,49.112140271919095
19404 61 Ave,SURREY,-122.68558781853716,49.114199873855206
6061 194A St,SURREY,-122.68505899502229,49.11309676683527
6033 194A St,SURREY,-122.68506247972226,49.11232938001086
6017 194A St,SURREY,-122.68506084946105,49.11189399978884
6069 194A St,SURREY,-122.68503717778181,49.113318083749945
19434 61 Ave,SURREY,-122.6849555476176,49.11391785266059
6054 194A St,SURREY,-122.68456524740365,49.11290642695279
6042 194A St,SURREY,-122.6845666459598,49.11257756038195
6034 194A St,SURREY,-122.6845676252873,49.11235825554984
6014 194A St,SURREY,-122.68450561076953,49.11174343168644
6059 Brooks Cr,SURREY,-122.68405700995724,49.112948486162736
6007 Brooks Cr,SURREY,-122.68401006152796,49.112141473038484
6076 Brooks Cr,SURREY,-122.6839571667093,49.113263950785885
19464 61 Ave,SURREY,-122.68388458842314,49.113688154197405
6072 Brooks Cr,SURREY,-122.6838280054098,49.11321160428045
19471 61 Ave,SURREY,-122.68349834366195,49.11393887701854
6151 195 St,SURREY,-122.68346897378343,49.11431228968068
6189 195 St,SURREY,-122.68346456794515,49.11470322014605
19473 62 Ave,SURREY,-122.68345570584093,49.115040706258824
6270 Greenside Dr W,SURREY,-122.68885901284982,49.11636566817612
6224 Greenside Dr W,SURREY,-122.68871694097953,49.115635181799576
19306 63A Ave,SURREY,-122.68783906311633,49.118234329563236
19338 63A Ave,SURREY,-122.68711867378538,49.11792897914855
6225 Greenside Dr E,SURREY,-122.68691807085008,49.115654921926705
6309 193B St,SURREY,-122.68666429781958,49.11745339782621
6333 193B St,SURREY,-122.68661820030692,49.11794010652994
19378 62 Ave,SURREY,-122.6860962389492,49.11594643238423
19377 62 Ave,SURREY,-122.68603917706083,49.11614260030429
6187 194 St,SURREY,-122.6856042883314,49.11517241836487
19401 62 Ave,SURREY,-122.68543763392188,49.11593432919672
19405 62A Ave,SURREY,-122.68532524634547,49.11721551608232
19412 62 Ave,SURREY,-122.68509300371335,49.115454203614966
19421 62 Ave,SURREY,-122.6847836878302,49.11565242980867
6328 194B St,SURREY,-122.68363492398426,49.117889518819716
6312 194B St,SURREY,-122.68359619285403,49.117557930289095
19298 64 Ave,SURREY,-122.68802914736138,49.11897687800558
19388 65 Ave,SURREY,-122.68579481597241,49.12177785622404
6477 194 St,SURREY,-122.68565098532042,49.120376035367414
6491 194 St,SURREY,-122.68559904028982,49.121123425431385
19416 64 Ave,SURREY,-122.6851696662584,49.1189290284599
6410 194 St,SURREY,-122.68436295895901,49.12015435731531
19478 65 Ave,SURREY,-122.68392318529978,49.12164531705684
6613 193 St,SURREY,-122.68883729430208,49.12385884866133
6673 193 St,SURREY,-122.68881420015059,49.12447691263637
6695 193 St,SURREY,-122.68880921072561,49.12473894085915
6542 193 St,SURREY,-122.68851385727415,49.12274835182537
19325 67 Ave,SURREY,-122.68792413107113,49.1250761864051
6571 193A St,SURREY,-122.68769256789832,49.12314840933761
6717 193A St,SURREY,-122.68766556563823,49.125468757925375
6570 193A St,SURREY,-122.68735771179958,49.123152178887324
6602 193A St,SURREY,-122.68732418854601,49.1237759166211
6676 193A St,SURREY,-122.6873154348079,49.124403471562815
6652 193A St,SURREY,-122.68731690071581,49.12417010591043
6722 193A St,SURREY,-122.68730646730229,49.12552797350564
6704 193A St,SURREY,-122.68728943862989,49.12518398496726
6735 193B St,SURREY,-122.68652379591049,49.125524580955876
6563 193B St,SURREY,-122.68653485766878,49.1231014595881
6515 193B St,SURREY,-122.68653682070088,49.1224416464496
6551 193B St,SURREY,-122.6865316657893,49.12293377496551
6539 193B St,SURREY,-122.68652627708815,49.12276671405433
6527 193B St,SURREY,-122.68652728152504,49.12260713761414
6689 193B St,SURREY,-122.68651444749635,49.12463364812039
19373 66 Ave,SURREY,-122.68617061275842,49.123829542570704
6568 193B St,SURREY,-122.68614545064113,49.12283170508484
19379 66 Ave,SURREY,-122.68604085291321,49.123832347184255
19405 66A Ave,SURREY,-122.68509267243118,49.1246814289639
19406 67A Ave,SURREY,-122.68507139618552,49.12525845899697
19415 66A Ave,SURREY,-122.68495052249575,49.12467971073289
19450 67A Ave,SURREY,-122.68433217213605,49.125251511644834
19447 67A Ave,SURREY,-122.6843227127976,49.125499694246564
19480 66 Ave,SURREY,-122.68423429200102,49.12354601330347
19461 67A Ave,SURREY,-122.68407248916098,49.12549585781574
19476 67A Ave,SURREY,-122.68383786477494,49.125243891075186
19289 69 Ave,SURREY,-122.68881437934387,49.12850936794394
19288 69 Ave,SURREY,-122.68873595604498,49.12828994591002
19291 69A Ave,SURREY,-122.68872678347482,49.12930523398053
6883 193 St,SURREY,-122.68862161016717,49.12797983571379
6780 193 St,SURREY,-122.6884813652805,49.126136549747535
19390 68 Ave,SURREY,-122.68582351722694,49.126238354584956
19282 70 Ave,SURREY,-122.68883401309407,49.129894429692186
7065 193 St,SURREY,-122.68855714545539,49.13134432594675
19376 71 Ave,SURREY,-122.68602638614217,49.13140361506892
7044 194 St,SURREY,-122.68476300806749,49.13064242719945
7177 194A St,SURREY,-122.68407597191185,49.132705223555895
7051 194A St,SURREY,-122.68405991907682,49.13071935127068
7071 194A St,SURREY,-122.68405827817057,49.130977581318014
19269 72A Ave,SURREY,-122.68879315584317,49.1345571735996
19270 73 Ave,SURREY,-122.68874398343618,49.13506818984564
19279 72 Ave,SURREY,-122.68851488528364,49.13381979415181
19289 72A Ave,SURREY,-122.68795905106003,49.13454862919347
7336 193 St,SURREY,-122.68753332594906,49.1356759807817
7348 193 St,SURREY,-122.68753179075432,49.13576972692564
19313 73A Ave,SURREY,-122.68727491897658,49.13600789503867
19335 72A Ave,SURREY,-122.68689760711122,49.13453532280241
19336 73B Ave,SURREY,-122.68670945644351,49.13645130089225
19343 73A Ave,SURREY,-122.68671224682996,49.13600636878919
19347 73 Ave,SURREY,-122.68651130445237,49.13528775653232
19358 73B Ave,SURREY,-122.68633795422716,49.13644792648002
19363 73B Ave,SURREY,-122.6862357038409,49.13664880248866
19349 72 Ave,SURREY,-122.6862249226862,49.133804614442944
19364 73A Ave,SURREY,-122.68617686090836,49.1358064938258
19371 73B Ave,SURREY,-122.68606981173816,49.13664361997273
19359 72 Ave,SURREY,-122.68597889887256,49.13380594257308
19384 73B Ave,SURREY,-122.6857861074842,49.136446417032325
19388 72A Ave,SURREY,-122.68558504664159,49.13432862940122
19392 73B Ave,SURREY,-122.68539299954718,49.13644061498467
19391 72 Ave,SURREY,-122.68535632868901,49.13379825762188
19399 72 Ave,SURREY,-122.6852379013065,49.133795947743224
7314 194 St,SURREY,-122.68497149102387,49.13580315918913
7338 194 St,SURREY,-122.68496918386734,49.136125253802525
7350 194 St,SURREY,-122.68496745860575,49.136366123121725
7364 194 St,SURREY,-122.68495214532645,49.13665163381721
7278 194 St,SURREY,-122.6849498315914,49.13501535643544
7288 194 St,SURREY,-122.68494663751686,49.13509775120437
7266 194 St,SURREY,-122.68494495456508,49.13494170568344
19410 72A Ave,SURREY,-122.68480602247523,49.13431129592613
19427 72A Ave,SURREY,-122.6845821643101,49.134543881112705
19433 72A Ave,SURREY,-122.68445704373791,49.13454115815026
7299 194A St,SURREY,-122.6840080203962,49.13535808200641
19449 72 Ave,SURREY,-122.68399517330644,49.133799070390076
7489 194 St,SURREY,-122.68538219529836,49.13897293395255
7368 194 St,SURREY,-122.68494640958343,49.1367327002002
19418 74 Ave,SURREY,-122.68464072708666,49.13715468829198
19455 76 Ave,SURREY,-122.68353138035225,49.141097507620984
19274 78 Ave,SURREY,-122.6887352817103,49.14438104024242
19344 80 Ave,SURREY,-122.68647289935424,49.14802650939872
19406 80 Ave,SURREY,-122.68457046581138,49.14803788599641
19355 88 Ave,SURREY,-122.68635348532143,49.16300351228611
9357 193 St,SURREY,-122.68838117540135,49.17257259526198
9323 194 St,SURREY,-122.68522008542568,49.172101221410706
9377 193 St,SURREY,-122.68809063431846,49.17298236206969
19323 94 Ave,SURREY,-122.68729367275229,49.17372340651666
19349 94 Ave,SURREY,-122.68639096468773,49.173738322411715
9531 194A St,SURREY,-122.68461201497615,49.17582103696085
19465 94 Ave,SURREY,-122.68320131905415,49.17373250141047
19438 96 Ave,SURREY,-122.68404429313331,49.17680951896363
4527 195A St,SURREY,-122.68065834504577,49.084722084611364
4558 195A St,SURREY,-122.68039476328951,49.08528987810107
19593 45A Ave,SURREY,-122.68012648022439,49.085607850120816
19515 Colebrook Rd,SURREY,-122.6814676575419,49.09316299808472
19475 54 Ave,SURREY,-122.68334311965076,49.100349303491214
19500 56 Ave,SURREY,-122.68336333256863,49.10424537952331
5533 Production Blvd,SURREY,-122.6820311948778,49.103175768818524
5758 Landmark Way,SURREY,-122.68237374852822,49.10747051105018
19485 60 Ave,SURREY,-122.6828748648751,49.1113978647775
6003 195A St,SURREY,-122.6821838366283,49.11139920557086
19525 Highway 10 (Langley ByPass),SURREY,-122.68200917202138,49.109245930314984
19564 60 Ave,SURREY,-122.68082098223736,49.11105722263149
6056 Brooks Cr,SURREY,-122.68338504997728,49.112878102578534
6150 195 St,SURREY,-122.68310708164628,49.11420218380484
6028 Brooks Cr,SURREY,-122.68294043829901,49.11185932763626
6044 Brooks Cr,SURREY,-122.68285683613327,49.11229195686579
6036 Brooks Cr,SURREY,-122.68285782161551,49.11207265204911
6032 Brooks Cr,SURREY,-122.68285824595105,49.11196308940432
6063 195A St,SURREY,-122.6821054397799,49.11249579816343
19531 Fraser Hwy,SURREY,-122.68186543998704,49.11507539061804
19550 Fraser Hwy,SURREY,-122.68094401420468,49.11414135929855
19565 Fraser Hwy,SURREY,-122.68083955009928,49.114597771712646
19567 Fraser Hwy,SURREY,-122.6807736906192,49.11456799547116
6039 196 St,SURREY,-122.68032595828814,49.112190626839464
19477 63A Ave,SURREY,-122.68334487076615,49.11822290464547
19493 63A Ave,SURREY,-122.68287796391016,49.11822198380645
6329 195 St,SURREY,-122.68284364869425,49.11788636011524
6305 195 St,SURREY,-122.68284548262045,49.11736229192817
6289 195 St,SURREY,-122.68281637711516,49.116983684225254
6306 195 St,SURREY,-122.68239885397267,49.11727740822468
19508 62A Ave,SURREY,-122.68232430089277,49.11626899450847
19519 63A Ave,SURREY,-122.68217371579594,49.11821780016461
19527 63A Ave,SURREY,-122.6818892212077,49.11821611798273
19529 63 Ave,SURREY,-122.68186542778834,49.11737183287728
19528 63A Ave,SURREY,-122.68182332671732,49.11789102249877
19539 62A Ave,SURREY,-122.68123666049208,49.116454097846095
6323 195B St,SURREY,-122.68073379090622,49.11761851541897
6275 195B St,SURREY,-122.68071604178313,49.11679619739555
6315 195B St,SURREY,-122.68070908200855,49.117453922064364
6268 195B St,SURREY,-122.68024723642654,49.116602579840205
6308 195B St,SURREY,-122.68024177503905,49.1172607575302
6480 194 St,SURREY,-122.6833944417404,49.12026757127651
6470 194 St,SURREY,-122.68324728530928,49.12082931652088
19510 64 Ave,SURREY,-122.68239683612049,49.118903145165696
19530 65 Ave,SURREY,-122.68181252962209,49.120975507965156
6547 196 St,SURREY,-122.6804045177983,49.121755841919274
6650 195 St,SURREY,-122.68321178518583,49.124512576341395
6658 195 St,SURREY,-122.68320709079892,49.124690304377474
6588 195A St,SURREY,-122.68121215197857,49.123206738024415
19504 68 Ave,SURREY,-122.68241695573911,49.126188262651894
19511 68 Ave,SURREY,-122.68169582491366,49.12652624769652
6933 195A St,SURREY,-122.6810180797568,49.12884846333959
6969 195A St,SURREY,-122.68099116942973,49.12948088134582
6898 195A St,SURREY,-122.68079183780009,49.12820735229424
6958 195A St,SURREY,-122.68064412408933,49.12928443317713
6883 196 St,SURREY,-122.679986111296,49.127992728832716
6959 196 St,SURREY,-122.67987460894987,49.129219144297245
6971 196 St,SURREY,-122.67986384126178,49.129468736833076
7043 194B St,SURREY,-122.68316070294841,49.13076926396385
19468 70 Ave,SURREY,-122.68316099488237,49.12987182290034
7013 194B St,SURREY,-122.68311942216054,49.13028373919159
7115 194B St,SURREY,-122.6830962022026,49.1319821728988
7143 194B St,SURREY,-122.68308832756112,49.13258572117721
7110 194B St,SURREY,-122.68271318088104,49.13194670446552
7142 194B St,SURREY,-122.68270468198935,49.132648197732145
7136 194B St,SURREY,-122.68270579291244,49.1324734834762
7126 194B St,SURREY,-122.68270744444109,49.1322140589465
19480 70 Ave,SURREY,-122.68266598495515,49.12987948495983
19482 71 Ave,SURREY,-122.68244993705507,49.131724703986336
19485 70A Ave,SURREY,-122.68245464348385,49.13062851844989
19493 71A Ave,SURREY,-122.68213219471619,49.132982594209544
7137 195 St,SURREY,-122.68200761727809,49.13255588676344
7025 195 St,SURREY,-122.68201882780893,49.130388981442536
7133 195 St,SURREY,-122.68200553104953,49.132467127620416
7018 195 St,SURREY,-122.68163431073566,49.1302917885315
7068 195 St,SURREY,-122.6816027572215,49.131347677011334
7092 195 St,SURREY,-122.68158701505239,49.131780023240324
7098 195 St,SURREY,-122.68158386049087,49.131868899282296
7072 195 St,SURREY,-122.68158463260879,49.13143690667606
19533 71A Ave,SURREY,-122.68101006053692,49.132968955922145
7009 195A St,SURREY,-122.68098153389815,49.130156289405235
7021 195A St,SURREY,-122.68093110632749,49.13039675178775
7059 195A St,SURREY,-122.68091281395468,49.13116687119305
7032 195A St,SURREY,-122.68053852469386,49.13062548961712
7066 195A St,SURREY,-122.68052990286182,49.131358030294365
7140 195A St,SURREY,-122.68050545192574,49.13263579131019
6987 196 St,SURREY,-122.67985753826325,49.12973638837527
7031 196 St,SURREY,-122.67984825984306,49.1304671893834
6991 196 St,SURREY,-122.67985247316133,49.1298115608603
7097 196 St,SURREY,-122.67983723119548,49.131862491389164
7107 196 St,SURREY,-122.6798338872194,49.13203713108553
7123 196 St,SURREY,-122.67982885548226,49.132299935696864
7159 196 St,SURREY,-122.67981821453708,49.13285558351493
19467 72 Ave,SURREY,-122.68289189671015,49.13378743153593
19478 72 Ave,SURREY,-122.68264624496429,49.13346954726584
19489 73 Ave,SURREY,-122.68241093557246,49.13566748747956
19489 72 Ave,SURREY,-122.68224087743252,49.133786835395206
19525 73 Ave,SURREY,-122.68151380393041,49.135770890683354
19555 73 Ave,SURREY,-122.68056800366449,49.135751985433224
7266 195A St,SURREY,-122.68054913707583,49.134876861039146
7270 195A St,SURREY,-122.68054282026962,49.13495681289138
7292 195A St,SURREY,-122.6805286913906,49.13544025718631
19568 72 Ave,SURREY,-122.68047206005089,49.13345391674435
19580 72 Ave,SURREY,-122.68021615869046,49.133452152210175
19593 72 Ave,SURREY,-122.67994051220982,49.133785004547875
7187 196 St,SURREY,-122.6798131125424,49.13312203104186
19526 78 Ave,SURREY,-122.68142337663755,49.144343578551506
19530 80 Ave,SURREY,-122.68131081618597,49.147377408243884
19470 88 Ave,SURREY,-122.68292470044736,49.16261812274842
19475 96 Ave,SURREY,-122.68289224673724,49.17922728464856
19527 Telegraph Trail,SURREY,-122.68136820750902,49.1813997496931
16145 48 Ave,SURREY,-122.77677087026873,49.08995252117053
5193 160 St,SURREY,-122.77924888939715,49.09693486688575
16010 Highway 10 (56 Ave),SURREY,-122.77771550663356,49.104264065175606
5884 160 St,SURREY,-122.77809532174219,49.1096213872492
4610 160 St,SURREY,-122.77499162854055,49.08468115696271
16250 48 Ave,SURREY,-122.77360665213834,49.089414161583505
16234 60 Ave,SURREY,-122.77262481725502,49.11145680301823
16277 59 Ave,SURREY,-122.7713418950314,49.10991921485462
16099 60 Ave,SURREY,-122.77626989704417,49.11180832162814
6031 163 St,SURREY,-122.7715309137381,49.1121654837563
6075 163 St,SURREY,-122.77131065027666,49.11315669888502
7736 162A St,SURREY,-122.77158598547722,49.143381367215724
16250 77 Ave,SURREY,-122.77118640468582,49.142347457648256
16268 78 Ave,SURREY,-122.77108305683257,49.144390540423665
9487 163 St,SURREY,-122.77087721303668,49.175067640835245
5651 164 St,SURREY,-122.7689075489471,49.10534936416622
16310 60 Ave,SURREY,-122.7710076224027,49.111471754943
16320 60 Ave,SURREY,-122.77072340380448,49.11147119174148
16348 60 Ave,SURREY,-122.76989435052457,49.111476650492186
5899 163A St,SURREY,-122.76971042623185,49.10961990637849
5962 163A St,SURREY,-122.76956219751598,49.11077374896625
5988 163A St,SURREY,-122.76948846138704,49.111236821712914
16356 59A Ave,SURREY,-122.76934570982095,49.11034218254167
5979 163B St,SURREY,-122.76900382367519,49.11098943159719
16368 58A Ave,SURREY,-122.76863885451922,49.10821373955565
5958 163B St,SURREY,-122.76857622373863,49.11070470481253
5883 163B St,SURREY,-122.76852449965745,49.10919885195512
5987 164 St,SURREY,-122.76796441092722,49.11131326323538
5966 164 St,SURREY,-122.76755762590999,49.110919908552034
5895 164A St,SURREY,-122.76698030364027,49.10990673724874
16436 60 Ave,SURREY,-122.76690484411809,49.11147164183338
16448 60 Ave,SURREY,-122.76653171840442,49.11146717005004
16507 58 Ave,SURREY,-122.76642640142748,49.10832655463753
16458 60 Ave,SURREY,-122.76628863521906,49.11145925606321
16468 60 Ave,SURREY,-122.76605117494785,49.11145877420755
16456 59A Ave,SURREY,-122.76603942693535,49.11053112666394
5885 165 St,SURREY,-122.76586890083232,49.109773362778775
5893 165 St,SURREY,-122.76584651652968,49.11003844402383
16289 61A Ave,SURREY,-122.77104576209886,49.114926993491196
6127 163 St,SURREY,-122.77098390956563,49.114156688710636
16355 60A Ave,SURREY,-122.76975659677174,49.11246249051369
6062 163A St,SURREY,-122.76964578850021,49.112879267064876
6130 163A St,SURREY,-122.76959944109858,49.114148628536924
6134 163A St,SURREY,-122.76958752585303,49.11428655534846
16365 60A Ave,SURREY,-122.7693924644999,49.11249946546909
16357 61A Ave,SURREY,-122.76935065743027,49.114856588933
6065 163B St,SURREY,-122.76891496659256,49.112670091705716
6136 163B St,SURREY,-122.76859815567937,49.114019152349506
6045 164 St,SURREY,-122.76798478408601,49.112319610983846
6053 164 St,SURREY,-122.76798140932665,49.112469121189505
6135 164 St,SURREY,-122.76797173196037,49.11421977452034
6071 164 St,SURREY,-122.76796572006116,49.1129035672163
6092 164 St,SURREY,-122.76757244353729,49.113264725138094
6078 164 St,SURREY,-122.76756913063473,49.11307778132862
6188 164 St,SURREY,-122.76754979625127,49.11510071168025
6122 164 St,SURREY,-122.76754795309488,49.11389359265441
6036 164 St,SURREY,-122.76749530179507,49.11213680388263
6235 164A St,SURREY,-122.7668018651769,49.11510081443764
6121 164A St,SURREY,-122.76677632851947,49.113896530570344
6066 164A St,SURREY,-122.76641456402302,49.112825266929754
16390 64 Ave,SURREY,-122.76884310774145,49.11777587567942
16398 64 Ave,SURREY,-122.7682013853429,49.11858070836718
16477 63 Ave,SURREY,-122.76610801760307,49.116489816209864
16462 62A Ave,SURREY,-122.76592019609669,49.1155533856892
16485 63 Ave,SURREY,-122.76580473132097,49.11661998615283
16477 62A Ave,SURREY,-122.76567113894315,49.11580232416532
6489 164 St,SURREY,-122.76794010072051,49.12036313632908
16258 77 Ave,SURREY,-122.77090374808905,49.142243985258304
7784 163 St,SURREY,-122.77047027381518,49.14376989792044
7778 163 St,SURREY,-122.77022529402254,49.14378973759034
7765 163 St,SURREY,-122.77017943726433,49.14335894738165
16283 77 Ave,SURREY,-122.76984240350457,49.142799209091095
7754 163 St,SURREY,-122.76910880709207,49.14381052606736
16298 77 Ave,SURREY,-122.76908929428325,49.14267113115479
16352 77 Ave,SURREY,-122.76841093084239,49.14268667942768
16374 77 Ave,SURREY,-122.76817786760355,49.14268099350837
7745 164 St,SURREY,-122.76784475342022,49.14354486521112
7787 164 St,SURREY,-122.76783896788818,49.14407773848326
16425 77 Ave,SURREY,-122.76673284760983,49.143147090136125
16422 77 Ave,SURREY,-122.76668922539203,49.14283072542447
16438 77 Ave,SURREY,-122.7662596851794,49.14279540250612
16285 78 Ave,SURREY,-122.77039024377937,49.144707772916306
16354 78 Ave,SURREY,-122.76894325042595,49.14438211981107
16373 78 Ave,SURREY,-122.76812792842823,49.1446809210174
7891 164 St,SURREY,-122.76783322770355,49.14609213878621
7837 164 St,SURREY,-122.76782129494781,49.1452446672574
7866 164 St,SURREY,-122.76743615759392,49.14575794777659
7869 164A St,SURREY,-122.7667577212572,49.14579279032904
7886 164A St,SURREY,-122.76642065616664,49.14597927173994
16451 78 Ave,SURREY,-122.76594527113254,49.14471544496577
7867 164B St,SURREY,-122.76556065374159,49.1458308588762
16445 87A Ave,SURREY,-122.76657333958104,49.16189857763392
16469 87A Ave,SURREY,-122.76573182869443,49.16187070869972
8836 164 St,SURREY,-122.7675465423668,49.163471643703794
8852 164 St,SURREY,-122.76744496709085,49.16380885735269
16439 89 Ave,SURREY,-122.7663512083321,49.164735411587344
8865 164A St,SURREY,-122.76632016267568,49.16369487230616
9118 163A St,SURREY,-122.76952400107757,49.16867163793078
16370 91A Ave,SURREY,-122.76893929967173,49.169186910369554
9305 163 St,SURREY,-122.77088894672985,49.17160747563542
9245 163 St,SURREY,-122.77086979617815,49.1707935474792
9248 163 St,SURREY,-122.77042913867568,49.17061735547363
9370 163 St,SURREY,-122.77039260630285,49.172552789771494
16338 92 Ave,SURREY,-122.76943632848649,49.16997509503943
9311 163A St,SURREY,-122.76938472228011,49.171710448694974
9293 163A St,SURREY,-122.76938228917417,49.171436807736356
16399 91A Ave,SURREY,-122.76811385287237,49.16942993328449
9341 164 St,SURREY,-122.76798446187011,49.17208247962651
9327 164 St,SURREY,-122.76798561152809,49.171807406592976
9197 164 St,SURREY,-122.76791858461695,49.16985811242699
9364 164 St,SURREY,-122.76748711563843,49.17249795900064
16436 92A Ave,SURREY,-122.76663105688196,49.17088832995503
16438 93A Ave,SURREY,-122.76661557009798,49.17211924062402
16435 93A Ave,SURREY,-122.76661423524489,49.172353293529895
16458 92A Ave,SURREY,-122.76598672615478,49.170920283738596
16456 93B Ave,SURREY,-122.76581774143153,49.17278148018492
16469 92A Ave,SURREY,-122.76579462217973,49.17112069681327
9423 163 St,SURREY,-122.770819310586,49.173881148546585
9488 163 St,SURREY,-122.77045611947364,49.174836257327414
